step,total_loss,presence_loss,type_loss,type_extra_loss,rotation_extra_loss,weighted_type_extra_loss,weighted_rotation_extra_loss,continuous_loss,center_loss,axis_loss,depth_loss,rotation_loss,parametric_total_loss,raster_total_loss,raster_bce_loss,raster_dice_loss,raster_soft_iou,raster_soft_dice,raster_loss_active,val_mask_iou_at_step,val_loss_at_step,is_best_step
1000,0.005780445411801338,3.977564119850285e-06,0.0002827542193699628,0.0002827542193699628,0.000793908373452723,0.0,0.001587816746905446,0.0039058970287442207,nan,nan,nan,nan,0.005780445411801338,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1100,0.0029102673288434744,4.313398221711395e-06,0.00022688326134812087,0.00022688326134812087,7.137424108805135e-05,0.0,0.0001427484821761027,0.00253632222302258,nan,nan,nan,nan,0.0029102673288434744,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1200,0.002346704714000225,4.485198132897494e-06,0.00019451799744274467,0.00019451799744274467,0.00014440761879086494,0.0,0.0002888152375817299,0.001858886331319809,nan,nan,nan,nan,0.002346704714000225,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1300,0.001634819433093071,5.671350209013326e-06,0.0001786494249245152,0.0001786494249245152,4.060313221998513e-05,0.0,8.120626443997025e-05,0.0013692923821508884,nan,nan,nan,nan,0.001634819433093071,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1400,0.014467093162238598,4.337514383223606e-06,0.0002173852699343115,0.0002173852699343115,0.005862376652657986,0.0,0.011724753305315971,0.0025206170976161957,nan,nan,nan,nan,0.014467093162238598,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1500,0.0009871437214314938,4.440164502739208e-06,0.00012826755119021982,0.00012826755119021982,4.766999700223096e-05,0.0,9.533999400446191e-05,0.0007590960012748837,nan,nan,nan,nan,0.0009871437214314938,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1600,0.0008039673557505012,4.699443252320634e-06,0.00011747473035939038,0.00011747473035939038,2.5416118660359643e-05,0.0,5.083223732071929e-05,0.0006309609743766487,nan,nan,nan,nan,0.0008039673557505012,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1700,0.0015716464258730412,5.052469077782007e-06,0.00011105326120741665,0.00011105326120741665,0.0003945303906220943,0.0,0.0007890607812441885,0.0006664798711426556,nan,nan,nan,nan,0.0015716464258730412,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1800,0.0017227085772901773,6.839878096798202e-06,0.00011955366790061817,0.00011955366790061817,0.00037129808333702385,0.0,0.0007425961666740477,0.0008537188405171037,nan,nan,nan,nan,0.0017227085772901773,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1900,0.0004914624150842428,4.642093244910939e-06,9.082940232474357e-05,9.082940232474357e-05,7.208976057881955e-06,0.0,1.441795211576391e-05,0.0003815729287452996,nan,nan,nan,nan,0.0004914624150842428,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2000,0.0010229890467599034,5.30433362655458e-06,8.958014950621873e-05,8.958014950621873e-05,0.00021136882423888892,0.0,0.00042273764847777784,0.0005053669447079301,nan,nan,nan,nan,0.0010229890467599034,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2100,0.00041334691923111677,3.817500783043215e-06,7.237853424157947e-05,7.237853424157947e-05,2.5850100428215228e-05,0.0,5.1700200856430456e-05,0.0002854506892617792,nan,nan,nan,nan,0.00041334691923111677,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2200,0.00034375471295788884,3.5502753235050477e-06,6.583403592230752e-05,6.583403592230752e-05,1.1886018000950571e-05,0.0,2.3772036001901142e-05,0.0002505983575247228,nan,nan,nan,nan,0.00034375471295788884,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2300,0.00031277554808184505,4.167245151620591e-06,6.823198054917157e-05,6.823198054917157e-05,5.973411589366151e-06,0.0,1.1946823178732302e-05,0.00022842950420454144,nan,nan,nan,nan,0.00031277554808184505,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2400,0.0007738096173852682,1.077338311006315e-05,0.00011271284165559337,0.00011271284165559337,6.085207860451192e-05,0.0,0.00012170415720902383,0.0005286192754283547,nan,nan,nan,nan,0.0007738096173852682,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2500,0.00037464051274582744,6.436551757360576e-06,7.746904157102108e-05,7.746904157102108e-05,6.800144092267146e-06,0.0,1.3600288184534293e-05,0.00027713464805856347,nan,nan,nan,nan,0.00037464051274582744,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2600,0.0002959496050607413,4.720235210697865e-06,6.291212775977328e-05,6.291212775977328e-05,3.940339411201421e-06,0.0,7.880678822402842e-06,0.00022043657372705638,nan,nan,nan,nan,0.0002959496050607413,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2700,0.0002575847029220313,3.6980816275899997e-06,5.337420225259848e-05,5.337420225259848e-05,6.753338311682455e-06,0.0,1.350667662336491e-05,0.0001870057312771678,nan,nan,nan,nan,0.0002575847029220313,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2800,0.0200811717659235,3.3185576739924727e-06,0.00010734111128840595,0.00010734111128840595,0.008647983893752098,0.0,0.017295967787504196,0.00267454469576478,nan,nan,nan,nan,0.0200811717659235,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2900,0.00021048836060799658,3.6046828881808324e-06,4.7032539441715926e-05,4.7032539441715926e-05,2.203204985562479e-06,0.0,4.406409971124958e-06,0.00015544472262263298,nan,nan,nan,nan,0.00021048836060799658,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
3000,0.00017876489437185228,2.843279617081862e-06,4.065789107698947e-05,4.065789107698947e-05,1.4476162277787807e-06,0.0,2.8952324555575615e-06,0.0001323684846283868,nan,nan,nan,nan,0.00017876489437185228,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
