step,total_loss,presence_loss,type_loss,type_extra_loss,rotation_extra_loss,weighted_type_extra_loss,weighted_rotation_extra_loss,continuous_loss,center_loss,axis_loss,depth_loss,rotation_loss,parametric_total_loss,raster_total_loss,raster_bce_loss,raster_dice_loss,raster_soft_iou,raster_soft_dice,raster_loss_active,val_mask_iou_at_step,val_loss_at_step,is_best_step
1,3.838932514190674,0.7317806482315063,0.6848949193954468,0.6848949193954468,0.9897947311401367,0.0,1.9795894622802734,0.44266757369041443,nan,nan,nan,nan,3.838932514190674,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
100,0.5324230194091797,0.0003268798755016178,0.210835263133049,0.210835263133049,0.056275349110364914,0.0,0.11255069822072983,0.20871016383171082,nan,nan,nan,nan,0.5324230194091797,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
200,0.16408944129943848,4.4279320718487725e-05,0.013888406567275524,0.013888406567275524,0.0037515428848564625,0.0,0.007503085769712925,0.1426536589860916,nan,nan,nan,nan,0.16408944129943848,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
300,0.12330116331577301,1.439467268937733e-05,0.004058414604514837,0.004058414604514837,0.011089620180428028,0.0,0.022179240360856056,0.09704911708831787,nan,nan,nan,nan,0.12330116331577301,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
400,0.074783556163311,1.0341319466533605e-05,0.0017702548066154122,0.0017702548066154122,0.0027164630591869354,0.0,0.005432926118373871,0.0675700306892395,nan,nan,nan,nan,0.074783556163311,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
500,0.05361155793070793,8.314509614137933e-06,0.0011460520327091217,0.0011460520327091217,0.0017311115516349673,0.0,0.0034622231032699347,0.048994969576597214,nan,nan,nan,nan,0.05361155793070793,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
600,0.040918514132499695,6.882523393869633e-06,0.0008694668649695814,0.0008694668649695814,0.003907457459717989,0.0,0.007814914919435978,0.032227251678705215,nan,nan,nan,nan,0.040918514132499695,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
700,0.04767033830285072,4.702456408267608e-06,0.0007342782337218523,0.0007342782337218523,0.01361918170005083,0.0,0.02723836340010166,0.01969299465417862,nan,nan,nan,nan,0.04767033830285072,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
800,0.010565277189016342,4.629964223568095e-06,0.0004384836065582931,0.0004384836065582931,0.0003698578802868724,0.0,0.0007397157605737448,0.009382447227835655,nan,nan,nan,nan,0.010565277189016342,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
900,0.017401376739144325,4.800949227501405e-06,0.00041713411337696016,0.00041713411337696016,0.004946992266923189,0.0,0.009893984533846378,0.007085456978529692,nan,nan,nan,nan,0.017401376739144325,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
