split,presence_accuracy,type_accuracy_present,continuous_mae_mean,center_mae,axis_mae,rotation_mae,depth_mae,param_mask_iou,param_mask_dice,encoder_type,head_mode,feature_fusion_mode,feature_dim,component_matching_mode,lambda_raster_bce,lambda_raster_dice,raster_loss_start_step,raster_softness_cells,raster_target_source,val_selection_metric,val_selection_interval,lambda_type_extra,lambda_rotation_extra,rotation_loss_mode,best_step,best_val_mask_iou,best_val_loss
train,1.0,1.0,0.001568229985423386,0.00016648373275529593,4.559708031592891e-06,0.009065551683306694,2.216610937466612e-06,0.7059365278743281,0.8251774312363094,mlp,shared,none,0,fixed,0.0,0.0,0,1.0,masks,none,0,0.0,2.0,circular,,nan,nan
