step,total_loss,presence_loss,type_loss,type_extra_loss,rotation_extra_loss,weighted_type_extra_loss,weighted_rotation_extra_loss,continuous_loss,center_loss,axis_loss,depth_loss,rotation_loss,other_loss,center_grid_loss,weighted_center_grid_loss,center_axis_relative_loss,weighted_center_axis_relative_loss,center_bin_loss,weighted_center_bin_loss,center_offset_loss,weighted_center_offset_loss,parametric_total_loss,raster_total_loss,raster_bce_loss,raster_dice_loss,raster_soft_iou,raster_soft_dice,raster_loss_active,val_mask_iou_at_step,val_loss_at_step,is_best_step
1,140.73306274414062,0.7197030782699585,0.6871899962425232,0.6871899962425232,0.9939937591552734,0.0,0.0,0.4202415943145752,nan,0.4627484679222107,0.43078064918518066,0.3671956956386566,nan,1359.9110107421875,135.99110412597656,-0.0,-0.0,2.871887445449829,2.871887445449829,0.04293761029839516,0.04293761029839516,140.73306274414062,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
100,3.359642267227173,0.012273300439119339,0.6062142848968506,0.6062142848968506,0.8669328093528748,0.0,0.0,0.37496981024742126,nan,0.4106869399547577,0.3943279981613159,0.31989437341690063,nan,12.03259563446045,1.2032595872879028,-0.0,-0.0,0.9846684336662292,0.9846684336662292,0.17825686931610107,0.17825686931610107,3.359642267227173,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
200,2.0064899921417236,0.00031231960747390985,0.5970096588134766,0.5970096588134766,0.630933403968811,0.0,0.0,0.34220847487449646,nan,0.39843976497650146,0.3615420460700989,0.2666435241699219,nan,6.345934867858887,0.6345934867858887,-0.0,-0.0,0.38909831643104553,0.38909831643104553,0.04326767101883888,0.04326767101883888,2.0064899921417236,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
300,1.2997914552688599,1.5640445781173185e-05,0.5467993021011353,0.5467993021011353,0.5793933272361755,0.0,0.0,0.31233251094818115,nan,0.3673247694969177,0.3168625235557556,0.2528102695941925,nan,1.8043538331985474,0.1804353892803192,-0.0,-0.0,0.22871077060699463,0.22871077060699463,0.03149786219000816,0.03149786219000816,1.2997914552688599,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
400,0.9965115785598755,4.119826371606905e-06,0.433958500623703,0.433958500623703,0.5318014621734619,0.0,0.0,0.2760124206542969,nan,0.3264262080192566,0.2702312767505646,0.23137974739074707,nan,0.624064564704895,0.06240645796060562,-0.0,-0.0,0.1953885853290558,0.1953885853290558,0.028741493821144104,0.028741493821144104,0.9965115785598755,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
500,0.7335247993469238,1.4644738257629797e-06,0.2523013949394226,0.2523013949394226,0.4380331337451935,0.0,0.0,0.23284678161144257,nan,0.2976212203502655,0.2056703120470047,0.1952487975358963,nan,0.4594953954219818,0.0459495410323143,-0.0,-0.0,0.175586998462677,0.175586998462677,0.0268386397510767,0.0268386397510767,0.7335247993469238,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
600,0.5127324461936951,7.456382604686951e-07,0.11572827398777008,0.11572827398777008,0.32014840841293335,0.0,0.0,0.19205011427402496,nan,0.2633703052997589,0.16574274003505707,0.1470373421907425,nan,0.2875608801841736,0.02875608764588833,-0.0,-0.0,0.15334820747375488,0.15334820747375488,0.022849004715681076,0.022849004715681076,0.5127324461936951,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
700,0.3669893741607666,3.809404631738289e-07,0.037598833441734314,0.037598833441734314,0.20309798419475555,0.0,0.0,0.1533993035554886,nan,0.22065076231956482,0.1402561366558075,0.09929101914167404,nan,0.30294063687324524,0.030294064432382584,-0.0,-0.0,0.12688933312892914,0.12688933312892914,0.01880747079849243,0.01880747079849243,0.3669893741607666,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
800,0.2714633047580719,1.6061231633557327e-07,0.015168420039117336,0.015168420039117336,0.15378239750862122,0.0,0.0,0.12372690439224243,nan,0.18090032041072845,0.11464297026395798,0.07563741505146027,nan,0.1751955896615982,0.01751955971121788,-0.0,-0.0,0.10078702121973038,0.10078702121973038,0.014261234551668167,0.014261234551668167,0.2714633047580719,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
900,0.2243202030658722,7.796499801315804e-08,0.008460838347673416,0.008460838347673416,0.12912620604038239,0.0,0.0,0.10599692910909653,nan,0.15746355056762695,0.09691623598337173,0.0636109933257103,nan,0.1982668936252594,0.01982668973505497,-0.0,-0.0,0.07891759276390076,0.07891759276390076,0.011118073016405106,0.011118073016405106,0.2243202030658722,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
