group,value,count,present_count,type_accuracy,presence_accuracy,center_error_mean,axis_error_mean,rotation_error_mean,depth_error_mean,mask_iou_mean,oracle_gap_mean
type_true,rectangular_notch,210,210,0.9095238095238095,1.0,0.0008650524630129873,0.00029268695944134984,1.592306881859189,0.00010662101364384095,0.6222063469573592,0.11112658250563533
type_true,rotated_rect,210,210,0.8952380952380953,1.0,0.0008581644728370261,0.00027260065628741445,3.0932883126395088,6.883309328085965e-05,0.6020016684367802,0.10890980567196143
