group,value,count,present_count,type_accuracy,presence_accuracy,center_error_mean,axis_error_mean,rotation_error_mean,depth_error_mean,mask_iou_mean,oracle_gap_mean
rotation_bin,0-5,368,368,0.9918478260869565,1.0,0.0006991886974699058,0.0001792781079856809,0.4163404133008874,4.920857780076482e-05,0.6380046754595846,0.08370692927373742
rotation_bin,10-20,15,15,0.2,1.0,0.0022592976572923364,0.0011075599099664639,14.501296997070312,0.00044764180202037094,0.3995313037974682,0.30564683361573075
rotation_bin,20-30,6,6,0.0,1.0,0.0014719858299940825,0.0008372548230302831,24.817225138346355,0.0003317207641278704,0.5399044689655009,0.20404024763092543
rotation_bin,5-10,23,23,0.34782608695652173,1.0,0.0021018174656606075,0.0008803866079213786,7.985021176545517,0.00033945226839379126,0.4165229311003379,0.32116262104689375
rotation_bin,>30,8,8,0.375,1.0,0.0016888667887542397,0.0013562794993049465,35.08542823791504,0.00027803150442196056,0.43569235969741676,0.27597590880748557
