runner config | sample=7 | center_mode=three | test_centers=3 | test_radius=5.000000e+00 | lambda_area_prior=1.000000e+00 | lambda_mask_prior=1.000000e+00 | lambda_mask_bce_prior=3.000000e+00
sample=7 | outer=1/30 | loss_phi=2.857781e+00 | loss_mu=1.776552e+00 | mu_mse=1.703674e+05 | mu_mae=4.096616e+02 | defect_area_pred=0 | defect_area_label=96 | defect_iou=0.000000e+00
sample=7 | outer=2/30 | loss_phi=2.837491e+00 | loss_mu=1.252483e+00 | mu_mse=1.683597e+05 | mu_mae=4.078558e+02 | defect_area_pred=0 | defect_area_label=96 | defect_iou=0.000000e+00
sample=7 | outer=3/30 | loss_phi=2.832912e+00 | loss_mu=1.205642e+00 | mu_mse=1.570481e+05 | mu_mae=3.930583e+02 | defect_area_pred=0 | defect_area_label=96 | defect_iou=0.000000e+00
sample=7 | outer=4/30 | loss_phi=2.830605e+00 | loss_mu=1.259924e+00 | mu_mse=1.556978e+05 | mu_mae=3.916077e+02 | defect_area_pred=0 | defect_area_label=96 | defect_iou=0.000000e+00
sample=7 | outer=5/30 | loss_phi=2.828245e+00 | loss_mu=1.377636e+00 | mu_mse=1.522956e+05 | mu_mae=3.867546e+02 | defect_area_pred=50 | defect_area_label=96 | defect_iou=3.518519e-01
sample=7 | outer=6/30 | loss_phi=2.825959e+00 | loss_mu=1.567625e+00 | mu_mse=1.496641e+05 | mu_mae=3.830106e+02 | defect_area_pred=82 | defect_area_label=96 | defect_iou=4.354839e-01
sample=7 | outer=7/30 | loss_phi=2.823106e+00 | loss_mu=1.875205e+00 | mu_mse=1.483410e+05 | mu_mae=3.816285e+02 | defect_area_pred=94 | defect_area_label=96 | defect_iou=4.728682e-01
sample=7 | outer=8/30 | loss_phi=2.818666e+00 | loss_mu=2.274286e+00 | mu_mse=1.525148e+05 | mu_mae=3.873511e+02 | defect_area_pred=105 | defect_area_label=96 | defect_iou=4.888889e-01
sample=7 | outer=9/30 | loss_phi=2.811196e+00 | loss_mu=2.659633e+00 | mu_mse=1.516035e+05 | mu_mae=3.858543e+02 | defect_area_pred=115 | defect_area_label=96 | defect_iou=5.289855e-01
sample=7 | outer=10/30 | loss_phi=2.805717e+00 | loss_mu=3.028573e+00 | mu_mse=1.534705e+05 | mu_mae=3.881143e+02 | defect_area_pred=120 | defect_area_label=96 | defect_iou=5.319149e-01
sample=7 | outer=11/30 | loss_phi=2.800695e+00 | loss_mu=3.075274e+00 | mu_mse=1.513166e+05 | mu_mae=3.849189e+02 | defect_area_pred=115 | defect_area_label=96 | defect_iou=5.746269e-01
sample=7 | outer=12/30 | loss_phi=2.795852e+00 | loss_mu=2.941995e+00 | mu_mse=1.463358e+05 | mu_mae=3.777541e+02 | defect_area_pred=116 | defect_area_label=96 | defect_iou=6.060606e-01
sample=7 | outer=13/30 | loss_phi=2.791023e+00 | loss_mu=2.648281e+00 | mu_mse=1.388668e+05 | mu_mae=3.669144e+02 | defect_area_pred=111 | defect_area_label=96 | defect_iou=6.428571e-01
sample=7 | outer=14/30 | loss_phi=2.786256e+00 | loss_mu=2.243680e+00 | mu_mse=1.302071e+05 | mu_mae=3.537526e+02 | defect_area_pred=109 | defect_area_label=96 | defect_iou=6.666667e-01
sample=7 | outer=15/30 | loss_phi=2.781486e+00 | loss_mu=1.863162e+00 | mu_mse=1.208795e+05 | mu_mae=3.389050e+02 | defect_area_pred=104 | defect_area_label=96 | defect_iou=6.949152e-01
sample=7 | outer=16/30 | loss_phi=2.776865e+00 | loss_mu=1.569483e+00 | mu_mse=1.119465e+05 | mu_mae=3.239122e+02 | defect_area_pred=101 | defect_area_label=96 | defect_iou=7.280702e-01
sample=7 | outer=17/30 | loss_phi=2.772567e+00 | loss_mu=1.207818e+00 | mu_mse=9.844240e+04 | mu_mae=2.994100e+02 | defect_area_pred=99 | defect_area_label=96 | defect_iou=7.410714e-01
sample=7 | outer=18/30 | loss_phi=2.768602e+00 | loss_mu=9.404031e-01 | mu_mse=8.533134e+04 | mu_mae=2.726735e+02 | defect_area_pred=99 | defect_area_label=96 | defect_iou=7.410714e-01
sample=7 | outer=19/30 | loss_phi=2.764774e+00 | loss_mu=7.845151e-01 | mu_mse=7.454520e+04 | mu_mae=2.477538e+02 | defect_area_pred=98 | defect_area_label=96 | defect_iou=7.636364e-01
sample=7 | outer=20/30 | loss_phi=2.759859e+00 | loss_mu=6.767578e-01 | mu_mse=6.513026e+04 | mu_mae=2.253614e+02 | defect_area_pred=99 | defect_area_label=96 | defect_iou=8.055556e-01
sample=7 | outer=21/30 | loss_phi=2.752002e+00 | loss_mu=3.654181e-01 | mu_mse=5.590142e+04 | mu_mae=2.041576e+02 | defect_area_pred=98 | defect_area_label=96 | defect_iou=8.301887e-01
sample=7 | outer=22/30 | loss_phi=2.740870e+00 | loss_mu=2.673181e-01 | mu_mse=4.894361e+04 | mu_mae=1.872762e+02 | defect_area_pred=95 | defect_area_label=96 | defect_iou=8.543689e-01
sample=7 | outer=23/30 | loss_phi=2.726467e+00 | loss_mu=3.008817e-01 | mu_mse=4.360159e+04 | mu_mae=1.726771e+02 | defect_area_pred=94 | defect_area_label=96 | defect_iou=8.446602e-01
sample=7 | outer=24/30 | loss_phi=2.713930e+00 | loss_mu=3.367279e-01 | mu_mse=4.255193e+04 | mu_mae=1.709607e+02 | defect_area_pred=95 | defect_area_label=96 | defect_iou=8.543689e-01
sample=7 | outer=25/30 | loss_phi=2.703374e+00 | loss_mu=2.908047e-01 | mu_mse=4.292606e+04 | mu_mae=1.727513e+02 | defect_area_pred=95 | defect_area_label=96 | defect_iou=8.543689e-01
sample=7 | outer=26/30 | loss_phi=2.693047e+00 | loss_mu=2.646422e-01 | mu_mse=4.444511e+04 | mu_mae=1.764219e+02 | defect_area_pred=98 | defect_area_label=96 | defect_iou=8.653846e-01
sample=7 | outer=27/30 | loss_phi=2.683734e+00 | loss_mu=2.305897e-01 | mu_mse=4.327381e+04 | mu_mae=1.736509e+02 | defect_area_pred=89 | defect_area_label=96 | defect_iou=8.877551e-01
sample=7 | outer=28/30 | loss_phi=2.677425e+00 | loss_mu=2.352972e-01 | mu_mse=4.364185e+04 | mu_mae=1.746832e+02 | defect_area_pred=90 | defect_area_label=96 | defect_iou=8.787879e-01
sample=7 | outer=29/30 | loss_phi=2.670474e+00 | loss_mu=2.138101e-01 | mu_mse=4.366398e+04 | mu_mae=1.751735e+02 | defect_area_pred=88 | defect_area_label=96 | defect_iou=8.969072e-01
sample=7 | outer=30/30 | loss_phi=2.664255e+00 | loss_mu=1.758136e-01 | mu_mse=4.164228e+04 | mu_mae=1.702545e+02 | defect_area_pred=87 | defect_area_label=96 | defect_iou=9.062500e-01
