split,sample_index,component_slot,hard_case_type,component_type,true_center_x_bin,pred_center_x_bin,true_center_y_bin,pred_center_y_bin,x_bin_error,y_bin_error,abs_x_bin_error,abs_y_bin_error,x_bin_correct,y_bin_correct,both_bins_correct,center_offset_mae,center_offset_y_abs,center_offset_y_margin_to_boundary,local_vertex_grid_mae,decoded_vertex_mae,target_bbox_height_grid,defect_axis_y,rotation_angle,is_true_rotated,is_true_multi_component,type_true,type_pred,type_correct,polygon_iou,zero_iou,pred_area,target_area,area_diff,all_bins_exactly_covered,all_bins_within_distance1,max_center_bin_distance_to_train
train,0,0,bins_correct_center_or_offset_bad,rotated_rect,7,7,5,5,0,0,0,0,1,1,1,0.0024352818727493286,0.4606253206729889,0.03937467932701111,0.0011936724185943604,7.130631729523884e-06,3.236599922180176,0.000613333333333,0.75,1,0,1,1,1,1.0,0,63,63,0,1,1,0.0
train,1,0,bins_correct_center_or_offset_bad,rectangular_notch,14,14,6,6,0,0,0,0,1,1,1,0.0020903274416923523,0.14750008285045624,0.35249991714954376,0.004816383123397827,6.200889401952736e-06,3.366000175476074,0.00068,0.0,0,0,0,0,1,1.0,0,63,63,0,1,1,0.0
train,2,0,bins_correct_center_or_offset_bad,rotated_rect,3,3,3,3,0,0,0,0,1,1,1,0.0025489330291748047,0.2825002074241638,0.21749979257583618,0.01612342894077301,7.838476449251175e-06,3.9181411266326904,0.000746666666667,-0.75,1,0,1,1,1,0.9782608695652174,0,90,92,-2,1,1,0.0
train,3,0,bins_correct_center_or_offset_bad,rotated_rect,10,10,3,3,0,0,0,0,1,1,1,0.002884022891521454,0.10937508940696716,0.39062491059303284,0.007029339671134949,8.341452485183254e-06,4.2589111328125,0.000813333333333,0.75,1,0,1,1,1,0.989247311827957,0,93,92,1,1,1,0.0
train,4,0,bins_correct_center_or_offset_bad,rectangular_notch,17,17,4,4,0,0,0,0,1,1,1,0.0023051798343658447,0.4987497329711914,0.0012502670288085938,0.0019765645265579224,6.456131814047694e-06,3.0359995365142822,0.000613333333333,0.0,0,0,0,0,1,1.0,0,57,57,0,1,1,0.0
train,5,0,bins_correct_center_or_offset_bad,rotated_rect,6,6,4,4,0,0,0,0,1,1,1,0.002352416515350342,0.10687486082315445,0.39312513917684555,0.009290099143981934,7.5097777880728245e-06,3.5665719509124756,0.00068,-0.75,1,0,1,1,1,1.0,0,63,63,0,1,1,0.0
train,6,0,bins_correct_center_or_offset_bad,rotated_rect,6,6,3,3,0,0,0,0,1,1,1,0.002050831913948059,0.31150001287460327,0.18849998712539673,0.004853174090385437,6.582791684195399e-06,3.1029257774353027,0.000613333333333,-0.25,1,0,1,1,1,1.0,0,74,74,0,1,1,0.0
train,7,0,both_bins_wrong_like,rotated_rect,15,15,4,4,0,0,0,0,1,1,1,0.002146005630493164,0.3525000214576721,0.14749997854232788,0.008525669574737549,6.462898454628885e-06,4.3947434425354,0.0022,-0.35,1,1,1,1,1,0.9876543209876543,0,162,160,2,1,1,0.0
train,7,1,both_bins_wrong_like,rectangular_notch,17,17,5,5,0,0,0,0,1,1,1,0.00043492019176483154,0.21875032782554626,0.28124967217445374,0.007886484265327454,2.818262146320194e-06,3.630000114440918,0.0022,-0.35,0,1,0,0,1,0.9876543209876543,0,162,160,2,1,1,0.0
train,8,0,both_bins_wrong_like,rotated_rect,12,12,6,6,0,0,0,0,1,1,1,0.0029224753379821777,0.35249996185302734,0.14750003814697266,0.015507519245147705,8.142662409227341e-06,4.728769779205322,0.000933333333333,0.35,1,0,1,1,1,1.0,0,120,120,0,1,1,0.0
train,9,0,both_bins_wrong_like,rotated_rect,15,15,5,5,0,0,0,0,1,1,1,0.00225280225276947,0.3525002896785736,0.1474997103214264,0.008337587118148804,7.063022167130839e-06,4.728769302368164,0.00223333333333,-0.35,1,1,1,1,1,1.0,0,184,184,0,1,1,0.0
train,9,1,both_bins_wrong_like,rectangular_notch,17,17,6,6,0,0,0,0,1,1,1,0.0006539300084114075,0.21874992549419403,0.28125007450580597,0.007887959480285645,2.8167269192636013e-06,3.630000114440918,0.00223333333333,-0.35,0,1,0,0,1,1.0,0,184,184,0,1,1,0.0
train,10,0,both_bins_wrong_like,rotated_rect,9,9,4,4,0,0,0,0,1,1,1,0.0020777881145477295,0.3525000214576721,0.14749997854232788,0.006895005702972412,6.553833372890949e-06,4.3947434425354,0.0022,-0.35,1,1,1,1,1,0.9937888198757764,0,161,160,1,1,1,0.0
train,10,1,both_bins_wrong_like,rectangular_notch,11,11,5,5,0,0,0,0,1,1,1,0.00024218857288360596,0.21875032782554626,0.28124967217445374,0.006466329097747803,2.3050779418554157e-06,3.630000114440918,0.0022,-0.35,0,1,0,0,1,0.9937888198757764,0,161,160,1,1,1,0.0
train,11,0,both_bins_wrong_like,rotated_rect,14,14,6,6,0,0,0,0,1,1,1,0.0029775500297546387,0.35249996185302734,0.14750003814697266,0.019394725561141968,1.034591332427226e-05,4.728769779205322,0.000933333333333,0.35,1,0,1,1,1,1.0,0,120,120,0,1,1,0.0
train,12,0,geometry_or_type_interaction,rotated_rect,15,15,5,5,0,0,0,0,1,1,1,0.001542992889881134,0.33549976348876953,0.16450023651123047,0.00818374752998352,5.209498340263963e-06,3.349151372909546,0.00161333333333,0.75,1,1,1,1,1,1.0,0,105,105,0,1,1,0.0
train,12,1,geometry_or_type_interaction,rectangular_notch,17,17,5,5,0,0,0,0,1,1,1,0.0001314990222454071,0.2832503318786621,0.2167496681213379,0.006120249629020691,2.1955129341222346e-06,2.9040000438690186,0.00161333333333,0.75,0,1,0,0,1,1.0,0,105,105,0,1,1,0.0
train,13,0,geometry_or_type_interaction,rotated_rect,15,15,6,6,0,0,0,0,1,1,1,0.0018548443913459778,0.4332999587059021,0.0667000412940979,0.006297022104263306,5.612950189970434e-06,3.228445291519165,0.00141333333333,0.25,1,1,1,1,1,1.0,0,120,120,0,1,1,0.0
train,13,1,geometry_or_type_interaction,rectangular_notch,16,16,7,7,0,0,0,0,1,1,1,0.0003456100821495056,0.07169991731643677,0.42830008268356323,0.004499152302742004,1.9011495169252157e-06,2.9040000438690186,0.00141333333333,0.25,0,1,0,0,1,1.0,0,120,120,0,1,1,0.0
train,14,0,geometry_or_type_interaction,rotated_rect,5,5,7,7,0,0,0,0,1,1,1,0.001847635954618454,0.23437507450580597,0.26562492549419403,0.006805822253227234,5.636888090521097e-06,3.3491506576538086,0.00211333333333,0.75,1,1,1,1,1,0.9929078014184397,0,141,140,1,1,1,0.0
train,14,1,geometry_or_type_interaction,rectangular_notch,7,7,7,7,0,0,0,0,1,1,1,0.000779174268245697,0.3843748867511749,0.11562511324882507,0.005691245198249817,2.4031760403886437e-06,2.9040000438690186,0.00211333333333,0.75,0,1,0,0,1,0.9929078014184397,0,141,140,1,1,1,0.0
train,14,2,geometry_or_type_interaction,rotated_rect,6,6,6,6,0,0,0,0,1,1,1,0.000396728515625,0.2856249213218689,0.2143750786781311,0.005334317684173584,1.9101862562820315e-06,2.703366756439209,0.00211333333333,0.75,1,1,1,1,1,0.9929078014184397,0,141,140,1,1,1,0.0
train,15,0,geometry_or_type_interaction,rotated_rect,6,6,8,8,0,0,0,0,1,1,1,0.001997709274291992,0.1509997844696045,0.3490002155303955,0.00887589156627655,5.967915058135986e-06,3.3491506576538086,0.00161333333333,0.75,1,1,1,1,1,1.0,0,105,105,0,1,1,0.0
train,15,1,geometry_or_type_interaction,rectangular_notch,8,8,8,8,0,0,0,0,1,1,1,0.000476248562335968,0.46775034070014954,0.032249659299850464,0.00837014615535736,3.052409738302231e-06,2.9040000438690186,0.00161333333333,0.75,0,1,0,0,1,1.0,0,105,105,0,1,1,0.0
train,16,0,geometry_or_type_interaction,rotated_rect,16,16,3,3,0,0,0,0,1,1,1,0.001651763916015625,0.47237494587898254,0.027625054121017456,0.0026630014181137085,5.278096068650484e-06,3.3491506576538086,0.00161333333333,0.75,1,1,1,1,1,1.0,0,105,105,0,1,1,0.0
train,16,1,geometry_or_type_interaction,rectangular_notch,19,19,3,3,0,0,0,0,1,1,1,0.00020918995141983032,0.14637532830238342,0.3536246716976166,0.0022993534803390503,9.972136467695236e-07,2.9040000438690186,0.00161333333333,0.75,0,1,0,0,1,1.0,0,105,105,0,1,1,0.0
train,17,0,rare_y_bin_wrong,rotated_rect,11,11,2,2,0,0,0,0,1,1,1,0.0024942494928836823,0.3749999403953552,0.12500005960464478,0.013882353901863098,8.360366337001324e-06,4.424856662750244,0.000833333333333,-0.75,1,0,1,1,1,0.9927007299270073,0,136,137,-1,1,1,0.0
train,18,0,rare_y_bin_wrong,rotated_rect,13,13,3,3,0,0,0,0,1,1,1,0.0031430721282958984,0.3750002384185791,0.1249997615814209,0.025594651699066162,1.048613921739161e-05,5.195190906524658,0.000993333333333,-0.75,1,0,1,1,1,1.0,0,140,140,0,1,1,0.0
train,19,0,rare_y_bin_wrong,rotated_rect,13,13,8,8,0,0,0,0,1,1,1,0.003141731023788452,0.37499964237213135,0.12500035762786865,0.022237345576286316,1.014611916616559e-05,4.424855709075928,0.000833333333333,-0.75,1,0,1,1,1,1.0,0,132,132,0,1,1,0.0
train,20,0,x_bin_wrong_like,rectangular_notch,20,20,7,7,0,0,0,0,1,1,1,0.002380780875682831,0.3472498953342438,0.15275010466575623,0.011106103658676147,7.15086207492277e-06,7.194000720977783,0.00145333333333,0.0,0,0,0,0,1,1.0,0,224,224,0,1,1,0.0
train,21,0,x_bin_wrong_like,rotated_rect,3,3,5,5,0,0,0,0,1,1,1,0.002827165648341179,0.2777497172355652,0.22225028276443481,0.011566579341888428,9.003750164993107e-06,6.471343994140625,0.00126666666667,0.5,1,0,1,1,1,0.9947368421052631,0,190,189,1,1,1,0.0
train,22,0,x_bin_wrong_like,rectangular_notch,10,10,5,5,0,0,0,0,1,1,1,0.002874329686164856,0.044000305235385895,0.4559996947646141,0.011444538831710815,8.580527719459496e-06,6.73199987411499,0.00136,0.0,0,0,0,0,1,0.9911504424778761,0,226,224,2,1,1,0.0
train,23,0,x_bin_wrong_like,rectangular_notch,17,17,5,5,0,0,0,0,1,1,1,0.003259371966123581,0.3657503128051758,0.13424968719482422,0.008667796850204468,9.370527550345287e-06,7.194000244140625,0.00145333333333,0.0,0,0,0,0,1,1.0,0,238,238,0,1,1,0.0
train,24,0,x_bin_wrong_like,rectangular_notch,6,6,6,6,0,0,0,0,1,1,1,0.003184627741575241,0.31250008940696716,0.18749991059303284,0.008639603853225708,9.532610420137644e-06,6.270000457763672,0.00126666666667,0.0,0,0,0,0,1,1.0,0,210,210,0,1,1,0.0
train,25,0,x_bin_wrong_like,rectangular_notch,20,20,6,6,0,0,0,0,1,1,1,0.003281187266111374,0.3309999108314514,0.16900008916854858,0.014755725860595703,9.411822247784585e-06,7.194000244140625,0.00145333333333,0.0,0,0,0,0,1,0.9696969696969697,0,231,224,7,1,1,0.0
train,26,0,x_bin_wrong_like,rectangular_notch,9,9,7,7,0,0,0,0,1,1,1,0.002525651827454567,0.3472498953342438,0.15275010466575623,0.010590285062789917,7.441260095220059e-06,6.270000457763672,0.00126666666667,0.0,0,0,0,0,1,1.0,0,204,204,0,1,1,0.0
train,27,0,x_bin_wrong_like,rotated_rect,5,5,5,5,0,0,0,0,1,1,1,0.002895195037126541,0.044000305235385895,0.4559996947646141,0.012308090925216675,9.348179446533322e-06,7.596055030822754,0.00145333333333,1.0,1,0,1,1,1,0.9869565217391304,0,229,228,1,1,1,0.0
train,28,0,x_bin_wrong_like,rectangular_notch,4,4,6,6,0,0,0,0,1,1,1,0.0027558431029319763,0.31250008940696716,0.18749991059303284,0.012225449085235596,8.237635483965278e-06,6.732000350952148,0.00136,0.0,0,0,0,0,1,1.0,0,210,210,0,1,1,0.0
train,29,0,x_bin_wrong_like,rotated_rect,11,11,6,6,0,0,0,0,1,1,1,0.0030905534513294697,0.009249915368855,0.490750084631145,0.011977553367614746,9.047900675795972e-06,7.596055030822754,0.00145333333333,1.0,1,0,1,1,1,0.9908256880733946,0,217,217,0,1,1,0.0
val,0,0,bins_correct_center_or_offset_bad,rotated_rect,19,20,3,7,1,4,1,4,0,0,0,0.3350684642791748,0.10937508940696716,0.39062491059303284,0.7731305360794067,0.003942275885492563,3.896543025970459,0.000746666666667,0.75,1,0,1,0,0,0.0,1,110,71,39,1,1,0.0
val,1,0,bins_correct_center_or_offset_bad,rotated_rect,18,17,5,5,-1,0,1,0,0,1,0,0.24279536306858063,0.0687502771615982,0.4312497228384018,7.754260063171387,0.0036868113093078136,4.215716361999512,0.000813333333333,-0.75,1,0,1,0,0,0.2716049382716049,0,130,76,54,0,1,1.0
val,2,0,both_bins_wrong_like,rotated_rect,10,10,4,3,0,-1,0,1,1,0,0,0.11861895769834518,0.18049989640712738,0.3195001035928726,0.9177088141441345,0.0009475061669945717,4.029077529907227,0.0008,0.25,1,0,1,1,1,0.0,1,97,84,13,0,1,1.0
val,3,0,both_bins_wrong_like,rotated_rect,13,9,4,5,-4,1,4,1,0,0,0,0.3757704794406891,0.35250017046928406,0.14749982953071594,6.16401481628418,0.006294769234955311,4.060717582702637,0.00216666666667,-0.35,1,1,1,1,1,0.0,1,33,152,-119,0,1,1.0
val,3,1,both_bins_wrong_like,rectangular_notch,15,7,5,7,-8,2,8,2,0,0,0,0.19929563999176025,0.21875032782554626,0.28124967217445374,1.5101617574691772,0.013855533674359322,3.630000114440918,0.00216666666667,-0.35,0,1,0,0,1,0.0,1,33,152,-119,0,1,1.0
val,4,0,geometry_or_type_interaction,rotated_rect,14,15,5,5,1,0,1,0,0,1,0,0.20546674728393555,0.3905003070831299,0.10949969291687012,3.502781867980957,0.002033049939200282,3.3491506576538086,0.00161333333333,0.75,1,1,1,1,1,0.0,1,34,102,-68,0,1,1.0
val,4,1,geometry_or_type_interaction,rectangular_notch,16,17,6,5,1,-1,1,1,0,0,0,0.21486586332321167,0.009249915368855,0.490750084631145,1.770413875579834,0.0018082542810589075,2.9040000438690186,0.00161333333333,0.75,0,1,0,0,1,0.0,1,34,102,-68,0,1,1.0
val,5,0,geometry_or_type_interaction,rotated_rect,5,6,4,7,1,3,1,3,0,0,0,0.2639029324054718,0.08700008690357208,0.4129999130964279,1.4829668998718262,0.0032652881927788258,3.3491506576538086,0.00161333333333,0.75,1,1,1,1,1,0.0,1,49,102,-53,0,1,1.0
val,5,1,geometry_or_type_interaction,rectangular_notch,8,7,5,7,-1,2,1,2,0,0,0,0.35468789935112,0.2942497134208679,0.20575028657913208,1.3186917304992676,0.003175671212375164,2.9040000438690186,0.00161333333333,0.75,0,1,0,0,1,0.0,1,49,102,-53,0,1,1.0
val,6,0,rare_y_bin_wrong,rotated_rect,13,13,4,8,0,4,0,4,1,0,0,0.014206528663635254,0.3749997913837433,0.1250002086162567,0.17650526762008667,0.0032943920232355595,4.799224853515625,0.000913333333333,-0.75,1,0,1,1,1,0.0,1,140,140,0,0,1,1.0
val,7,0,x_bin_wrong_like,rotated_rect,13,13,6,8,0,2,0,2,1,0,0,0.33458518981933594,0.3309999108314514,0.16900008916854858,8.05492877960205,0.0038659023120999336,7.13412618637085,0.00136,1.0,1,0,1,1,1,0.0,1,46,202,-156,0,1,1.0
val,8,0,x_bin_wrong_like,rectangular_notch,12,11,5,2,-1,-3,1,3,0,0,0,0.23136882483959198,0.3657503128051758,0.13424968719482422,8.135986328125,0.005506540182977915,6.270000457763672,0.00126666666667,0.0,0,0,0,1,0,0.0,1,27,224,-197,0,1,1.0
val,9,0,x_bin_wrong_like,rectangular_notch,15,14,5,5,-1,0,1,0,0,1,0,0.2095714509487152,0.3657503128051758,0.13424968719482422,6.211700916290283,0.0023634592071175575,6.270000457763672,0.00126666666667,0.0,0,0,0,0,1,0.10084033613445378,0,24,238,-214,1,1,0.0
test,0,0,bins_correct_center_or_offset_bad,rotated_rect,12,13,3,8,1,5,1,5,0,0,0,0.1708235740661621,0.2825002074241638,0.21749979257583618,2.754952907562256,0.005306274630129337,3.5557730197906494,0.00068,-0.75,1,0,1,1,1,0.0,1,119,61,58,0,1,1.0
test,1,0,bins_correct_center_or_offset_bad,rectangular_notch,14,14,6,6,0,0,0,0,1,1,1,0.030014969408512115,0.14750008285045624,0.35249991714954376,0.5113641023635864,0.0001596913643879816,4.026000499725342,0.000813333333333,0.0,0,0,0,0,1,0.7236842105263158,0,55,76,-21,1,1,0.0
test,2,0,both_bins_wrong_like,rotated_rect,12,12,7,6,0,-1,0,1,1,0,0,0.019923552870750427,0.35250017046928406,0.14749982953071594,0.8019540905952454,0.0010615474311634898,4.060718536376953,0.0008,0.35,1,0,1,1,1,0.0,1,120,88,32,0,1,1.0
test,3,0,both_bins_wrong_like,rotated_rect,10,10,6,7,0,1,0,1,1,0,0,0.44765159487724304,0.35249996185302734,0.14750003814697266,1.6006581783294678,0.0011266943765804172,4.394744396209717,0.000866666666667,0.35,1,0,1,0,0,0.0,1,53,96,-43,0,1,1.0
test,4,0,geometry_or_type_interaction,rotated_rect,14,14,4,6,0,2,0,2,1,0,0,0.16666096448898315,0.04987508803606033,0.45012491196393967,1.3823094367980957,0.0022340877912938595,3.3491506576538086,0.00161333333333,0.75,1,1,1,1,1,0.0,1,101,109,-8,0,1,1.0
test,4,1,geometry_or_type_interaction,rectangular_notch,16,17,3,5,1,2,1,2,0,0,0,0.2642749547958374,0.4311249554157257,0.06887504458427429,0.7314733266830444,0.0023661719169467688,2.904000997543335,0.00161333333333,0.75,0,1,0,0,1,0.0,1,101,109,-8,0,1,1.0
test,5,0,geometry_or_type_interaction,rotated_rect,15,14,6,3,-1,-3,1,3,0,0,0,0.16975460946559906,0.005124895367771387,0.4948751046322286,3.4106016159057617,0.0036275587044656277,3.3491504192352295,0.00161333333333,0.75,1,1,1,1,1,0.0,1,7,105,-98,1,1,0.0
test,5,1,geometry_or_type_interaction,rectangular_notch,17,16,5,7,-1,2,1,2,0,0,0,0.24731267988681793,0.3863753080368042,0.1136246919631958,2.6158828735351562,0.003544107312336564,2.9040000438690186,0.00161333333333,0.75,0,1,0,0,1,0.0,1,7,105,-98,1,1,0.0
test,6,0,rare_y_bin_wrong,rotated_rect,12,12,7,6,0,-1,0,1,1,0,0,0.3231799006462097,0.33499985933303833,0.16500014066696167,5.7961554527282715,0.002553469967097044,4.788426399230957,0.000913333333333,0.75,1,0,1,1,1,0.0,1,20,116,-96,0,1,1.0
