sample_index,signal_normalization,conditioning_mode,encoder_type,defect_iou,defect_area_pred,defect_area_label,mu_mse,mu_mae
47,per_sample_zscore,concat,mlp,0.0,0,7,34943.5234375,35.38368225097656
48,per_sample_zscore,concat,mlp,1.0,7,7,413.30914306640625,2.848177433013916
49,per_sample_zscore,concat,mlp,1.0,6,6,123.47691345214844,1.2959551811218262
50,per_sample_zscore,concat,mlp,0.0,0,3,15416.5390625,17.683652877807617
51,per_sample_zscore,concat,mlp,1.0,8,8,555.5878295898438,4.668201923370361
52,per_sample_zscore,concat,mlp,0.7272727272727273,8,11,15278.990234375,17.803640365600586
53,per_sample_zscore,concat,mlp,1.0,6,6,25.8356876373291,0.7491932511329651
54,per_sample_zscore,concat,mlp,1.0,5,5,13.718348503112793,0.5856155157089233
55,per_sample_zscore,concat,mlp,1.0,10,10,323.2320861816406,3.1799304485321045
56,per_sample_zscore,concat,mlp,0.8333333333333334,11,11,12655.728515625,22.02828598022461
57,per_sample_zscore,concat,mlp,1.0,14,14,298.2397766113281,3.331955671310425
58,per_sample_zscore,concat,mlp,1.0,11,11,147.3127899169922,1.8576443195343018
59,per_sample_zscore,concat,mlp,1.0,6,6,144.10842895507812,2.107071876525879
60,per_sample_zscore,concat,mlp,1.0,12,12,181.7505645751953,2.068840265274048
61,per_sample_zscore,concat,mlp,1.0,5,5,277.24957275390625,2.778536081314087
62,per_sample_zscore,concat,mlp,0.0,0,4,19963.693359375,20.214984893798828
63,per_sample_zscore,concat,mlp,1.0,4,4,214.7791748046875,2.6547226905822754
64,per_sample_zscore,concat,mlp,1.0,9,9,482.3709411621094,3.6130247116088867
65,per_sample_zscore,concat,mlp,0.0,0,5,25175.505859375,26.494129180908203
66,per_sample_zscore,concat,mlp,1.0,8,8,915.70068359375,5.634092807769775
67,per_sample_zscore,concat,mlp,1.0,4,4,34.19023895263672,0.7933045029640198
68,per_sample_zscore,concat,mlp,1.0,15,15,1039.996826171875,8.024179458618164
69,per_sample_zscore,concat,mlp,1.0,16,16,129.80230712890625,1.673051357269287
70,per_sample_zscore,concat,mlp,1.0,8,8,220.9561004638672,2.25986385345459
71,per_sample_zscore,concat,mlp,1.0,9,9,289.53564453125,2.364422082901001
72,per_sample_zscore,concat,mlp,1.0,4,4,35.464630126953125,0.9973504543304443
73,per_sample_zscore,concat,mlp,1.0,4,4,197.35279846191406,1.9034943580627441
74,per_sample_zscore,concat,mlp,0.0,0,3,14980.099609375,15.337961196899414
75,per_sample_zscore,concat,mlp,1.0,8,8,35.14122009277344,0.7602047920227051
76,per_sample_zscore,concat,mlp,1.0,9,9,282.7934875488281,2.5719735622406006
77,per_sample_zscore,concat,mlp,1.0,10,10,360.9521179199219,2.8198442459106445
78,per_sample_zscore,concat,mlp,1.0,6,6,483.84063720703125,3.6575305461883545
79,per_sample_zscore,concat,mlp,1.0,13,13,883.468017578125,6.810853481292725
80,per_sample_zscore,concat,mlp,1.0,6,6,16.740285873413086,0.6040183901786804
81,per_sample_zscore,concat,mlp,1.0,17,17,2260.576171875,11.006518363952637
82,per_sample_zscore,concat,mlp,1.0,9,9,203.71559143066406,2.3864901065826416
83,per_sample_zscore,concat,mlp,1.0,9,9,181.8529052734375,2.5962536334991455
84,per_sample_zscore,concat,mlp,1.0,10,10,821.9886474609375,5.984317779541016
85,per_sample_zscore,concat,mlp,1.0,6,6,8.64785385131836,0.4707786440849304
86,per_sample_zscore,concat,mlp,1.0,17,17,621.9915161132812,4.96840238571167
87,per_sample_zscore,concat,mlp,0.9333333333333333,14,15,5303.43115234375,8.031368255615234
88,per_sample_zscore,concat,mlp,1.0,8,8,743.7606201171875,6.130222320556641
89,per_sample_zscore,concat,mlp,1.0,5,5,37.78868103027344,0.7654554843902588
90,per_sample_zscore,concat,mlp,1.0,4,4,130.99227905273438,2.014028310775757
91,per_sample_zscore,concat,mlp,1.0,3,3,84.20079803466797,1.3153445720672607
92,per_sample_zscore,concat,mlp,1.0,8,8,312.8658752441406,3.1868577003479004
93,per_sample_zscore,concat,mlp,0.9,9,10,6265.607421875,12.7899169921875
94,per_sample_zscore,concat,mlp,1.0,9,9,308.2882995605469,2.736703872680664
95,per_sample_zscore,concat,mlp,1.0,8,8,204.0771026611328,2.148054838180542
96,per_sample_zscore,concat,mlp,1.0,6,6,3216.246337890625,12.886341094970703
97,per_sample_zscore,concat,mlp,0.0,0,5,25006.634765625,25.617158889770508
98,per_sample_zscore,concat,mlp,1.0,6,6,103.91687774658203,1.1777342557907104
99,per_sample_zscore,concat,mlp,1.0,10,10,308.4217529296875,2.6820249557495117
100,per_sample_zscore,concat,mlp,1.0,13,13,1367.1795654296875,7.770982265472412
101,per_sample_zscore,concat,mlp,0.8823529411764706,15,17,11235.669921875,17.55549430847168
102,per_sample_zscore,concat,mlp,1.0,14,14,569.3670043945312,4.150929927825928
103,per_sample_zscore,concat,mlp,0.0,0,4,19965.3203125,20.178394317626953
104,per_sample_zscore,concat,mlp,0.875,7,8,5558.90380859375,10.476755142211914
105,per_sample_zscore,concat,mlp,0.9230769230769231,12,13,6149.2099609375,11.735649108886719
106,per_sample_zscore,concat,mlp,0.0,0,4,19967.716796875,20.217910766601562
107,per_sample_zscore,concat,mlp,1.0,4,4,2781.474609375,13.583513259887695
108,per_sample_zscore,concat,mlp,0.0,0,8,39941.55078125,40.4401969909668
109,per_sample_zscore,concat,mlp,1.0,8,8,1052.255126953125,6.824227333068848
110,per_sample_zscore,concat,mlp,1.0,5,5,390.1411437988281,4.227316379547119
111,per_sample_zscore,concat,mlp,1.0,13,13,496.7450866699219,3.7043139934539795
112,per_sample_zscore,concat,mlp,1.0,7,7,428.8334655761719,4.688345909118652
113,per_sample_zscore,concat,mlp,0.8888888888888888,8,9,5620.42822265625,7.942559242248535
114,per_sample_zscore,concat,mlp,1.0,9,9,69.7776870727539,1.470990777015686
115,per_sample_zscore,concat,mlp,1.0,4,4,3.986262321472168,0.27075469493865967
116,per_sample_zscore,concat,mlp,1.0,8,8,320.4628601074219,2.571274518966675
117,per_sample_zscore,concat,mlp,0.0,0,2,9992.931640625,10.340441703796387
118,per_sample_zscore,concat,mlp,0.7777777777777778,9,7,10430.919921875,14.183266639709473
119,per_sample_zscore,concat,mlp,1.0,11,11,303.9685974121094,3.33518123626709
120,per_sample_zscore,concat,mlp,1.0,4,4,79.78303527832031,0.8912249207496643
121,per_sample_zscore,concat,mlp,0.0,0,3,14981.490234375,15.406963348388672
122,per_sample_zscore,concat,mlp,1.0,9,9,416.636474609375,2.6278481483459473
123,per_sample_zscore,concat,mlp,1.0,9,9,291.3802490234375,2.369441270828247
124,per_sample_zscore,concat,mlp,1.0,4,4,62.08722686767578,1.5341432094573975
125,per_sample_zscore,concat,mlp,1.0,3,3,10.784740447998047,0.407558798789978
126,per_sample_zscore,concat,mlp,1.0,6,6,97.42054748535156,1.2947388887405396
127,per_sample_zscore,concat,mlp,1.0,12,12,641.7062377929688,4.337374210357666
128,per_sample_zscore,concat,mlp,0.8888888888888888,8,9,6041.09423828125,11.333343505859375
129,per_sample_zscore,concat,mlp,1.0,5,5,121.92842864990234,1.5354838371276855
130,per_sample_zscore,concat,mlp,1.0,5,5,208.15667724609375,1.9019581079483032
131,per_sample_zscore,concat,mlp,1.0,6,6,17.808263778686523,0.613069474697113
132,per_sample_zscore,concat,mlp,1.0,12,12,573.5824584960938,4.719613075256348
133,per_sample_zscore,concat,mlp,1.0,11,11,427.16278076171875,2.90142822265625
134,per_sample_zscore,concat,mlp,0.8571428571428571,7,6,5058.56591796875,6.288125038146973
135,per_sample_zscore,concat,mlp,0.8333333333333334,6,5,6082.07666015625,11.078230857849121
136,per_sample_zscore,concat,mlp,1.0,5,5,730.7008056640625,5.159928798675537
137,per_sample_zscore,concat,mlp,1.0,9,9,895.7374877929688,5.588171482086182
138,per_sample_zscore,concat,mlp,1.0,5,5,452.10467529296875,3.8582065105438232
139,per_sample_zscore,concat,mlp,1.0,3,3,260.1766357421875,2.29231858253479
140,per_sample_zscore,concat,mlp,1.0,11,11,941.849853515625,5.708001136779785
141,per_sample_zscore,concat,mlp,1.0,18,18,1868.986572265625,10.757089614868164
142,per_sample_zscore,concat,mlp,0.0,0,13,64891.4296875,65.3525390625
143,per_sample_zscore,concat,mlp,1.0,4,4,275.3226318359375,1.9132623672485352
144,per_sample_zscore,concat,mlp,1.0,12,12,117.56755828857422,1.4524377584457397
145,per_sample_zscore,concat,mlp,1.0,4,4,45.68901824951172,1.189840316772461
146,per_sample_zscore,concat,mlp,0.8571428571428571,12,14,10915.076171875,15.976340293884277
147,per_sample_zscore,concat,mlp,1.0,6,6,3011.752197265625,14.447417259216309
148,per_sample_zscore,concat,mlp,1.0,6,6,0.7547613382339478,0.16907595098018646
149,per_sample_zscore,concat,mlp,0.9333333333333333,14,15,5674.94580078125,10.722529411315918
150,per_sample_zscore,concat,mlp,0.0,0,6,29949.568359375,30.335054397583008
151,per_sample_zscore,concat,mlp,0.0,0,6,30030.318359375,30.775928497314453
152,per_sample_zscore,concat,mlp,0.9,9,10,5119.67724609375,7.0165581703186035
153,per_sample_zscore,concat,mlp,1.0,10,10,394.681884765625,2.9751012325286865
154,per_sample_zscore,concat,mlp,1.0,15,15,2327.48193359375,13.474278450012207
155,per_sample_zscore,concat,mlp,1.0,4,4,186.2555694580078,2.063544750213623
156,per_sample_zscore,concat,mlp,1.0,11,11,175.01939392089844,2.3033077716827393
157,per_sample_zscore,concat,mlp,1.0,6,6,36.822113037109375,0.7345497608184814
158,per_sample_zscore,concat,mlp,1.0,6,6,63.47194290161133,0.9712815880775452
159,per_sample_zscore,concat,mlp,1.0,8,8,416.3175048828125,3.732501268386841
160,per_sample_zscore,concat,mlp,0.0,0,3,15001.849609375,15.452032089233398
161,per_sample_zscore,concat,mlp,1.0,2,2,1.7780699729919434,0.17607668042182922
162,per_sample_zscore,concat,mlp,0.0,0,4,19978.076171875,20.45999526977539
163,per_sample_zscore,concat,mlp,0.6666666666666666,4,6,10011.759765625,10.913951873779297
164,per_sample_zscore,concat,mlp,1.0,5,5,1058.2197265625,5.364581108093262
165,per_sample_zscore,concat,mlp,1.0,7,7,97.79753875732422,1.4209527969360352
166,per_sample_zscore,concat,mlp,1.0,7,7,984.08642578125,5.011110782623291
167,per_sample_zscore,concat,mlp,1.0,17,17,698.6306762695312,5.785158634185791
168,per_sample_zscore,concat,mlp,1.0,11,11,298.8540954589844,2.774448871612549
169,per_sample_zscore,concat,mlp,1.0,8,8,103.34532165527344,1.2594760656356812
170,per_sample_zscore,concat,mlp,1.0,12,12,1435.38037109375,6.835447311401367
171,per_sample_zscore,concat,mlp,1.0,5,5,1854.2215576171875,12.027698516845703
172,per_sample_zscore,concat,mlp,0.0,0,7,34935.88671875,35.14658737182617
173,per_sample_zscore,concat,mlp,0.0,0,6,29964.751953125,30.47732925415039
174,per_sample_zscore,concat,mlp,1.0,4,4,314.32061767578125,2.57753849029541
175,per_sample_zscore,concat,mlp,0.8181818181818182,9,11,10687.357421875,15.18716812133789
176,per_sample_zscore,concat,mlp,1.0,6,6,42.08583450317383,1.1284066438674927
177,per_sample_zscore,concat,mlp,1.0,4,4,22.455055236816406,0.7936837673187256
178,per_sample_zscore,concat,mlp,0.5,2,4,9989.8095703125,10.648224830627441
179,per_sample_zscore,concat,mlp,1.0,6,6,77.01573181152344,1.2294681072235107
180,per_sample_zscore,concat,mlp,1.0,6,6,502.8832092285156,5.161009311676025
181,per_sample_zscore,concat,mlp,1.0,12,12,820.3939819335938,7.199572563171387
182,per_sample_zscore,concat,mlp,1.0,6,6,227.46412658691406,2.4071295261383057
183,per_sample_zscore,concat,mlp,0.0,0,3,15171.1123046875,16.34290313720703
184,per_sample_zscore,concat,mlp,1.0,13,13,730.6476440429688,5.967865467071533
185,per_sample_zscore,concat,mlp,0.0,0,6,30158.41796875,31.398597717285156
186,per_sample_zscore,concat,mlp,1.0,4,4,48.910545349121094,1.1010760068893433
187,per_sample_zscore,concat,mlp,1.0,6,6,225.4945068359375,2.7449402809143066
188,per_sample_zscore,concat,mlp,1.0,3,3,108.39778137207031,1.6187701225280762
189,per_sample_zscore,concat,mlp,1.0,3,3,106.38407135009766,1.0701035261154175
190,per_sample_zscore,concat,mlp,0.8,5,4,3760.5439453125,4.8285698890686035
191,per_sample_zscore,concat,mlp,0.0,0,5,24962.140625,25.4335880279541
192,per_sample_zscore,concat,mlp,0.7142857142857143,5,7,10169.7783203125,12.235428810119629
193,per_sample_zscore,concat,mlp,1.0,6,6,64.3477554321289,1.1564970016479492
194,per_sample_zscore,concat,mlp,1.0,7,7,134.96617126464844,1.4347862005233765
195,per_sample_zscore,concat,mlp,1.0,14,14,288.3693542480469,2.6214406490325928
196,per_sample_zscore,concat,mlp,0.0,0,4,20074.861328125,21.211814880371094
197,per_sample_zscore,concat,mlp,1.0,10,10,2542.98974609375,11.081377029418945
198,per_sample_zscore,concat,mlp,0.0,0,3,14978.6962890625,15.301972389221191
199,per_sample_zscore,concat,mlp,1.0,9,9,139.57534790039062,1.7456867694854736
200,per_sample_zscore,concat,mlp,1.0,6,6,9.200599670410156,0.5073473453521729
201,per_sample_zscore,concat,mlp,1.0,4,4,61.224552154541016,1.2659343481063843
202,per_sample_zscore,concat,mlp,1.0,2,2,532.57470703125,4.309213638305664
203,per_sample_zscore,concat,mlp,1.0,3,3,96.66089630126953,1.6311465501785278
204,per_sample_zscore,concat,mlp,1.0,15,15,593.2322387695312,4.000769138336182
205,per_sample_zscore,concat,mlp,1.0,10,10,822.4651489257812,4.750125408172607
206,per_sample_zscore,concat,mlp,0.0,0,6,29976.6171875,30.435739517211914
207,per_sample_zscore,concat,mlp,0.0,0,6,29969.025390625,30.6166934967041
208,per_sample_zscore,concat,mlp,1.0,7,7,2298.849609375,10.674254417419434
209,per_sample_zscore,concat,mlp,0.875,8,7,5164.80712890625,8.33194351196289
210,per_sample_zscore,concat,mlp,1.0,3,3,2570.997802734375,11.151323318481445
211,per_sample_zscore,concat,mlp,0.0,0,9,44926.03125,45.2763671875
212,per_sample_zscore,concat,mlp,1.0,6,6,280.4716796875,3.5639455318450928
213,per_sample_zscore,concat,mlp,1.0,4,4,48.595821380615234,0.8935920000076294
214,per_sample_zscore,concat,mlp,1.0,6,6,321.8205871582031,3.3794074058532715
215,per_sample_zscore,concat,mlp,0.0,0,4,20304.84375,22.135713577270508
216,per_sample_zscore,concat,mlp,1.0,10,10,347.26934814453125,3.0866379737854004
217,per_sample_zscore,concat,mlp,0.9090909090909091,10,11,5208.23095703125,7.441100597381592
218,per_sample_zscore,concat,mlp,1.0,4,4,159.02163696289062,1.855360984802246
219,per_sample_zscore,concat,mlp,0.8888888888888888,8,9,5878.42626953125,11.703216552734375
220,per_sample_zscore,concat,mlp,0.0,0,6,29941.974609375,30.123756408691406
221,per_sample_zscore,concat,mlp,1.0,4,4,17.693584442138672,0.6576268672943115
222,per_sample_zscore,concat,mlp,1.0,5,5,53.92015075683594,1.3107213973999023
223,per_sample_zscore,concat,mlp,0.0,0,7,34929.984375,34.97705841064453
224,per_sample_zscore,concat,mlp,1.0,12,12,333.2963562011719,3.5717804431915283
225,per_sample_zscore,concat,mlp,1.0,12,12,273.6385192871094,2.570690393447876
226,per_sample_zscore,concat,mlp,1.0,12,12,1411.372314453125,7.24199104309082
227,per_sample_zscore,concat,mlp,1.0,5,5,360.2589111328125,2.6171441078186035
228,per_sample_zscore,concat,mlp,1.0,7,7,330.7134704589844,3.445613145828247
229,per_sample_zscore,concat,mlp,1.0,9,9,115.85882568359375,2.1050467491149902
230,per_sample_zscore,concat,mlp,1.0,8,8,207.6305694580078,2.9056639671325684
231,per_sample_zscore,concat,mlp,1.0,6,6,153.27325439453125,2.051083564758301
232,per_sample_zscore,concat,mlp,1.0,8,8,1050.787109375,5.61344051361084
233,per_sample_zscore,concat,mlp,0.0,0,4,19958.818359375,20.13422393798828
234,per_sample_zscore,concat,mlp,1.0,4,4,3.56068754196167,0.3199383616447449
235,per_sample_zscore,concat,mlp,1.0,11,11,2632.28125,14.62948989868164
236,per_sample_zscore,concat,mlp,1.0,6,6,19.755861282348633,0.7198786735534668
237,per_sample_zscore,concat,mlp,0.8571428571428571,6,7,5101.62109375,6.8208441734313965
238,per_sample_zscore,concat,mlp,1.0,4,4,78.06660461425781,1.129571557044983
239,per_sample_zscore,concat,mlp,1.0,8,8,527.705078125,4.666020393371582
240,per_sample_zscore,concat,mlp,1.0,6,6,32.75153732299805,0.7723178267478943
241,per_sample_zscore,concat,mlp,1.0,6,6,63.485233306884766,1.0923149585723877
242,per_sample_zscore,concat,mlp,1.0,3,3,65.06451416015625,1.3084073066711426
243,per_sample_zscore,concat,mlp,1.0,4,4,721.9918212890625,4.628842830657959
244,per_sample_zscore,concat,mlp,1.0,6,6,75.70288848876953,1.3575290441513062
245,per_sample_zscore,concat,mlp,0.8,4,5,5965.818359375,12.054786682128906
246,per_sample_zscore,concat,mlp,0.3333333333333333,2,6,19962.916015625,20.202098846435547
247,per_sample_zscore,concat,mlp,1.0,3,3,6.288956165313721,0.2543087899684906
248,per_sample_zscore,concat,mlp,1.0,7,7,272.61505126953125,2.243533134460449
249,per_sample_zscore,concat,mlp,1.0,7,7,351.6988220214844,2.8472583293914795
250,per_sample_zscore,concat,mlp,0.75,13,15,20421.185546875,24.43551254272461
251,per_sample_zscore,concat,mlp,0.7692307692307693,13,10,17129.591796875,25.724040985107422
252,per_sample_zscore,concat,mlp,1.0,5,5,70.20936584472656,1.3715405464172363
253,per_sample_zscore,concat,mlp,1.0,16,16,447.8585205078125,3.752774715423584
254,per_sample_zscore,concat,mlp,0.5,7,14,35653.453125,39.048221588134766
255,per_sample_zscore,concat,mlp,0.0,0,3,14971.3212890625,15.076847076416016
256,per_sample_zscore,concat,mlp,1.0,6,6,83.81262969970703,1.8265935182571411
257,per_sample_zscore,concat,mlp,1.0,5,5,157.31671142578125,2.2679250240325928
258,per_sample_zscore,concat,mlp,1.0,10,10,1411.364990234375,8.416919708251953
259,per_sample_zscore,concat,mlp,1.0,6,6,133.1621856689453,2.593825101852417
260,per_sample_zscore,concat,mlp,1.0,7,7,197.08502197265625,2.5962183475494385
261,per_sample_zscore,concat,mlp,1.0,6,6,6.772600173950195,0.33114093542099
262,per_sample_zscore,concat,mlp,1.0,5,5,25.358966827392578,0.6579868793487549
263,per_sample_zscore,concat,mlp,1.0,12,12,155.7173614501953,2.3099775314331055
264,per_sample_zscore,concat,mlp,0.6,4,4,10344.28125,12.548452377319336
265,per_sample_zscore,concat,mlp,1.0,6,6,113.55725860595703,1.2074544429779053
266,per_sample_zscore,concat,mlp,1.0,4,4,2.816524028778076,0.3334193527698517
267,per_sample_zscore,concat,mlp,1.0,8,8,968.087158203125,4.981322288513184
268,per_sample_zscore,concat,mlp,1.0,4,4,368.50640869140625,3.2968688011169434
269,per_sample_zscore,concat,mlp,0.0,0,4,19979.271484375,20.369050979614258
270,per_sample_zscore,concat,mlp,1.0,4,4,158.94171142578125,1.9114625453948975
271,per_sample_zscore,concat,mlp,1.0,6,6,49.3748893737793,1.1611354351043701
272,per_sample_zscore,concat,mlp,1.0,12,12,380.919677734375,2.9527740478515625
273,per_sample_zscore,concat,mlp,1.0,5,5,878.3150634765625,6.740985870361328
274,per_sample_zscore,concat,mlp,1.0,4,4,15.346179962158203,0.3364332914352417
275,per_sample_zscore,concat,mlp,1.0,9,9,256.79608154296875,2.813208818435669
276,per_sample_zscore,concat,mlp,1.0,8,8,246.5493621826172,2.1908700466156006
277,per_sample_zscore,concat,mlp,1.0,4,4,340.36395263671875,4.11315393447876
278,per_sample_zscore,concat,mlp,1.0,9,9,340.2884826660156,2.6395273208618164
279,per_sample_zscore,concat,mlp,1.0,4,4,9.11781120300293,0.5175603628158569
280,per_sample_zscore,concat,mlp,1.0,4,4,237.8139190673828,2.4650018215179443
281,per_sample_zscore,concat,mlp,0.0,0,5,24950.0078125,24.983186721801758
282,per_sample_zscore,concat,mlp,1.0,8,8,1305.69677734375,5.413057327270508
283,per_sample_zscore,concat,mlp,1.0,9,9,74.96221923828125,1.3254836797714233
284,per_sample_zscore,concat,mlp,1.0,14,14,1437.2779541015625,8.359962463378906
285,per_sample_zscore,concat,mlp,1.0,4,4,65.86642456054688,0.8498390913009644
286,per_sample_zscore,concat,mlp,0.0,0,6,29947.36328125,30.359996795654297
287,per_sample_zscore,concat,mlp,1.0,6,6,228.07687377929688,2.104105234146118
288,per_sample_zscore,concat,mlp,1.0,4,4,140.51065063476562,1.788252592086792
289,per_sample_zscore,concat,mlp,1.0,9,9,196.77572631835938,1.9429409503936768
290,per_sample_zscore,concat,mlp,1.0,15,15,346.5679626464844,3.9168899059295654
291,per_sample_zscore,concat,mlp,0.6666666666666666,2,3,5019.30615234375,6.165475845336914
292,per_sample_zscore,concat,mlp,1.0,2,2,2.5035126209259033,0.2425101399421692
293,per_sample_zscore,concat,mlp,1.0,6,6,173.85137939453125,3.1024529933929443
294,per_sample_zscore,concat,mlp,0.0,0,3,14992.3564453125,15.45463752746582
295,per_sample_zscore,concat,mlp,1.0,8,8,282.056396484375,2.9889886379241943
296,per_sample_zscore,concat,mlp,1.0,7,7,184.3392791748047,2.22092342376709
297,per_sample_zscore,concat,mlp,1.0,5,5,117.54840087890625,1.9866859912872314
298,per_sample_zscore,concat,mlp,1.0,7,7,140.53382873535156,2.0937695503234863
299,per_sample_zscore,concat,mlp,0.0,0,5,25267.234375,26.656383514404297
300,per_sample_zscore,concat,mlp,1.0,9,9,118.67643737792969,2.020749092102051
301,per_sample_zscore,concat,mlp,1.0,4,4,202.11863708496094,1.830439567565918
302,per_sample_zscore,concat,mlp,1.0,6,6,266.7480163574219,2.2431747913360596
303,per_sample_zscore,concat,mlp,1.0,5,5,155.34120178222656,1.5291675329208374
304,per_sample_zscore,concat,mlp,0.0,0,2,10056.80859375,10.885468482971191
305,per_sample_zscore,concat,mlp,1.0,7,7,719.0535888671875,4.983279228210449
306,per_sample_zscore,concat,mlp,0.0,0,4,20012.251953125,20.626317977905273
307,per_sample_zscore,concat,mlp,1.0,6,6,225.80047607421875,1.623534083366394
308,per_sample_zscore,concat,mlp,1.0,6,6,18.046876907348633,0.7867965698242188
309,per_sample_zscore,concat,mlp,1.0,5,5,484.8006591796875,4.280726432800293
310,per_sample_zscore,concat,mlp,0.0,0,11,54890.734375,55.0565071105957
311,per_sample_zscore,concat,mlp,1.0,5,5,615.03564453125,4.408353805541992
312,per_sample_zscore,concat,mlp,1.0,8,8,73.25422668457031,1.2584145069122314
313,per_sample_zscore,concat,mlp,1.0,11,11,716.500732421875,4.632126331329346
314,per_sample_zscore,concat,mlp,1.0,8,8,344.9571533203125,2.43156361579895
315,per_sample_zscore,concat,mlp,1.0,4,4,78.91332244873047,1.0138493776321411
316,per_sample_zscore,concat,mlp,1.0,10,10,270.71453857421875,2.623814582824707
317,per_sample_zscore,concat,mlp,1.0,8,8,2245.34130859375,9.487527847290039
318,per_sample_zscore,concat,mlp,1.0,13,13,578.6397705078125,4.046600341796875
319,per_sample_zscore,concat,mlp,1.0,11,11,1474.382080078125,8.308367729187012
320,per_sample_zscore,concat,mlp,0.9285714285714286,13,14,5666.322265625,10.468327522277832
321,per_sample_zscore,concat,mlp,0.0,0,6,29940.125,30.004892349243164
322,per_sample_zscore,concat,mlp,1.0,4,4,132.19717407226562,1.3545228242874146
323,per_sample_zscore,concat,mlp,1.0,10,10,88.83966827392578,1.4607096910476685
324,per_sample_zscore,concat,mlp,1.0,6,6,155.46580505371094,2.00644588470459
325,per_sample_zscore,concat,mlp,1.0,13,13,106.74050903320312,2.0495314598083496
