sample_index,signal_normalization,signal_feature_mode,conditioning_mode,encoder_type,point_signal_mode,mask_head_mode,mask_source,mask_bce_mode,defect_iou,defect_area_pred,defect_area_label,mu_mse,mu_mae
78,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1028,182393.875,425.52081298828125
79,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1115,183148.96875,426.28533935546875
80,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1202,184195.234375,427.40875244140625
81,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,993,182127.5625,425.2593078613281
82,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1078,182799.96875,425.9257507324219
83,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1168,184312.015625,427.61553955078125
84,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1113,183091.359375,426.21844482421875
85,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1061,182666.171875,425.79339599609375
86,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1140,183563.546875,426.7481994628906
87,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1070,182729.671875,425.8544616699219
88,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1024,182388.34375,425.5213928222656
89,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1265,184365.84375,427.4992980957031
90,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1071,182744.671875,425.87115478515625
91,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,987,182121.984375,425.2634582519531
92,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1234,184640.15625,427.8959045410156
93,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1028,182396.78125,425.52435302734375
94,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1115,183251.484375,426.4114074707031
95,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1202,183964.03125,427.1241149902344
96,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,993,182098.921875,425.2242126464844
97,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1078,182905.640625,426.0553894042969
98,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1168,184219.90625,427.50274658203125
99,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1113,183098.875,426.2276611328125
