sample_index,signal_normalization,signal_feature_mode,conditioning_mode,encoder_type,point_signal_mode,mask_head_mode,mask_source,mask_bce_mode,defect_iou,defect_area_pred,defect_area_label,mu_mse,mu_mae
0,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,964,181878.265625,425.0072937011719
1,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1092,183139.21875,426.31634521484375
2,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1128,184104.953125,427.43499755859375
3,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,932,181599.796875,424.7253112792969
4,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1066,182730.125,425.8623352050781
5,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1104,183936.15625,427.27191162109375
6,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1040,182492.609375,425.6196594238281
7,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1030,182443.0625,425.5773010253906
8,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1080,183284.6875,426.51776123046875
9,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1008,182243.078125,425.372802734375
10,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1004,182250.734375,425.3898010253906
11,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1196,183862.125,427.0098876953125
12,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,996,182120.53125,425.2449951171875
13,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,978,182011.015625,425.1441650390625
14,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1172,184447.96875,427.7748107910156
15,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,964,181894.5625,425.0272521972656
16,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1092,183011.75,426.159912109375
17,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1128,183747.734375,426.9967041015625
18,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,932,181577.09375,424.6976013183594
19,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1066,182760.015625,425.8990478515625
20,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1104,183490.921875,426.72589111328125
21,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1040,182495.9375,425.6237487792969
22,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1030,182501.484375,425.6489562988281
23,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1080,183717.75,427.04779052734375
24,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1008,182253.078125,425.3850402832031
25,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1063,182705.75,425.8380432128906
26,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1181,183697.984375,426.8363037109375
27,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1097,183119.4375,426.282958984375
28,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1047,182553.5,425.68115234375
29,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1150,183391.75,426.51824951171875
30,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1058,182983.109375,426.187744140625
31,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1010,182257.609375,425.3870544433594
32,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1280,184500.296875,427.6365051269531
33,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1059,183151.390625,426.39239501953125
34,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,975,181945.453125,425.0693054199219
35,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1250,184324.640625,427.47698974609375
36,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1018,182410.421875,425.5596923828125
37,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1098,182991.875,426.12420654296875
38,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1212,184360.75,427.5935974121094
39,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,979,182502.6875,425.7445983886719
40,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1063,182676.5,425.8021545410156
41,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1181,183649.3125,426.7763977050781
42,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1097,183354.265625,426.5716857910156
43,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1047,182541.8125,425.6668395996094
44,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1150,183420.359375,426.5533447265625
45,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1058,183451.78125,426.7620849609375
46,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1010,182266.40625,425.3977966308594
47,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1280,184576.109375,427.73016357421875
48,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1059,182760.9375,425.9136047363281
49,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,975,181982.984375,425.11529541015625
50,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1074,182773.96875,425.9016418457031
51,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1028,182427.375,425.56170654296875
52,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,946,181733.90625,424.8634948730469
53,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1184,183679.890625,426.80841064453125
54,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1004,182239.96875,425.3765869140625
55,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,919,182351.109375,425.66656494140625
56,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1163,183515.421875,426.6453857421875
57,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,975,182000.046875,425.1362609863281
58,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1030,182605.234375,425.7761535644531
59,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1115,183106.015625,426.23260498046875
60,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,951,181775.5625,424.9056091308594
61,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1003,182992.8125,426.2998046875
62,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1092,182937.1875,426.068359375
63,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1053,182601.421875,425.72900390625
64,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,973,181988.015625,425.125
65,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1074,182791.25,425.92291259765625
66,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1028,182410.234375,425.54071044921875
67,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,946,181917.90625,425.0887145996094
68,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1184,183717.125,426.85418701171875
69,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1004,182245.6875,425.38360595703125
70,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,919,182366.515625,425.685302734375
71,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1163,183505.796875,426.63360595703125
72,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,975,181992.078125,425.12646484375
73,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1030,182443.875,425.57830810546875
74,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1115,183134.375,426.2674560546875
75,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1071,182743.515625,425.8697509765625
76,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,987,182122.8125,425.2644348144531
77,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,0.0,0,1234,184968.1875,428.29949951171875
