split,presence_accuracy,type_accuracy_present,continuous_mae_mean,center_mae,axis_mae,rotation_mae,depth_mae,param_mask_iou,param_mask_dice,encoder_type,head_mode,feature_fusion_mode,feature_dim,component_matching_mode,lambda_raster_bce,lambda_raster_dice,raster_loss_start_step,raster_softness_cells,raster_target_source,val_selection_metric,val_selection_interval,best_step,best_val_mask_iou,best_val_loss
train,1.0,1.0,0.004692168440669775,3.3824751881184056e-05,2.103291990351863e-06,0.02807922288775444,1.7797888176573906e-06,0.727366048772802,0.8393516289403036,mlp,shared,features_only,58,fixed,0.0,0.0,0,1.0,masks,none,0,,nan,nan
