step,total_loss,presence_loss,type_loss,type_extra_loss,rotation_extra_loss,weighted_type_extra_loss,weighted_rotation_extra_loss,continuous_loss,center_loss,axis_loss,depth_loss,rotation_loss,center_grid_loss,weighted_center_grid_loss,center_axis_relative_loss,weighted_center_axis_relative_loss,parametric_total_loss,raster_total_loss,raster_bce_loss,raster_dice_loss,raster_soft_iou,raster_soft_dice,raster_loss_active,val_mask_iou_at_step,val_loss_at_step,is_best_step
1000,0.13073156774044037,0.00020143610890954733,0.00413595512509346,0.00413595512509346,0.2580643594264984,0.0,0.0,0.12131606787443161,nan,nan,nan,nan,0.05078108608722687,0.005078108515590429,-0.0,-0.0,0.13073156774044037,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1100,0.11472272127866745,0.00017224664043169469,0.0030166541691869497,0.0030166541691869497,0.20472893118858337,0.0,0.0,0.1072075217962265,nan,nan,nan,nan,0.043263014405965805,0.004326301626861095,-0.0,-0.0,0.11472272127866745,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1200,0.10472342371940613,0.00015179530601017177,0.002216209890320897,0.002216209890320897,0.16263434290885925,0.0,0.0,0.09493828564882278,nan,nan,nan,nan,0.07417134940624237,0.007417134940624237,0.0,0.0,0.10472342371940613,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1300,0.08790364116430283,0.0001432469580322504,0.0019248327007517219,0.0019248327007517219,0.12736496329307556,0.0,0.0,0.08251062780618668,nan,nan,nan,nan,0.033249348402023315,0.0033249349799007177,-0.0,-0.0,0.08790364116430283,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1400,0.07651977986097336,0.00014374632155522704,0.0017979709664359689,0.0017979709664359689,0.10254426300525665,0.0,0.0,0.07200201600790024,nan,nan,nan,nan,0.025760451331734657,0.002576045226305723,-0.0,-0.0,0.07651977986097336,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1500,0.06709395349025726,0.0001227509492309764,0.0016135922633111477,0.0016135922633111477,0.08383283764123917,0.0,0.0,0.06195040047168732,nan,nan,nan,nan,0.034072063863277435,0.0034072063863277435,-0.0,-0.0,0.06709395349025726,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1600,0.058210112154483795,0.00011982445721514523,0.0015427045291289687,0.0015427045291289687,0.06918645650148392,0.0,0.0,0.05323374271392822,nan,nan,nan,nan,0.03313838317990303,0.0033138382714241743,-0.0,-0.0,0.058210112154483795,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1700,0.05763542279601097,0.0001122925168601796,0.0013873431598767638,0.0013873431598767638,0.05605565384030342,0.0,0.0,0.04469853639602661,nan,nan,nan,nan,0.11437250673770905,0.01143725123256445,0.0,0.0,0.05763542279601097,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1800,0.04122668877243996,9.959598537534475e-05,0.001094294711947441,0.001094294711947441,0.045394379645586014,0.0,0.0,0.03685099259018898,nan,nan,nan,nan,0.03181803226470947,0.003181803273037076,-0.0,-0.0,0.04122668877243996,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1900,0.035818349570035934,9.299410157836974e-05,0.0009491767268627882,0.0009491767268627882,0.03824235126376152,0.0,0.0,0.030371785163879395,nan,nan,nan,nan,0.04404391720890999,0.004404391627758741,-0.0,-0.0,0.035818349570035934,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2000,0.04174874350428581,9.662413503974676e-05,0.0013361847959458828,0.0013361847959458828,0.033130839467048645,0.0,0.0,0.025861235335469246,nan,nan,nan,nan,0.1445469856262207,0.014454699121415615,-0.0,-0.0,0.04174874350428581,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2100,0.04368821531534195,7.6258547778707e-05,0.0006514737033285201,0.0006514737033285201,0.03020493872463703,0.0,0.0,0.020856427028775215,nan,nan,nan,nan,0.2210405468940735,0.02210405468940735,-0.0,-0.0,0.04368821531534195,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2200,0.02858847565948963,8.938911923905835e-05,0.0006231743027456105,0.0006231743027456105,0.02496246248483658,0.0,0.0,0.017173761501908302,nan,nan,nan,nan,0.10702149569988251,0.01070214994251728,0.0,0.0,0.02858847565948963,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2300,0.015495993196964264,7.297757838387042e-05,0.0005342643707990646,0.0005342643707990646,0.0204858910292387,0.0,0.0,0.013740775175392628,nan,nan,nan,nan,0.011479764245450497,0.0011479764943942428,-0.0,-0.0,0.015495993196964264,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2400,0.014634321443736553,6.824021693319082e-05,0.00048168489593081176,0.00048168489593081176,0.017276456579566002,0.0,0.0,0.011351301334798336,nan,nan,nan,nan,0.027330946177244186,0.0027330946177244186,-0.0,-0.0,0.014634321443736553,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2500,0.011383521370589733,7.122849638108164e-05,0.0004546736308839172,0.0004546736308839172,0.015121221542358398,0.0,0.0,0.009573087096214294,nan,nan,nan,nan,0.012845323421061039,0.0012845323653891683,0.0,0.0,0.011383521370589733,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2600,0.009154506027698517,6.788125756429508e-05,0.0004144430859014392,0.0004144430859014392,0.012600777670741081,0.0,0.0,0.007888873107731342,nan,nan,nan,nan,0.007833083160221577,0.0007833083509467542,-0.0,-0.0,0.009154506027698517,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2700,0.007562126033008099,6.289681914495304e-05,0.0003601741627790034,0.0003601741627790034,0.010596098378300667,0.0,0.0,0.006490315310657024,nan,nan,nan,nan,0.0064873951487243176,0.0006487395148724318,0.0,0.0,0.007562126033008099,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2800,0.006405538879334927,6.658960046479478e-05,0.0003496216959320009,0.0003496216959320009,0.00923982448875904,0.0,0.0,0.005504061933606863,nan,nan,nan,nan,0.004852655343711376,0.0004852655401919037,-0.0,-0.0,0.006405538879334927,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2900,0.009163178503513336,6.664484681095928e-05,0.00034936299198307097,0.00034936299198307097,0.007923654280602932,0.0,0.0,0.004812359809875488,nan,nan,nan,nan,0.03934810310602188,0.003934810403734446,0.0,0.0,0.009163178503513336,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
3000,0.006394676864147186,5.905413854634389e-05,0.0002850433229468763,0.0002850433229468763,0.006974458694458008,0.0,0.0,0.00393152330070734,nan,nan,nan,nan,0.02119056135416031,0.0021190561819821596,-0.0,-0.0,0.006394676864147186,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
