step,total_loss,presence_loss,type_loss,type_extra_loss,rotation_extra_loss,weighted_type_extra_loss,weighted_rotation_extra_loss,continuous_loss,center_loss,axis_loss,depth_loss,rotation_loss,center_grid_loss,weighted_center_grid_loss,center_axis_relative_loss,weighted_center_axis_relative_loss,parametric_total_loss,raster_total_loss,raster_bce_loss,raster_dice_loss,raster_soft_iou,raster_soft_dice,raster_loss_active,val_mask_iou_at_step,val_loss_at_step,is_best_step
1,134.135009765625,0.7197030782699585,0.6871899962425232,0.6871899962425232,0.9939937591552734,0.0,0.0,0.4401555061340332,nan,nan,nan,nan,1322.879638671875,132.2879638671875,0.0,0.0,134.135009765625,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
100,2.336660623550415,0.029644764959812164,0.6050885915756226,0.6050885915756226,0.9136521220207214,0.0,0.0,0.26084578037261963,nan,nan,nan,nan,14.410815238952637,1.4410815238952637,-0.0,-0.0,2.336660623550415,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
200,1.3855724334716797,0.009823096916079521,0.593879759311676,0.593879759311676,0.7963742613792419,0.0,0.0,0.24919894337654114,nan,nan,nan,nan,5.3267059326171875,0.5326706171035767,0.0,0.0,1.3855724334716797,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
300,0.9416136741638184,0.004474446177482605,0.5799322724342346,0.5799322724342346,0.6831967830657959,0.0,0.0,0.23958398401737213,nan,nan,nan,nan,1.176229476928711,0.11762294918298721,0.0,0.0,0.9416136741638184,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
400,0.8078832626342773,0.002468631835654378,0.5413126349449158,0.5413126349449158,0.6272723078727722,0.0,0.0,0.2278340607881546,nan,nan,nan,nan,0.3626794219017029,0.03626794368028641,0.0,0.0,0.8078832626342773,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
500,0.6400737762451172,0.0015565105713903904,0.40386781096458435,0.40386781096458435,0.5770784616470337,0.0,0.0,0.2104102075099945,nan,nan,nan,nan,0.2423926740884781,0.02423926815390587,-0.0,-0.0,0.6400737762451172,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
600,0.3485962152481079,0.0008025148417800665,0.13860690593719482,0.13860690593719482,0.5327854156494141,0.0,0.0,0.18995331227779388,nan,nan,nan,nan,0.19233451783657074,0.019233452156186104,-0.0,-0.0,0.3485962152481079,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
700,0.21832746267318726,0.0004362897016108036,0.03291894495487213,0.03291894495487213,0.4806903600692749,0.0,0.0,0.16912177205085754,nan,nan,nan,nan,0.15850457549095154,0.015850458294153214,-0.0,-0.0,0.21832746267318726,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
800,0.17849914729595184,0.0002847262367140502,0.012170414440333843,0.012170414440333843,0.40589722990989685,0.0,0.0,0.15143127739429474,nan,nan,nan,nan,0.14612732827663422,0.014612733386456966,-0.0,-0.0,0.17849914729595184,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
900,0.1532077044248581,0.00024060936993919313,0.006574232131242752,0.006574232131242752,0.32989534735679626,0.0,0.0,0.1364080309867859,nan,nan,nan,nan,0.0998484194278717,0.009984842501580715,-0.0,-0.0,0.1532077044248581,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
