split,loss,presence_loss,type_loss,vertex_loss,center_aux_loss,box_aux_loss,area_aux_loss,edge_aux_loss,weighted_presence_loss,weighted_type_loss,weighted_vertex_loss,weighted_center_aux_loss,weighted_box_aux_loss,weighted_area_aux_loss,weighted_edge_aux_loss,polygon_mask_iou,polygon_mask_iou_min,polygon_dice,polygon_dice_min,presence_acc,present_type_acc,vertex_mae,pred_area_mean,target_area_mean,steps,lr,hidden_dim,latent_dim,max_components,max_vertices,lambda_presence,lambda_type,lambda_vertex,lambda_center_aux,lambda_box_aux,lambda_area_aux,lambda_edge_aux,vertex_loss_space,vertex_smoothl1_beta,presence_threshold,seed
train,2.2711974452249706e-05,1.861584223661339e-06,4.01546941475317e-07,4.0897688791119435e-07,-0.0,-0.0,-0.0,-0.0,1.861584223661339e-06,4.01546941475317e-07,2.044884422502946e-05,-0.0,-0.0,-0.0,-0.0,0.9351007994132918,0.8029197080291971,0.9655401648558999,0.8906882591093117,1.0,1.0,5.5608928960282356e-05,146.23333333333332,143.66666666666666,20000,0.001,128,64,3,4,1.0,1.0,50.0,0.0,0.0,0.0,0.0,norm,0.005,0.5,1
