split,presence_accuracy,type_accuracy_present,continuous_mae_mean,center_mae,center_grid_mae,center_axis_relative_mae,center_x_bin_accuracy,center_y_bin_accuracy,center_offset_mae,axis_mae,rotation_mae,depth_mae,param_mask_iou,param_mask_dice,encoder_type,head_mode,feature_fusion_mode,feature_dim,seed,component_matching_mode,lambda_raster_bce,lambda_raster_dice,raster_loss_start_step,raster_softness_cells,raster_target_source,val_selection_metric,val_selection_interval,lambda_type_extra,lambda_rotation_extra,rotation_loss_mode,lambda_center_grid,lambda_center_axis_relative,center_axis_relative_eps,center_representation,center_bin_size_cells,center_x_bins,center_y_bins,lambda_center_bin,lambda_center_offset,best_step,best_val_mask_iou,best_val_loss
train,1.0,1.0,0.11415179073810577,0.00012028853234369308,0.5655344128608704,0.040557313710451126,1.0,1.0,0.04483294114470482,5.485533256432973e-05,0.6845299005508423,3.0146411518217064e-05,0.7161008518060086,0.8321155483160249,mlp,shared,none,0,1,fixed,0.0,0.0,0,1.0,masks,none,0,0.0,0.0,mse,0.1,0.0,1e-06,bin_offset,8,25,13,1.0,1.0,,nan,nan
