step,total_loss,presence_loss,type_loss,type_extra_loss,rotation_extra_loss,weighted_type_extra_loss,weighted_rotation_extra_loss,continuous_loss,center_loss,axis_loss,depth_loss,rotation_loss,other_loss,center_grid_loss,weighted_center_grid_loss,center_axis_relative_loss,weighted_center_axis_relative_loss,center_bin_loss,weighted_center_bin_loss,center_x_bin_loss,center_y_bin_loss,weighted_center_x_bin_loss,weighted_center_y_bin_loss,center_bin_slot_weight_mean,center_bin_slot_weight_max,center_offset_loss,weighted_center_offset_loss,aux_center_bin_loss,weighted_aux_center_bin_loss,aux_center_offset_loss,weighted_aux_center_offset_loss,parametric_total_loss,raster_total_loss,raster_bce_loss,raster_dice_loss,raster_soft_iou,raster_soft_dice,raster_loss_active,val_mask_iou_at_step,val_loss_at_step,is_best_step
1,174.70018005371094,0.6923149228096008,0.0,0.0,0.005834302864968777,0.0,0.0,0.31514498591423035,nan,0.4721152186393738,0.4704025089740753,0.0029171514324843884,nan,1707.4893798828125,170.7489471435547,0.0,0.0,2.9040935039520264,2.9040935039520264,3.216681480407715,2.591505527496338,1.6083407402038574,1.295752763748169,1.0,1.0,0.03967692703008652,0.03967692703008652,0.0,0.0,0.0,0.0,174.70018005371094,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
100,172.1103973388672,0.014559836126863956,0.0,0.0,3.9290312088269275e-06,0.0,0.0,0.31273674964904785,nan,0.46834325790405273,0.46986502408981323,1.9645156044134637e-06,nan,1692.8492431640625,169.28492736816406,0.0,0.0,2.4642550945281982,2.4642550945281982,2.941110849380493,1.9873994588851929,1.4705554246902466,0.9936997294425964,1.0,1.0,0.0339168943464756,0.0339168943464756,0.0,0.0,0.0,0.0,172.1103973388672,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
200,171.92567443847656,9.414443775312975e-05,0.0,0.0,2.6967316557602317e-07,0.0,0.0,0.31273630261421204,nan,0.46833857893943787,0.4698701798915863,1.3483658278801158e-07,nan,1692.840087890625,169.2840118408203,0.0,0.0,2.2977046966552734,2.2977046966552734,2.8199779987335205,1.775431513786316,1.4099889993667603,0.887715756893158,1.0,1.0,0.031124893575906754,0.031124893575906754,0.0,0.0,0.0,0.0,171.92567443847656,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
300,171.9224395751953,2.0963232600479387e-05,0.0,0.0,3.4039853744616266e-06,0.0,0.0,0.31273457407951355,nan,0.4683370590209961,0.4698649048805237,1.7019926872308133e-06,nan,1692.840576171875,169.2840576171875,0.0,0.0,2.29449462890625,2.29449462890625,2.8147737979888916,1.7742154598236084,1.4073868989944458,0.8871077299118042,1.0,1.0,0.031123382970690727,0.031123382970690727,0.0,0.0,0.0,0.0,171.9224395751953,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
400,171.92160034179688,1.514907580713043e-05,0.0,0.0,5.447982065476253e-09,0.0,0.0,0.312733918428421,nan,0.4683368504047394,0.4698649048805237,2.7239910327381267e-09,nan,1692.8377685546875,169.28378295898438,0.0,0.0,2.293945074081421,2.293945074081421,2.8138229846954346,1.7740670442581177,1.4069114923477173,0.8870335221290588,1.0,1.0,0.03112284280359745,0.03112284280359745,0.0,0.0,0.0,0.0,171.92160034179688,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
500,171.9211883544922,8.979359336080961e-06,0.0,0.0,2.9102769971700582e-08,0.0,0.0,0.31273388862609863,nan,0.4683367908000946,0.4698648750782013,1.4551384985850291e-08,nan,1692.8382568359375,169.28382873535156,0.0,0.0,2.293498992919922,2.293498992919922,2.8130643367767334,1.7739335298538208,1.4065321683883667,0.8869667649269104,1.0,1.0,0.031123336404561996,0.031123336404561996,0.0,0.0,0.0,0.0,171.9211883544922,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
600,171.92117309570312,1.2939605767314788e-05,0.0,0.0,2.579604938546254e-07,0.0,0.0,0.312733918428421,nan,0.4683368504047394,0.4698648452758789,1.289802469273127e-07,nan,1692.8377685546875,169.28378295898438,0.0,0.0,2.2935256958007812,2.2935256958007812,2.813081979751587,1.7739694118499756,1.4065409898757935,0.8869847059249878,1.0,1.0,0.031122809275984764,0.031122809275984764,0.0,0.0,0.0,0.0,171.92117309570312,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
700,171.9407196044922,2.012181721511297e-05,0.0,0.0,1.921953980854596e-06,0.0,0.0,0.3127559721469879,nan,0.4683697819709778,0.46989724040031433,9.60976990427298e-07,nan,1693.0208740234375,169.30209350585938,0.0,0.0,2.2945542335510254,2.2945542335510254,2.814723491668701,1.7743849754333496,1.4073617458343506,0.8871924877166748,1.0,1.0,0.03129657730460167,0.03129657730460167,0.0,0.0,0.0,0.0,171.9407196044922,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
800,171.92098999023438,1.3909428162151016e-05,0.0,0.0,8.528521888706564e-09,0.0,0.0,0.31273388862609863,nan,0.4683367908000946,0.4698648452758789,4.264260944353282e-09,nan,1692.837646484375,169.2837677001953,0.0,0.0,2.293361186981201,2.293361186981201,2.812786340713501,1.773936152458191,1.4063931703567505,0.8869680762290955,1.0,1.0,0.03112286515533924,0.03112286515533924,0.0,0.0,0.0,0.0,171.92098999023438,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
900,171.92068481445312,5.117095497553237e-06,0.0,0.0,4.318624017424222e-12,0.0,0.0,0.31273388862609863,nan,0.4683367908000946,0.4698648452758789,2.159312008712111e-12,nan,1692.8375244140625,169.28375244140625,0.0,0.0,2.2930643558502197,2.2930643558502197,2.8123104572296143,1.7738182544708252,1.4061552286148071,0.8869091272354126,1.0,1.0,0.031122785061597824,0.031122785061597824,0.0,0.0,0.0,0.0,171.92068481445312,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
