sample_index,signal_normalization,signal_feature_mode,conditioning_mode,encoder_type,point_signal_mode,mask_head_mode,defect_iou,defect_area_pred,defect_area_label,mu_mse,mu_mae
69,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,16,16,208.57449340820312,2.6352527141571045
70,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,8,8,552.7117919921875,3.8574676513671875
71,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,9,9,368.2592468261719,3.072871446609497
72,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,4,4,128.46961975097656,1.4288583993911743
73,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,4,4,625.4535522460938,4.03477668762207
74,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,0.0,0,3,15274.70703125,16.811721801757812
75,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,8,8,94.30748748779297,1.759875774383545
76,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,9,9,740.6554565429688,4.747903347015381
77,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,10,10,526.3472900390625,4.475284099578857
78,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,6,6,575.1015625,3.9666576385498047
79,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,13,13,589.4596557617188,4.40592098236084
80,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,6,6,156.7377166748047,2.0717902183532715
81,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,0.8823529411764706,15,17,11628.068359375,18.206663131713867
82,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,9,9,427.49267578125,3.313227415084839
83,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,9,9,142.72105407714844,2.0716452598571777
84,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,10,10,209.92198181152344,2.4982125759124756
85,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,6,6,150.86424255371094,2.269376754760742
86,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,17,17,1301.079833984375,7.250978946685791
87,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,15,15,634.9722290039062,4.8404998779296875
88,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,8,8,236.4628448486328,2.2632789611816406
89,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,5,5,71.11231994628906,1.0870420932769775
90,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,4,4,71.94710540771484,1.1018787622451782
91,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,3,3,113.45355224609375,1.574654221534729
92,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,8,8,629.8375854492188,4.124227523803711
93,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,10,10,857.0004272460938,6.731950759887695
94,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,9,9,352.884521484375,3.369710922241211
95,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,8,8,378.18670654296875,2.9545814990997314
96,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,6,6,119.63214874267578,1.7217223644256592
97,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,0.0,0,5,24941.32421875,25.058937072753906
98,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,6,6,191.6315155029297,2.2799339294433594
99,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,10,10,218.8766326904297,2.972245454788208
100,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,13,13,665.966064453125,6.166103363037109
101,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,17,17,1083.3563232421875,7.41968297958374
102,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,14,14,194.8424530029297,2.8032479286193848
103,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,4,4,22.11012840270996,0.6583055853843689
104,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,0.875,7,8,5213.52099609375,7.35697603225708
105,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,13,13,1919.6492919921875,11.17927074432373
106,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,0.0,0,4,20013.69921875,20.6870059967041
107,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,0.5,2,4,10156.857421875,12.02880573272705
108,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,8,8,189.07424926757812,2.5110366344451904
109,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,8,8,147.841796875,1.72140371799469
110,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,5,5,383.0757751464844,3.2018115520477295
111,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,13,13,1194.8160400390625,7.946712493896484
112,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,7,7,614.4830322265625,5.761094093322754
113,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,9,9,576.6838989257812,4.912862300872803
114,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,9,9,142.7978057861328,1.6820242404937744
115,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,4,4,52.86268615722656,0.9434197545051575
116,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,8,8,196.48155212402344,2.7224016189575195
117,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,2,2,14.716869354248047,0.48802366852760315
118,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,7,7,603.44287109375,5.229156494140625
119,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,11,11,730.2032470703125,5.899068355560303
120,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,4,4,58.51633834838867,1.6577155590057373
121,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,0.6666666666666666,2,3,5446.9140625,8.391313552856445
122,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,9,9,474.01593017578125,3.4964489936828613
123,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,9,9,214.33737182617188,2.383279323577881
124,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,4,4,52.43639373779297,1.0602433681488037
125,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,3,3,93.53907775878906,1.254540205001831
126,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,6,6,245.3384246826172,2.5091261863708496
127,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,12,12,458.5193176269531,3.758244276046753
128,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,0.8888888888888888,8,9,5310.8154296875,8.679818153381348
129,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,5,5,65.80985260009766,1.0084229707717896
130,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,5,5,246.4873809814453,2.464022636413574
131,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,6,6,99.16246795654297,1.6861284971237183
132,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,0.9230769230769231,13,12,5157.7431640625,7.358587265014648
133,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,11,11,710.2687377929688,4.94490909576416
134,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,6,6,74.48552703857422,1.2209235429763794
135,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,0.8,4,5,5182.1669921875,7.227935791015625
136,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,5,5,825.2171630859375,5.485391139984131
137,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,9,9,380.3362731933594,3.0775771141052246
138,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,0.6666666666666666,5,5,10804.0546875,14.53829288482666
139,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,3,3,34.72126770019531,0.7234894633293152
140,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,11,11,1842.51708984375,8.3479585647583
141,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,18,18,1923.5655517578125,10.160008430480957
142,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,13,13,676.669189453125,6.261366367340088
143,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,4,4,100.47187042236328,1.521689772605896
144,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,12,12,251.1024169921875,3.235013008117676
145,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,4,4,68.86844635009766,1.2033549547195435
146,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,14,14,1279.6282958984375,8.267202377319336
147,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,0.8333333333333334,5,6,6389.275390625,12.310129165649414
148,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,6,6,18.40387535095215,0.5764718651771545
149,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,15,15,2004.47900390625,9.78542709350586
150,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,0.8333333333333334,5,6,5208.8056640625,7.079716205596924
151,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,6,6,76.50297546386719,1.5176399946212769
152,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,10,10,450.64959716796875,4.175755977630615
153,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,10,10,768.4857788085938,5.435097694396973
154,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,15,15,2286.8984375,12.607301712036133
155,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,0.0,0,4,20046.705078125,20.840805053710938
156,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,11,11,381.06781005859375,3.265066385269165
157,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,6,6,21.926959991455078,0.738815188407898
158,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,6,6,26.66014862060547,0.6284635066986084
159,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,8,8,362.6858215332031,3.095008373260498
160,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,3,3,435.7929992675781,3.1237869262695312
161,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,2,2,63.524208068847656,1.0495737791061401
162,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,4,4,194.35304260253906,2.3157362937927246
163,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,0.8333333333333334,5,6,5293.74658203125,7.856352806091309
164,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,5,5,94.02110290527344,1.8080291748046875
165,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,7,7,422.9134216308594,3.4771883487701416
166,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,7,7,373.4655456542969,3.333589792251587
167,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,17,17,641.0523071289062,5.228945255279541
168,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,11,11,624.9963989257812,4.281130313873291
169,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,8,8,316.9147644042969,2.9178099632263184
170,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,12,12,359.0240478515625,3.3877618312835693
171,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,5,5,2482.11767578125,12.995505332946777
172,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,0.8571428571428571,6,7,5801.3349609375,9.155566215515137
173,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,0.0,0,6,30258.234375,31.87224578857422
174,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,4,4,106.87936401367188,1.4740270376205444
175,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,11,11,1153.462646484375,7.472496032714844
176,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,6,6,73.84236907958984,1.3396276235580444
177,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,4,4,45.212284088134766,1.0215026140213013
178,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,4,4,336.3819885253906,3.1156225204467773
179,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,6,6,133.6598358154297,1.354116439819336
180,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,6,6,67.02808380126953,1.2608141899108887
181,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,12,12,1835.5064697265625,7.664192199707031
182,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,6,6,463.43218994140625,2.916350841522217
183,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,0.0,0,3,14970.4150390625,15.086382865905762
184,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,13,13,848.0421142578125,6.598526477813721
185,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,6,6,85.49369812011719,1.2955818176269531
186,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,4,4,157.73834228515625,1.780659794807434
187,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,6,6,405.42181396484375,3.4093315601348877
188,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,3,3,162.74496459960938,1.517378330230713
189,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,3,3,76.03975677490234,1.1244256496429443
190,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,0.0,0,4,19984.755859375,20.744890213012695
191,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,5,5,74.69203186035156,0.9964976906776428
192,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,0.5714285714285714,4,7,15058.169921875,16.30522918701172
193,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,6,6,6.943479537963867,0.45541998744010925
194,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,7,7,292.4003601074219,2.409895181655884
195,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,14,14,1109.8802490234375,6.114878177642822
196,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,0.0,0,4,19968.6953125,20.305282592773438
197,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,0.0,0,10,50151.5078125,52.13642501831055
198,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,3,3,2185.122314453125,11.720995903015137
199,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,9,9,221.68502807617188,2.7654669284820557
200,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,6,6,27.688539505004883,0.7421104311943054
201,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,4,4,573.1430053710938,4.850021839141846
202,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,2,2,28.996183395385742,0.8520010113716125
203,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,3,3,102.14280700683594,1.2200298309326172
204,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,15,15,820.4273071289062,5.771079063415527
205,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,10,10,824.467529296875,4.692690372467041
206,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,6,6,144.35116577148438,1.7902615070343018
207,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,6,6,1575.9312744140625,9.679739952087402
208,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,0.75,7,7,10198.8193359375,12.12619686126709
209,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,7,7,824.4246826171875,5.959372520446777
210,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,3,3,149.50961303710938,2.1784961223602295
211,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,9,9,26.267621994018555,0.9326671957969666
212,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,6,6,503.9837341308594,4.879762649536133
213,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,4,4,85.21257781982422,1.4742523431777954
214,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,6,6,510.4385681152344,4.106619358062744
215,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,0.0,0,4,20013.931640625,21.00370979309082
216,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,10,10,398.3603820800781,4.221165657043457
217,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,11,11,917.1602172851562,6.5912065505981445
218,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,0.0,0,4,20322.96875,21.704654693603516
219,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,9,9,1465.0108642578125,8.554033279418945
220,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,6,6,287.8092346191406,2.9988856315612793
221,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,4,4,9.134316444396973,0.4606746435165405
222,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,5,5,100.48770904541016,1.5269596576690674
223,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,7,7,242.201171875,2.8064370155334473
224,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,12,12,612.7532348632812,5.013223171234131
225,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,12,12,317.837890625,3.598661422729492
226,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,12,12,1940.730224609375,8.71216869354248
227,per_sample_zscore,raw_abs_grad,concat,mlp,none,mu_threshold,1.0,5,5,535.2023315429688,4.7334418296813965
