runner config | sample=2 | center_mode=three | test_centers=3 | test_radius=5.000000e+00 | lambda_area_prior=1.000000e+00 | lambda_mask_prior=1.000000e+00 | lambda_mask_bce_prior=1.000000e+00
sample=2 | outer=1/30 | loss_phi=2.407313e+00 | loss_mu=1.482292e+00 | mu_mse=1.753349e+05 | mu_mae=4.175539e+02 | defect_area_pred=0 | defect_area_label=48 | defect_iou=0.000000e+00
sample=2 | outer=2/30 | loss_phi=2.389665e+00 | loss_mu=9.930844e-01 | mu_mse=1.580140e+05 | mu_mae=3.954105e+02 | defect_area_pred=63 | defect_area_label=48 | defect_iou=0.000000e+00
sample=2 | outer=3/30 | loss_phi=2.386123e+00 | loss_mu=8.660716e-01 | mu_mse=1.303253e+05 | mu_mae=3.563210e+02 | defect_area_pred=142 | defect_area_label=48 | defect_iou=1.728395e-01
sample=2 | outer=4/30 | loss_phi=2.384826e+00 | loss_mu=8.726344e-01 | mu_mse=1.157961e+05 | mu_mae=3.338658e+02 | defect_area_pred=145 | defect_area_label=48 | defect_iou=2.292994e-01
sample=2 | outer=5/30 | loss_phi=2.383628e+00 | loss_mu=9.195284e-01 | mu_mse=1.079120e+05 | mu_mae=3.211207e+02 | defect_area_pred=133 | defect_area_label=48 | defect_iou=2.229730e-01
sample=2 | outer=6/30 | loss_phi=2.382276e+00 | loss_mu=1.006251e+00 | mu_mse=1.032577e+05 | mu_mae=3.129822e+02 | defect_area_pred=101 | defect_area_label=48 | defect_iou=2.735043e-01
sample=2 | outer=7/30 | loss_phi=2.380542e+00 | loss_mu=1.168188e+00 | mu_mse=9.957486e+04 | mu_mae=3.061747e+02 | defect_area_pred=80 | defect_area_label=48 | defect_iou=3.913043e-01
sample=2 | outer=8/30 | loss_phi=2.378013e+00 | loss_mu=1.459341e+00 | mu_mse=1.052290e+05 | mu_mae=3.151480e+02 | defect_area_pred=91 | defect_area_label=48 | defect_iou=4.946237e-01
sample=2 | outer=9/30 | loss_phi=2.373273e+00 | loss_mu=1.891917e+00 | mu_mse=1.191389e+05 | mu_mae=3.379310e+02 | defect_area_pred=96 | defect_area_label=48 | defect_iou=4.693878e-01
sample=2 | outer=10/30 | loss_phi=2.366224e+00 | loss_mu=2.277898e+00 | mu_mse=1.332264e+05 | mu_mae=3.586851e+02 | defect_area_pred=112 | defect_area_label=48 | defect_iou=4.285714e-01
sample=2 | outer=11/30 | loss_phi=2.360956e+00 | loss_mu=2.572403e+00 | mu_mse=1.448202e+05 | mu_mae=3.754628e+02 | defect_area_pred=133 | defect_area_label=48 | defect_iou=3.609022e-01
sample=2 | outer=12/30 | loss_phi=2.356072e+00 | loss_mu=2.623093e+00 | mu_mse=1.488178e+05 | mu_mae=3.814745e+02 | defect_area_pred=132 | defect_area_label=48 | defect_iou=3.636364e-01
sample=2 | outer=13/30 | loss_phi=2.351666e+00 | loss_mu=2.542026e+00 | mu_mse=1.455464e+05 | mu_mae=3.771169e+02 | defect_area_pred=120 | defect_area_label=48 | defect_iou=4.000000e-01
sample=2 | outer=14/30 | loss_phi=2.347612e+00 | loss_mu=2.265368e+00 | mu_mse=1.327578e+05 | mu_mae=3.591308e+02 | defect_area_pred=94 | defect_area_label=48 | defect_iou=5.106383e-01
sample=2 | outer=15/30 | loss_phi=2.344179e+00 | loss_mu=1.810304e+00 | mu_mse=1.151037e+05 | mu_mae=3.320902e+02 | defect_area_pred=77 | defect_area_label=48 | defect_iou=6.025641e-01
