run_label,split,hard_case_type,sample_count,mask_iou,center_grid_mae,x_bin_acc,y_bin_acc,center_offset_mae,pred_area,target_area
v3_train_candidate,test,bins_correct_center_or_offset_bad,2,0.0,66.33472470025484,0.0,0.0,0.3040073581271706,193.0,113.0
v3_train_candidate,test,both_bins_wrong_like,2,0.0963060686015831,46.21652625649199,0.0,0.5,0.13086828358968058,193.0,291.5
v3_train_candidate,test,geometry_or_type_interaction,2,0.0,14.076401851622496,0.5,0.0,0.13812903849283856,193.0,80.0
v3_train_candidate,test,rare_y_bin_wrong,1,0.0,44.47438878743147,0.0,0.0,0.3067995664808485,193.0,231.0
v3_train_candidate,test,x_bin_wrong_like,3,0.0856898029134533,50.044416055712155,0.0,0.3333333333333333,0.2228048366970483,193.0,280.0
v3_train_candidate,train,bins_correct_center_or_offset_bad,7,0.003968253968253957,46.12171973552307,0.14285714285714285,0.2857142857142857,0.3155789299616741,193.0,129.0
v3_train_candidate,train,both_bins_wrong_like,5,0.0,48.38981580187331,0.2,0.2,0.1308675435384113,193.0,290.0
v3_train_candidate,train,geometry_or_type_interaction,5,0.0,38.45547327013287,0.2,0.0,0.17080932447645375,193.0,80.8
v3_train_candidate,train,rare_y_bin_wrong,3,0.0,38.95927684246473,0.0,0.3333333333333333,0.17678988393147801,193.0,211.0
v3_train_candidate,train,x_bin_wrong_like,10,0.05636826133960195,41.819004710160854,0.0,0.6,0.20464232008192243,193.0,273.9
v3_train_candidate,val,bins_correct_center_or_offset_bad,2,0.0,50.11817502408115,0.0,0.0,0.32213262981838653,193.0,127.5
v3_train_candidate,val,both_bins_wrong_like,2,0.0,49.401383375831855,0.0,0.0,0.13086727947658938,193.0,284.0
v3_train_candidate,val,geometry_or_type_interaction,2,0.19689119170984454,7.910070521320565,0.0,0.5,0.391879038492839,193.0,80.0
v3_train_candidate,val,rare_y_bin_wrong,1,0.0,44.2749937495609,0.0,0.0,0.30679951307508657,193.0,216.0
v3_train_candidate,val,x_bin_wrong_like,3,0.025089355089355062,38.53705526063169,0.0,0.3333333333333333,0.22280499832718456,193.0,278.3333333333333
v3_train_param_only_reference,test,bins_correct_center_or_offset_bad,2,0.0,39.23222118756696,0.0,0.5,0.23192115020751874,208.0,113.0
v3_train_param_only_reference,test,both_bins_wrong_like,2,0.0,49.166188681859225,0.0,0.0,0.5503585472106922,208.0,291.5
v3_train_param_only_reference,test,geometry_or_type_interaction,2,0.0,36.664937421454795,0.0,0.0,0.4086744698418502,208.0,80.0
v3_train_param_only_reference,test,rare_y_bin_wrong,1,0.0,21.204356370979173,0.0,0.0,0.17556673177083268,208.0,231.0
v3_train_param_only_reference,test,x_bin_wrong_like,3,0.1214935735059574,34.22137745371411,0.0,0.6666666666666666,0.6377542750040682,208.0,280.0
v3_train_param_only_reference,train,bins_correct_center_or_offset_bad,7,0.0705088902513795,40.313344421936684,0.0,0.14285714285714285,0.3302698199559764,208.0,129.0
v3_train_param_only_reference,train,both_bins_wrong_like,5,0.00133333333333332,43.04279001696115,0.0,0.0,0.5503590842352966,208.0,290.0
v3_train_param_only_reference,train,geometry_or_type_interaction,5,0.0,36.215731281333824,0.0,0.0,0.5255952835082999,208.0,80.8
v3_train_param_only_reference,train,rare_y_bin_wrong,3,0.014109347442680767,20.9774847972983,0.3333333333333333,0.0,0.36695634121364956,208.0,211.0
v3_train_param_only_reference,train,x_bin_wrong_like,10,0.06010040605389442,36.67850554597065,0.1,0.4,0.5709839770846888,208.0,273.9
v3_train_param_only_reference,val,bins_correct_center_or_offset_bad,2,0.0,48.86824009251187,0.0,0.0,0.2862958785163025,208.0,127.5
v3_train_param_only_reference,val,both_bins_wrong_like,2,0.0,45.626032452699846,0.0,0.0,0.5503584908379443,208.0,284.0
v3_train_param_only_reference,val,geometry_or_type_interaction,2,0.0,21.8638706736643,0.0,0.0,0.26649991268581796,208.0,80.0
v3_train_param_only_reference,val,rare_y_bin_wrong,1,0.1910112359550561,16.519072279191718,0.0,1.0,0.17556678517659458,208.0,216.0
v3_train_param_only_reference,val,x_bin_wrong_like,3,0.1969208424110385,30.402152145479352,0.0,0.6666666666666666,0.6377543527108647,208.0,278.3333333333333
