split,sample_index,component_slot,matched_slot,presence_true,presence_prob,presence_pred,type_true,type_pred,type_correct,center_x_true,center_x_pred,center_y_true,center_y_pred,axis_x_true,axis_x_pred,axis_y_true,axis_y_pred,depth_true,depth_pred,rotation_true,rotation_pred,center_error,axis_error,depth_error,rotation_error,target_schema,type_vocab,run_label,center_x_bin_true_derived,center_x_bin_pred_derived,center_y_bin_true_derived,center_y_bin_pred_derived,x_bin_correct,y_bin_correct,both_bins_correct,center_x_grid_error,center_y_grid_error,center_grid_error,center_offset_x_abs_error,center_offset_y_abs_error,center_offset_mae,pred_mask_iou,pred_area,target_area,area_diff,hard_case_type,defect_type,rotation_angle,component_type_combination
train,0,0,0,1,0.9999827146530152,1,rectangular_notch,rectangular_notch,1.0,704.0703735351562,1573.070556640625,1310.0,1598.393798828125,760.0,712.799560546875,220.0,196.3165740966797,70.0,76.96311950683594,0.0,-0.0706542506814003,915.6048583984376,52.8089599609375,6.9631195068359375,0.070648193359375,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,v3_train_candidate,3,8,5,6,False,False,False,38.42911920844184,9.516995361328124,39.59002909627845,0.19636009894476975,0.18962442016601627,0.192992259555393,0.0,193,231,-38,x_bin_wrong_like,rectangular_notch,0.0,rectangular_notch
train,1,0,0,1,0.9999827146530152,1,rectangular_notch,rectangular_notch,1.0,1961.3568115234373,1573.070556640625,1405.0,1598.393798828125,800.0,712.799560546875,240.0,196.31655883789065,75.0,76.96311950683594,0.0,-0.0706476345658302,433.7826232910156,97.5302963256836,1.9631195068359373,0.070648193359375,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,v3_train_candidate,10,8,5,6,False,False,False,17.170881049262142,6.381995361328125,18.318543086171548,0.14636013115776692,0.2022505798339837,0.1743053554958753,0.0350109409190372,193,280,-87,x_bin_wrong_like,rectangular_notch,0.0,rectangular_notch
train,2,0,0,1,0.9999827146530152,1,rectangular_notch,rectangular_notch,1.0,3236.733642578125,1573.07080078125,1500.0,1598.3939208984375,840.0,712.7996215820312,260.0,196.3166046142578,80.0,76.96311950683594,0.0,-0.0706706792116165,1666.5699462890625,142.25157165527344,3.0368804931640625,0.0706634521484375,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,v3_train_candidate,17,8,6,6,False,True,False,73.57086789279514,3.2469993896484373,73.64248507169955,0.196358486599392,0.40587492370605466,0.3011167051527233,0.0,193,296,-103,x_bin_wrong_like,rectangular_notch,0.0,rectangular_notch
train,3,0,0,1,0.9999827146530152,1,rectangular_notch,rectangular_notch,1.0,1237.7386474609375,1573.0704345703125,1595.0,1598.3936767578125,880.0,712.799560546875,220.0,196.3165435791016,85.0,76.96311950683594,0.0,-0.0706405863165855,335.3489685058594,168.8694610595703,8.036880493164062,0.070648193359375,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,v3_train_candidate,6,8,6,6,False,True,False,14.829116807725695,0.1119913330078125,14.829539687928333,0.14636039903428788,0.013998916625976562,0.08017965783013223,0.3746312684365782,193,273,-80,x_bin_wrong_like,rectangular_notch,0.0,rectangular_notch
train,4,0,0,1,0.9999827146530152,1,rectangular_notch,rectangular_notch,1.0,2513.115478515625,1573.070556640625,1690.0,1598.393798828125,760.0,712.799560546875,240.0,196.31658935546875,70.0,76.96311950683594,0.0,-0.0706557407975196,944.497802734375,64.31269073486328,6.9631195068359375,0.070648193359375,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,v3_train_candidate,13,8,6,6,False,True,False,41.570875434027776,3.0230046386718747,41.680645885073396,0.19635942925347116,0.37787557983398434,0.28711750454372775,0.0,193,264,-71,x_bin_wrong_like,rectangular_notch,0.0,rectangular_notch
train,5,0,0,1,0.9999827146530152,1,rectangular_notch,rectangular_notch,1.0,3770.402099609375,1573.0706787109375,1310.0,1598.393798828125,800.0,712.7996215820312,260.0,196.31658935546875,75.0,76.96311950683594,0.0,-0.0706608667969703,2216.17626953125,107.97908020019533,1.9631195068359373,0.0706634521484375,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,v3_train_candidate,20,8,5,6,False,False,False,97.17087839084202,9.516995361328124,97.63581723914308,0.14635979885525124,0.18962442016601627,0.16799210951063376,0.0,193,315,-122,x_bin_wrong_like,rectangular_notch,0.0,rectangular_notch
train,6,0,0,1,0.9999827146530152,1,rectangular_notch,rectangular_notch,1.0,1789.4974365234375,1573.070556640625,1405.0,1598.3936767578125,840.0,712.799560546875,220.0,196.31655883789065,80.0,76.96311950683594,0.0,-0.0706508308649063,290.24420166015625,129.38645935058594,3.0368804931640625,0.070648193359375,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,v3_train_candidate,9,8,5,6,False,False,False,9.57087757703993,6.381991333007812,11.503543409283617,0.19635969712999085,0.20225108337402276,0.1993053902520068,0.0,193,259,-66,x_bin_wrong_like,rectangular_notch,0.0,rectangular_notch
train,7,0,0,1,0.9999827146530152,1,rectangular_notch,rectangular_notch,1.0,3046.783935546875,1573.07080078125,1500.0,1598.3939208984375,880.0,712.7996215820312,240.0,196.3166046142578,85.0,76.96311950683594,0.0,-0.0706749483942985,1476.994140625,172.81263732910156,8.036880493164062,0.0706787109375,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,v3_train_candidate,16,8,6,6,False,True,False,65.1708697374132,3.2469993896484373,65.25170700730561,0.14635871717664814,0.40587492370605466,0.2761168204413514,0.0,193,312,-119,x_bin_wrong_like,rectangular_notch,0.0,rectangular_notch
train,8,0,0,1,0.9999827146530152,1,rectangular_notch,rectangular_notch,1.0,1065.87939453125,1573.0704345703125,1595.0,1598.3936767578125,760.0,712.799560546875,260.0,196.31655883789065,70.0,76.96311950683594,0.0,-0.0706497654318809,507.202392578125,79.2682876586914,6.9631195068359375,0.070648193359375,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,v3_train_candidate,5,8,6,6,False,True,False,22.42911488172743,0.1119913330078125,22.429394473244162,0.1963606397840707,0.013998916625976562,0.10517977820502364,0.154040404040404,193,264,-71,x_bin_wrong_like,rectangular_notch,0.0,rectangular_notch
train,9,0,0,1,0.9999827146530152,1,rectangular_notch,rectangular_notch,1.0,2323.165771484375,1573.070556640625,1690.0,1598.393798828125,800.0,712.7996215820312,220.0,196.3165740966797,75.0,76.96311950683594,0.0,-0.0706585198640823,755.6682739257812,90.35934448242188,1.9631195068359373,0.0706634521484375,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,v3_train_candidate,12,8,6,6,False,True,False,33.17087727864583,3.0230046386718747,33.30834214548082,0.14635965983072985,0.37787557983398434,0.2621176198323571,0.0,193,245,-52,x_bin_wrong_like,rectangular_notch,0.0,rectangular_notch
