run_label,split,sample_index,hard_case_type,mask_iou,center_grid_mae,max_center_grid_error,x_bin_acc,y_bin_acc,both_bin_acc,center_offset_mae,pred_area,target_area,area_diff
v3_train_candidate,test,0,x_bin_wrong_like,0.0,42.64634667892427,42.64634667892427,0.0,0.0,0.0,0.19299192470974372,193,264,-71
v3_train_candidate,test,1,x_bin_wrong_like,0.0,97.38023142321968,97.38023142321968,0.0,0.0,0.0,0.17430518934461747,193,280,-87
v3_train_candidate,test,2,x_bin_wrong_like,0.2570694087403599,10.106670064992528,10.106670064992528,0.0,1.0,0.0,0.3011173960367836,193,296,-103
v3_train_candidate,test,3,both_bins_wrong_like,0.0,70.01829333746464,70.01829333746464,0.0,0.0,0.0,0.1308682030571826,193,324,-131
v3_train_candidate,test,4,both_bins_wrong_like,0.1926121372031662,22.41475917551934,22.41475917551934,0.0,1.0,0.0,0.13086836412217856,193,259,-66
v3_train_candidate,test,5,bins_correct_center_or_offset_bad,0.0,39.25772595029288,39.25772595029288,0.0,0.0,0.0,0.366382488674588,193,96,97
v3_train_candidate,test,6,bins_correct_center_or_offset_bad,0.0,93.41172345021678,93.41172345021678,0.0,0.0,0.0,0.2416322275797532,193,130,63
v3_train_candidate,test,7,geometry_or_type_interaction,0.0,13.160061250126896,13.160061250126896,0.0,0.0,0.0,0.15911196729871985,193,84,109
v3_train_candidate,test,8,geometry_or_type_interaction,0.0,14.992742453118098,14.992742453118098,1.0,0.0,0.0,0.11714610968695728,193,76,117
v3_train_candidate,test,9,rare_y_bin_wrong,0.0,44.47438878743147,44.47438878743147,0.0,0.0,0.0,0.3067995664808485,193,231,-38
v3_train_candidate,train,0,x_bin_wrong_like,0.0,39.59002909627845,39.59002909627845,0.0,0.0,0.0,0.192992259555393,193,231,-38
v3_train_candidate,train,1,x_bin_wrong_like,0.0350109409190372,18.318543086171548,18.318543086171548,0.0,0.0,0.0,0.1743053554958753,193,280,-87
v3_train_candidate,train,2,x_bin_wrong_like,0.0,73.64248507169955,73.64248507169955,0.0,1.0,0.0,0.3011167051527233,193,296,-103
v3_train_candidate,train,3,x_bin_wrong_like,0.3746312684365782,14.829539687928333,14.829539687928333,0.0,1.0,0.0,0.08017965783013223,193,273,-80
v3_train_candidate,train,4,x_bin_wrong_like,0.0,41.680645885073396,41.680645885073396,0.0,1.0,0.0,0.28711750454372775,193,264,-71
v3_train_candidate,train,5,x_bin_wrong_like,0.0,97.63581723914308,97.63581723914308,0.0,0.0,0.0,0.16799210951063376,193,315,-122
v3_train_candidate,train,6,x_bin_wrong_like,0.0,11.503543409283617,11.503543409283617,0.0,0.0,0.0,0.1993053902520068,193,259,-66
v3_train_candidate,train,7,x_bin_wrong_like,0.0,65.25170700730561,65.25170700730561,0.0,1.0,0.0,0.2761168204413514,193,312,-119
v3_train_candidate,train,8,x_bin_wrong_like,0.154040404040404,22.429394473244162,22.429394473244162,0.0,1.0,0.0,0.10517977820502364,193,264,-71
v3_train_candidate,train,9,x_bin_wrong_like,0.0,33.30834214548082,33.30834214548082,0.0,1.0,0.0,0.2621176198323571,193,245,-52
v3_train_candidate,train,10,both_bins_wrong_like,0.0,90.92128946178633,90.92128946178633,0.0,0.0,0.0,0.13086708407931774,193,288,-95
v3_train_candidate,train,11,both_bins_wrong_like,0.0,24.554597737807594,24.554597737807594,1.0,0.0,0.0,0.13086779615614155,193,333,-140
v3_train_candidate,train,12,both_bins_wrong_like,0.0,57.59307407053121,57.59307407053121,0.0,1.0,0.0,0.1308676088121205,193,245,-52
v3_train_candidate,train,13,both_bins_wrong_like,0.0,38.429464256716,38.429464256716,0.0,0.0,0.0,0.13086743248833513,193,288,-95
v3_train_candidate,train,14,both_bins_wrong_like,0.0,30.45065348252543,30.45065348252543,0.0,0.0,0.0,0.1308677961561416,193,296,-103
v3_train_candidate,train,15,bins_correct_center_or_offset_bad,0.0,87.7240663939379,87.7240663939379,0.0,0.0,0.0,0.33013285827636785,193,140,53
v3_train_candidate,train,16,bins_correct_center_or_offset_bad,0.0,17.694733846160975,17.694733846160975,1.0,0.0,0.0,0.2778821631537545,193,115,78
v3_train_candidate,train,17,bins_correct_center_or_offset_bad,0.0,54.597402770598386,54.597402770598386,0.0,0.0,0.0,0.3663830617268875,193,144,49
v3_train_candidate,train,18,bins_correct_center_or_offset_bad,0.0,36.11211481438795,36.11211481438795,0.0,0.0,0.0,0.24163219790988563,193,130,63
v3_train_candidate,train,19,bins_correct_center_or_offset_bad,0.0277777777777777,21.481955152995127,21.481955152995127,0.0,1.0,0.0,0.4735073479546448,193,140,53
v3_train_candidate,train,20,bins_correct_center_or_offset_bad,0.0,76.99137097525237,76.99137097525237,0.0,1.0,0.0,0.2053826666937932,193,138,55
v3_train_candidate,train,21,bins_correct_center_or_offset_bad,0.0,28.250394195328774,28.250394195328774,0.0,0.0,0.0,0.314132214016385,193,96,97
v3_train_candidate,train,22,geometry_or_type_interaction,0.0,65.84573312991002,65.84573312991002,0.0,0.0,0.0,0.2282144215901688,193,80,113
v3_train_candidate,train,23,geometry_or_type_interaction,0.0,74.02743597848757,74.02743597848757,0.0,0.0,0.0,0.2545552792019311,193,84,109
v3_train_candidate,train,24,geometry_or_type_interaction,0.0,17.482571619432292,17.482571619432292,0.0,0.0,0.0,0.042117199367946466,193,76,117
v3_train_candidate,train,25,geometry_or_type_interaction,0.0,18.92218773518767,18.92218773518767,1.0,0.0,0.0,0.187957477145725,193,80,113
v3_train_candidate,train,26,geometry_or_type_interaction,0.0,15.999437887646804,15.999437887646804,0.0,0.0,0.0,0.14120224507649745,193,84,109
v3_train_candidate,train,27,rare_y_bin_wrong,0.0,33.85015418616045,33.85015418616045,0.0,0.0,0.0,0.07818850877549924,193,216,-23
v3_train_candidate,train,28,rare_y_bin_wrong,0.0,33.483968973706176,33.483968973706176,0.0,1.0,0.0,0.14538168334960969,193,186,7
v3_train_candidate,train,29,rare_y_bin_wrong,0.0,49.54370736752756,49.54370736752756,0.0,0.0,0.0,0.30679945966932515,193,231,-38
v3_train_candidate,val,0,x_bin_wrong_like,0.0,58.352193316040264,58.352193316040264,0.0,0.0,0.0,0.19299168904622455,193,259,-66
v3_train_candidate,val,1,x_bin_wrong_like,0.01,31.48276021018187,31.48276021018187,0.0,0.0,0.0,0.17430580817328492,193,312,-119
v3_train_candidate,val,2,x_bin_wrong_like,0.0652680652680652,25.77621225567293,25.77621225567293,0.0,1.0,0.0,0.3011174977620442,193,264,-71
v3_train_candidate,val,3,both_bins_wrong_like,0.0,82.03274290709048,82.03274290709048,0.0,0.0,0.0,0.13086673567030171,193,280,-87
v3_train_candidate,val,4,both_bins_wrong_like,0.0,16.770023844573235,16.770023844573235,0.0,0.0,0.0,0.13086782328287702,193,288,-95
v3_train_candidate,val,5,bins_correct_center_or_offset_bad,0.0,59.03318515797305,59.03318515797305,0.0,0.0,0.0,0.31413248189290344,193,140,53
v3_train_candidate,val,6,bins_correct_center_or_offset_bad,0.0,41.20316489018924,41.20316489018924,0.0,0.0,0.0,0.3301327777438696,193,115,78
v3_train_candidate,val,7,geometry_or_type_interaction,0.3937823834196891,3.479757696866457,3.479757696866457,0.0,1.0,0.0,0.31473696729871986,193,76,117
