runner config | sample=3 | center_mode=three | test_centers=3 | test_radius=5.000000e+00 | lambda_area_prior=1.000000e+00 | lambda_mask_prior=1.000000e+00 | lambda_mask_bce_prior=0.000000e+00
sample=3 | outer=1/20 | loss_phi=2.405712e+00 | loss_mu=1.793714e+00 | mu_mse=2.595458e+05 | mu_mae=5.030848e+02 | defect_area_pred=1232 | defect_area_label=59 | defect_iou=4.788961e-02
sample=3 | outer=2/20 | loss_phi=2.379670e+00 | loss_mu=1.033359e+00 | mu_mse=1.675848e+05 | mu_mae=4.008711e+02 | defect_area_pred=535 | defect_area_label=59 | defect_iou=1.102804e-01
sample=3 | outer=3/20 | loss_phi=2.373159e+00 | loss_mu=8.861633e-01 | mu_mse=1.322156e+05 | mu_mae=3.500190e+02 | defect_area_pred=411 | defect_area_label=59 | defect_iou=1.380145e-01
sample=3 | outer=4/20 | loss_phi=2.370732e+00 | loss_mu=8.440476e-01 | mu_mse=1.094954e+05 | mu_mae=3.127461e+02 | defect_area_pred=352 | defect_area_label=59 | defect_iou=1.610170e-01
sample=3 | outer=5/20 | loss_phi=2.369692e+00 | loss_mu=8.432307e-01 | mu_mse=9.606717e+04 | mu_mae=2.876735e+02 | defect_area_pred=340 | defect_area_label=59 | defect_iou=1.666667e-01
sample=3 | outer=6/20 | loss_phi=2.368839e+00 | loss_mu=8.585953e-01 | mu_mse=8.228069e+04 | mu_mae=2.641637e+02 | defect_area_pred=266 | defect_area_label=59 | defect_iou=2.037037e-01
sample=3 | outer=7/20 | loss_phi=2.368094e+00 | loss_mu=8.568418e-01 | mu_mse=7.269934e+04 | mu_mae=2.486115e+02 | defect_area_pred=132 | defect_area_label=59 | defect_iou=3.941606e-01
sample=3 | outer=8/20 | loss_phi=2.367275e+00 | loss_mu=8.677943e-01 | mu_mse=6.135449e+04 | mu_mae=2.251193e+02 | defect_area_pred=97 | defect_area_label=59 | defect_iou=5.600000e-01
sample=3 | outer=9/20 | loss_phi=2.366447e+00 | loss_mu=9.185562e-01 | mu_mse=5.352432e+04 | mu_mae=2.046641e+02 | defect_area_pred=92 | defect_area_label=59 | defect_iou=5.894737e-01
sample=3 | outer=10/20 | loss_phi=2.365497e+00 | loss_mu=1.018830e+00 | mu_mse=5.107634e+04 | mu_mae=1.951915e+02 | defect_area_pred=96 | defect_area_label=59 | defect_iou=5.656565e-01
sample=3 | outer=11/20 | loss_phi=2.364279e+00 | loss_mu=1.176048e+00 | mu_mse=5.095976e+04 | mu_mae=1.926236e+02 | defect_area_pred=94 | defect_area_label=59 | defect_iou=5.937500e-01
sample=3 | outer=12/20 | loss_phi=2.362731e+00 | loss_mu=1.170217e+00 | mu_mse=2.179661e+05 | mu_mae=3.706888e+02 | defect_area_pred=1148 | defect_area_label=59 | defect_iou=5.139373e-02
sample=3 | outer=13/20 | loss_phi=2.348723e+00 | loss_mu=1.099578e+00 | mu_mse=3.411728e+05 | mu_mae=4.538107e+02 | defect_area_pred=1279 | defect_area_label=59 | defect_iou=4.612979e-02
sample=3 | outer=14/20 | loss_phi=2.301792e+00 | loss_mu=1.192940e+00 | mu_mse=3.867575e+05 | mu_mae=4.916176e+02 | defect_area_pred=1381 | defect_area_label=59 | defect_iou=4.272266e-02
sample=3 | outer=15/20 | loss_phi=2.228605e+00 | loss_mu=1.203048e+00 | mu_mse=4.051367e+05 | mu_mae=5.106363e+02 | defect_area_pred=1410 | defect_area_label=59 | defect_iou=4.184397e-02
sample=3 | outer=16/20 | loss_phi=2.141689e+00 | loss_mu=1.200269e+00 | mu_mse=4.148334e+05 | mu_mae=5.193226e+02 | defect_area_pred=1431 | defect_area_label=59 | defect_iou=4.122991e-02
sample=3 | outer=17/20 | loss_phi=2.027542e+00 | loss_mu=1.146588e+00 | mu_mse=3.990870e+05 | mu_mae=4.969944e+02 | defect_area_pred=1377 | defect_area_label=59 | defect_iou=4.284677e-02
sample=3 | outer=18/20 | loss_phi=1.921366e+00 | loss_mu=1.056487e+00 | mu_mse=3.455366e+05 | mu_mae=4.289843e+02 | defect_area_pred=1214 | defect_area_label=59 | defect_iou=4.859967e-02
sample=3 | outer=19/20 | loss_phi=1.876043e+00 | loss_mu=1.019030e+00 | mu_mse=3.084478e+05 | mu_mae=3.791516e+02 | defect_area_pred=1098 | defect_area_label=59 | defect_iou=5.373406e-02
sample=3 | outer=20/20 | loss_phi=1.844001e+00 | loss_mu=1.013435e+00 | mu_mse=3.031592e+05 | mu_mae=3.663735e+02 | defect_area_pred=1081 | defect_area_label=59 | defect_iou=5.457909e-02
