runner config | sample=6 | center_mode=three | test_centers=3 | test_radius=5.000000e+00 | lambda_area_prior=1.000000e+00 | lambda_mask_prior=1.000000e+00 | lambda_mask_bce_prior=0.000000e+00
sample=6 | outer=1/30 | loss_phi=2.477854e+00 | loss_mu=1.099231e+00 | mu_mse=1.901674e+05 | mu_mae=4.328026e+02 | defect_area_pred=36 | defect_area_label=9 | defect_iou=2.500000e-01
sample=6 | outer=2/30 | loss_phi=2.460780e+00 | loss_mu=5.995229e-01 | mu_mse=1.004338e+05 | mu_mae=3.055408e+02 | defect_area_pred=15 | defect_area_label=9 | defect_iou=5.000000e-01
sample=6 | outer=3/30 | loss_phi=2.458228e+00 | loss_mu=3.917749e-01 | mu_mse=5.903722e+04 | mu_mae=2.201552e+02 | defect_area_pred=12 | defect_area_label=9 | defect_iou=5.000000e-01
sample=6 | outer=4/30 | loss_phi=2.457166e+00 | loss_mu=3.928439e-01 | mu_mse=4.933541e+04 | mu_mae=1.927227e+02 | defect_area_pred=11 | defect_area_label=9 | defect_iou=5.384616e-01
sample=6 | outer=5/30 | loss_phi=2.456047e+00 | loss_mu=4.393876e-01 | mu_mse=4.850643e+04 | mu_mae=1.865463e+02 | defect_area_pred=12 | defect_area_label=9 | defect_iou=5.000000e-01
sample=6 | outer=6/30 | loss_phi=2.454677e+00 | loss_mu=5.154475e-01 | mu_mse=5.260227e+04 | mu_mae=1.899593e+02 | defect_area_pred=13 | defect_area_label=9 | defect_iou=5.714286e-01
sample=6 | outer=7/30 | loss_phi=2.452673e+00 | loss_mu=6.385213e-01 | mu_mse=5.816927e+04 | mu_mae=1.943497e+02 | defect_area_pred=17 | defect_area_label=9 | defect_iou=5.294118e-01
sample=6 | outer=8/30 | loss_phi=2.449627e+00 | loss_mu=8.304770e-01 | mu_mse=9.401142e+04 | mu_mae=2.304152e+02 | defect_area_pred=27 | defect_area_label=9 | defect_iou=3.333333e-01
sample=6 | outer=9/30 | loss_phi=2.440476e+00 | loss_mu=9.651932e-01 | mu_mse=2.936716e+05 | mu_mae=4.155784e+02 | defect_area_pred=74 | defect_area_label=9 | defect_iou=1.216216e-01
sample=6 | outer=10/30 | loss_phi=2.379117e+00 | loss_mu=1.005650e+00 | mu_mse=3.371367e+05 | mu_mae=4.434050e+02 | defect_area_pred=80 | defect_area_label=9 | defect_iou=1.125000e-01
sample=6 | outer=11/30 | loss_phi=2.272696e+00 | loss_mu=1.036601e+00 | mu_mse=3.673858e+05 | mu_mae=4.683412e+02 | defect_area_pred=84 | defect_area_label=9 | defect_iou=1.071429e-01
