runner config | sample=17 | center_mode=three | test_centers=3 | test_radius=5.000000e+00 | lambda_area_prior=1.000000e+00 | lambda_mask_prior=1.000000e+00 | lambda_mask_bce_prior=1.000000e+00
sample=17 | outer=1/30 | loss_phi=2.118024e+00 | loss_mu=1.381799e+00 | mu_mse=1.886668e+05 | mu_mae=4.313538e+02 | defect_area_pred=12 | defect_area_label=15 | defect_iou=8.000000e-02
sample=17 | outer=2/30 | loss_phi=2.101126e+00 | loss_mu=9.206082e-01 | mu_mse=1.455941e+05 | mu_mae=3.715854e+02 | defect_area_pred=25 | defect_area_label=15 | defect_iou=2.903226e-01
sample=17 | outer=3/30 | loss_phi=2.098417e+00 | loss_mu=7.603971e-01 | mu_mse=1.182930e+05 | mu_mae=3.290101e+02 | defect_area_pred=23 | defect_area_label=15 | defect_iou=4.074074e-01
sample=17 | outer=4/30 | loss_phi=2.097226e+00 | loss_mu=6.681740e-01 | mu_mse=1.033265e+05 | mu_mae=3.053159e+02 | defect_area_pred=15 | defect_area_label=15 | defect_iou=5.789474e-01
sample=17 | outer=5/30 | loss_phi=2.096095e+00 | loss_mu=6.133387e-01 | mu_mse=9.246573e+04 | mu_mae=2.869120e+02 | defect_area_pred=17 | defect_area_label=15 | defect_iou=7.777778e-01
sample=17 | outer=6/30 | loss_phi=2.094980e+00 | loss_mu=6.201192e-01 | mu_mse=8.098729e+04 | mu_mae=2.636913e+02 | defect_area_pred=17 | defect_area_label=15 | defect_iou=7.777778e-01
sample=17 | outer=7/30 | loss_phi=2.093897e+00 | loss_mu=6.993724e-01 | mu_mse=7.341759e+04 | mu_mae=2.463494e+02 | defect_area_pred=16 | defect_area_label=15 | defect_iou=9.375000e-01
sample=17 | outer=8/30 | loss_phi=2.092565e+00 | loss_mu=8.628358e-01 | mu_mse=7.196269e+04 | mu_mae=2.430969e+02 | defect_area_pred=17 | defect_area_label=15 | defect_iou=8.823529e-01
sample=17 | outer=9/30 | loss_phi=2.090611e+00 | loss_mu=1.125311e+00 | mu_mse=7.987049e+04 | mu_mae=2.603995e+02 | defect_area_pred=19 | defect_area_label=15 | defect_iou=7.894737e-01
sample=17 | outer=10/30 | loss_phi=2.087216e+00 | loss_mu=1.410301e+00 | mu_mse=9.081998e+04 | mu_mae=2.787745e+02 | defect_area_pred=21 | defect_area_label=15 | defect_iou=7.142857e-01
sample=17 | outer=11/30 | loss_phi=2.083032e+00 | loss_mu=1.518442e+00 | mu_mse=9.006097e+04 | mu_mae=2.736906e+02 | defect_area_pred=22 | defect_area_label=15 | defect_iou=6.818182e-01
sample=17 | outer=12/30 | loss_phi=2.080417e+00 | loss_mu=1.621160e+00 | mu_mse=9.485960e+04 | mu_mae=2.764742e+02 | defect_area_pred=25 | defect_area_label=15 | defect_iou=6.000000e-01
sample=17 | outer=13/30 | loss_phi=2.077972e+00 | loss_mu=1.617615e+00 | mu_mse=9.432802e+04 | mu_mae=2.705075e+02 | defect_area_pred=25 | defect_area_label=15 | defect_iou=6.000000e-01
sample=17 | outer=14/30 | loss_phi=2.075999e+00 | loss_mu=1.555825e+00 | mu_mse=9.046898e+04 | mu_mae=2.596313e+02 | defect_area_pred=25 | defect_area_label=15 | defect_iou=6.000000e-01
sample=17 | outer=15/30 | loss_phi=2.074412e+00 | loss_mu=1.434007e+00 | mu_mse=8.362569e+04 | mu_mae=2.450094e+02 | defect_area_pred=24 | defect_area_label=15 | defect_iou=6.250000e-01
sample=17 | outer=16/30 | loss_phi=2.073230e+00 | loss_mu=1.273954e+00 | mu_mse=7.459404e+04 | mu_mae=2.284528e+02 | defect_area_pred=22 | defect_area_label=15 | defect_iou=6.818182e-01
sample=17 | outer=17/30 | loss_phi=2.072432e+00 | loss_mu=1.081299e+00 | mu_mse=6.345717e+04 | mu_mae=2.099451e+02 | defect_area_pred=21 | defect_area_label=15 | defect_iou=7.142857e-01
sample=17 | outer=18/30 | loss_phi=2.071920e+00 | loss_mu=8.575282e-01 | mu_mse=5.366848e+04 | mu_mae=1.920788e+02 | defect_area_pred=17 | defect_area_label=15 | defect_iou=8.823529e-01
sample=17 | outer=19/30 | loss_phi=2.071372e+00 | loss_mu=6.834863e-01 | mu_mse=4.870750e+04 | mu_mae=1.794205e+02 | defect_area_pred=15 | defect_area_label=15 | defect_iou=1.000000e+00
sample=17 | outer=20/30 | loss_phi=2.070735e+00 | loss_mu=5.441687e-01 | mu_mse=4.302025e+04 | mu_mae=1.643920e+02 | defect_area_pred=15 | defect_area_label=15 | defect_iou=1.000000e+00
sample=17 | outer=21/30 | loss_phi=2.070147e+00 | loss_mu=4.108784e-01 | mu_mse=3.747657e+04 | mu_mae=1.490950e+02 | defect_area_pred=15 | defect_area_label=15 | defect_iou=1.000000e+00
sample=17 | outer=22/30 | loss_phi=2.069777e+00 | loss_mu=3.028121e-01 | mu_mse=3.271332e+04 | mu_mae=1.347480e+02 | defect_area_pred=15 | defect_area_label=15 | defect_iou=1.000000e+00
sample=17 | outer=23/30 | loss_phi=2.069507e+00 | loss_mu=2.251704e-01 | mu_mse=2.901238e+04 | mu_mae=1.228111e+02 | defect_area_pred=15 | defect_area_label=15 | defect_iou=1.000000e+00
sample=17 | outer=24/30 | loss_phi=2.069208e+00 | loss_mu=1.767813e-01 | mu_mse=2.608087e+04 | mu_mae=1.129856e+02 | defect_area_pred=15 | defect_area_label=15 | defect_iou=1.000000e+00
sample=17 | outer=25/30 | loss_phi=2.068795e+00 | loss_mu=1.379773e-01 | mu_mse=2.345000e+04 | mu_mae=1.042297e+02 | defect_area_pred=15 | defect_area_label=15 | defect_iou=1.000000e+00
sample=17 | outer=26/30 | loss_phi=2.068267e+00 | loss_mu=1.097693e-01 | mu_mse=2.077645e+04 | mu_mae=9.566768e+01 | defect_area_pred=15 | defect_area_label=15 | defect_iou=1.000000e+00
sample=17 | outer=27/30 | loss_phi=2.067425e+00 | loss_mu=7.643883e-02 | mu_mse=1.800886e+04 | mu_mae=8.696677e+01 | defect_area_pred=15 | defect_area_label=15 | defect_iou=1.000000e+00
sample=17 | outer=28/30 | loss_phi=2.066118e+00 | loss_mu=4.687159e-02 | mu_mse=1.473512e+04 | mu_mae=7.656091e+01 | defect_area_pred=15 | defect_area_label=15 | defect_iou=1.000000e+00
sample=17 | outer=29/30 | loss_phi=2.064684e+00 | loss_mu=2.955186e-02 | mu_mse=1.168828e+04 | mu_mae=6.526303e+01 | defect_area_pred=15 | defect_area_label=15 | defect_iou=1.000000e+00
sample=17 | outer=30/30 | loss_phi=2.063935e+00 | loss_mu=1.955035e-02 | mu_mse=1.039347e+04 | mu_mae=5.960238e+01 | defect_area_pred=15 | defect_area_label=15 | defect_iou=1.000000e+00
