split,loss,presence_loss,type_loss,center_bin_loss,center_x_bin_loss,center_y_bin_loss,center_y_bin_extra_loss,center_offset_loss,local_vertex_loss,center_aux_loss,box_aux_loss,area_aux_loss,edge_aux_loss,weighted_presence_loss,weighted_type_loss,weighted_center_bin_loss,weighted_center_y_bin_extra_loss,weighted_center_offset_loss,weighted_local_vertex_loss,polygon_mask_iou,polygon_mask_iou_min,polygon_dice,polygon_dice_min,presence_acc,present_type_acc,decoded_vertex_mae,local_vertex_mae_grid,center_x_bin_acc,center_y_bin_acc,center_x_bin_abs_error,center_y_bin_abs_error,center_x_bin_within1_acc,center_y_bin_within1_acc,center_offset_mae,signed_area_flip_count,out_of_grid_vertex_count,zero_iou_count,pred_area_mean,target_area_mean,steps,lr,hidden_dim,latent_dim,max_components,max_vertices,lambda_presence,lambda_type,lambda_center_bin,lambda_center_offset,lambda_local_vertex,lambda_center_aux,lambda_box_aux,lambda_area_aux,lambda_edge_aux,center_y_bin_extra_loss_mode,lambda_center_y_bin_extra,center_y_bin_neighbor_smoothing,center_y_bin_distance_sigma,local_vertex_smoothl1_beta,center_offset_smoothl1_beta,presence_threshold,seed
train,0.0048457421362400055,3.8762033227612847e-07,6.113296535659174e-08,9.781263088370906e-07,7.672183528484311e-07,1.1890341511389124e-06,-0.0,0.00039951736107468605,0.0008491417393088341,-0.0,-0.0,-0.0,-0.0,3.8762033227612847e-07,6.113296535659174e-08,9.781263088370906e-07,-0.0,0.0039951736107468605,0.0008491417393088341,0.9955975439231561,0.9696969696969697,0.9977805662516648,0.9846153846153847,1.0,1.0,6.483365723397583e-06,0.009392819367349148,1.0,1.0,0.0,0.0,1.0,1.0,0.002037482336163521,0,0,0,147.1,146.66666666666666,20000,0.001,128,64,3,4,1.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.75,0.1,0.01,0.5,1
