sample_index,loss_phi_final,loss_mu_final,mu_mse_final,mu_mae_final,defect_area_pred,defect_area_label,defect_iou,pred_centroid_x,pred_centroid_y,label_centroid_x,label_centroid_y,lambda_area_prior,lambda_mask_prior,lambda_mask_bce_prior,center_mode,test_radius
0,2.451788902282715,2.771793842315674,156669.234375,386.7319030761719,256,105,0.34200742840766907,-6.004746437072754,6.598557472229004,-7.405063152313232,5.897436141967773,1.0,1.0,1.0,three,5.0
1,2.469998836517334,2.1429219245910645,131653.28125,343.7080078125,145,88,0.49358972907066345,6.8550848960876465,6.397878170013428,7.180666923522949,6.8065266609191895,1.0,1.0,1.0,three,5.0
2,2.3506972789764404,2.440528154373169,140782.09375,371.2392578125,100,48,0.47999998927116394,1.2151899337768555,5.738461971282959,1.1392405033111572,5.512819766998291,1.0,1.0,1.0,three,5.0
3,2.334813356399536,2.2855334281921387,132943.765625,360.1056213378906,84,59,0.6627907156944275,-1.2386980056762695,3.980463981628418,-1.1617677211761475,3.8374617099761963,1.0,1.0,1.0,three,5.0
4,2.4137632846832275,2.071124315261841,126317.8125,340.15875244140625,114,77,0.5785123705863953,6.499000072479248,5.870445728302002,6.788590908050537,6.097235679626465,1.0,1.0,1.0,three,5.0
5,2.2844841480255127,2.158944606781006,132550.4375,360.21160888671875,88,65,0.7191011309623718,-0.6041427254676819,5.780885696411133,-0.5696201920509338,5.641026020050049,1.0,1.0,1.0,three,5.0
6,6.034137725830078,13.163704872131348,241787.40625,427.7711181640625,806,226,0.2772277295589447,3.619844675064087,6.2476935386657715,0.8115828633308411,6.519174098968506,1.0,1.0,1.0,three,5.0
7,2.7872424125671387,2.642660617828369,141011.5625,365.409423828125,178,96,0.4810810685157776,-4.222016334533691,5.43935489654541,-5.316455841064453,4.487179279327393,1.0,1.0,1.0,three,5.0
8,2.705660104751587,1.7329455614089966,130682.21875,352.20343017578125,183,166,0.8864864706993103,6.133015155792236,4.148801803588867,6.252097129821777,4.1519927978515625,1.0,1.0,1.0,three,5.0
9,3.101567268371582,3.3528852462768555,184807.953125,401.3139343261719,657,143,0.18168389797210693,-1.1088954210281372,7.200172424316406,-4.367088317871094,6.923076629638672,1.0,1.0,1.0,three,5.0
