split,presence_accuracy,type_accuracy_present,continuous_mae_mean,center_mae,center_grid_mae,center_axis_relative_mae,axis_mae,rotation_mae,depth_mae,param_mask_iou,param_mask_dice,encoder_type,head_mode,feature_fusion_mode,feature_dim,component_matching_mode,lambda_raster_bce,lambda_raster_dice,raster_loss_start_step,raster_softness_cells,raster_target_source,val_selection_metric,val_selection_interval,lambda_type_extra,lambda_rotation_extra,rotation_loss_mode,lambda_center_grid,lambda_center_axis_relative,center_axis_relative_eps,best_step,best_val_mask_iou,best_val_loss
train,1.0,1.0,0.05083274468779564,7.17138682375662e-05,0.39504602551460266,0.021928511559963226,1.5193102626653854e-05,0.30481481552124023,8.280918336822651e-06,0.7252071766548024,0.8380627873287968,mlp,shared,none,0,fixed,0.0,0.0,0,1.0,masks,none,0,0.0,0.0,mse,0.0,1.0,1e-06,,nan,nan
