step,total_loss,presence_loss,type_loss,type_extra_loss,rotation_extra_loss,weighted_type_extra_loss,weighted_rotation_extra_loss,continuous_loss,center_loss,axis_loss,depth_loss,rotation_loss,center_grid_loss,weighted_center_grid_loss,center_axis_relative_loss,weighted_center_axis_relative_loss,parametric_total_loss,raster_total_loss,raster_bce_loss,raster_dice_loss,raster_soft_iou,raster_soft_dice,raster_loss_active,val_mask_iou_at_step,val_loss_at_step,is_best_step
1,3.6143603324890137,0.7317806482315063,0.6848949193954468,0.6848949193954468,0.9897947311401367,0.0,0.0,0.44266757369041443,nan,nan,nan,nan,-0.0,-0.0,1.7550170421600342,1.7550170421600342,3.6143603324890137,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
100,0.8610414862632751,0.0006434377282857895,0.5685842633247375,0.5685842633247375,0.8860207200050354,0.0,0.0,0.2542480230331421,nan,nan,nan,nan,-0.0,-0.0,0.03756579011678696,0.03756579011678696,0.8610414862632751,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
200,0.22355292737483978,2.2355185137712397e-05,0.016857987269759178,0.016857987269759178,0.6666614413261414,0.0,0.0,0.18765723705291748,nan,nan,nan,nan,-0.0,-0.0,0.019015345722436905,0.019015345722436905,0.22355292737483978,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
300,0.13809630274772644,5.4611896302958485e-06,0.002638293197378516,0.002638293197378516,0.340252548456192,0.0,0.0,0.12506718933582306,nan,nan,nan,nan,0.0,0.0,0.010385359637439251,0.010385359637439251,0.13809630274772644,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
400,0.09189502149820328,2.0000020413135644e-06,0.0009669307037256658,0.0009669307037256658,0.12456531822681427,0.0,0.0,0.07359638810157776,nan,nan,nan,nan,-0.0,-0.0,0.01732969842851162,0.01732969842851162,0.09189502149820328,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
500,0.0477590337395668,2.1165540147194406e-06,0.0011376544134691358,0.0011376544134691358,0.06088981032371521,0.0,0.0,0.041821397840976715,nan,nan,nan,nan,-0.0,-0.0,0.004797863774001598,0.004797863774001598,0.0477590337395668,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
600,0.027669992297887802,1.2709492693829816e-06,0.0005888775340281427,0.0005888775340281427,0.03322303295135498,0.0,0.0,0.024437611922621727,nan,nan,nan,nan,0.0,0.0,0.0026422319933772087,0.0026422319933772087,0.027669992297887802,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
700,0.01767873950302601,1.2679506653512362e-06,0.00045475258957594633,0.00045475258957594633,0.01870930939912796,0.0,0.0,0.014554695226252079,nan,nan,nan,nan,0.0,0.0,0.0026680242735892534,0.0026680242735892534,0.01767873950302601,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
800,0.011256805621087551,1.1805237818407477e-06,0.0002884499554056674,0.0002884499554056674,0.00823214091360569,0.0,0.0,0.008797206915915012,nan,nan,nan,nan,-0.0,-0.0,0.0021699683275073767,0.0021699683275073767,0.011256805621087551,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
900,0.008209550753235817,1.113539724428847e-06,0.00019353561219759285,0.00019353561219759285,0.005520510021597147,0.0,0.0,0.005913814064115286,nan,nan,nan,nan,-0.0,-0.0,0.002101087011396885,0.002101087011396885,0.008209550753235817,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1000,0.004624207969754934,1.1726139064194285e-06,0.00014702562475576997,0.00014702562475576997,0.004141052719205618,0.0,0.0,0.0035571535117924213,nan,nan,nan,nan,0.0,0.0,0.0009188560070469975,0.0009188560070469975,0.004624207969754934,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1100,0.0032660053111612797,1.181215452561446e-06,0.0001139849700848572,0.0001139849700848572,0.0033644409850239754,0.0,0.0,0.0023161761928349733,nan,nan,nan,nan,-0.0,-0.0,0.0008346628164872527,0.0008346628164872527,0.0032660053111612797,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1200,0.0021431236527860165,1.0904934697464341e-06,9.893426613416523e-05,9.893426613416523e-05,0.0026289336383342743,0.0,0.0,0.0015166046796366572,nan,nan,nan,nan,-0.0,-0.0,0.000526494113728404,0.000526494113728404,0.0021431236527860165,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1300,0.0020928485319018364,1.1818033271993045e-06,7.601093966513872e-05,7.601093966513872e-05,0.002171729924157262,0.0,0.0,0.0010668642353266478,nan,nan,nan,nan,-0.0,-0.0,0.0009487916249781847,0.0009487916249781847,0.0020928485319018364,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1400,0.0024246638640761375,1.1011427432094933e-06,6.620601925533265e-05,6.620601925533265e-05,0.0018929895013570786,0.0,0.0,0.0009114510612562299,nan,nan,nan,nan,0.0,0.0,0.0014459056546911597,0.0014459056546911597,0.0024246638640761375,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1500,0.0008391011506319046,1.2491520919866161e-06,6.445441249525174e-05,6.445441249525174e-05,0.0012862954754382372,0.0,0.0,0.0004534658510237932,nan,nan,nan,nan,-0.0,-0.0,0.00031993171432986856,0.00031993171432986856,0.0008391011506319046,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
