split,loss,presence_loss,type_loss,vertex_loss,center_aux_loss,box_aux_loss,weighted_presence_loss,weighted_type_loss,weighted_vertex_loss,weighted_center_aux_loss,weighted_box_aux_loss,polygon_mask_iou,polygon_mask_iou_min,polygon_dice,polygon_dice_min,presence_acc,present_type_acc,vertex_mae,pred_area_mean,target_area_mean,steps,lr,hidden_dim,latent_dim,max_components,max_vertices,lambda_presence,lambda_type,lambda_vertex,lambda_center_aux,lambda_box_aux,vertex_smoothl1_beta,presence_threshold,seed
train,0.0003683354880195111,0.00028256303630769253,6.639736966462806e-05,3.8750170006096596e-07,-0.0,-0.0,0.00028256303630769253,6.639736966462806e-05,1.9375085685169324e-05,-0.0,-0.0,0.883177570093458,0.883177570093458,0.9379652605459057,0.9379652605459057,1.0,1.0,4.207401070743799e-05,214.0,189.0,3000,0.001,128,64,3,4,1.0,1.0,50.0,0.0,0.0,0.005,0.5,1
