split_or_dataset,samples,avg_oracle_iou,min_oracle_iou,max_oracle_iou,avg_oracle_dice,avg_target_area,avg_raster_area,avg_abs_area_diff
train,30,1.0,1.0,1.0,1.0,184.56666666666666,184.56666666666666,0.0
