runner config | sample=5 | center_mode=three | test_centers=3 | test_radius=5.000000e+00 | lambda_area_prior=1.000000e+00 | lambda_mask_prior=1.000000e+00 | lambda_mask_bce_prior=1.000000e+00
sample=5 | outer=1/30 | loss_phi=2.337736e+00 | loss_mu=1.419430e+00 | mu_mse=1.837662e+05 | mu_mae=4.278298e+02 | defect_area_pred=0 | defect_area_label=65 | defect_iou=0.000000e+00
sample=5 | outer=2/30 | loss_phi=2.320364e+00 | loss_mu=8.718343e-01 | mu_mse=1.505467e+05 | mu_mae=3.849449e+02 | defect_area_pred=171 | defect_area_label=65 | defect_iou=2.227979e-01
sample=5 | outer=3/30 | loss_phi=2.317259e+00 | loss_mu=7.408997e-01 | mu_mse=1.223538e+05 | mu_mae=3.442200e+02 | defect_area_pred=149 | defect_area_label=65 | defect_iou=3.291925e-01
sample=5 | outer=4/30 | loss_phi=2.316082e+00 | loss_mu=7.231735e-01 | mu_mse=1.067960e+05 | mu_mae=3.196829e+02 | defect_area_pred=140 | defect_area_label=65 | defect_iou=3.851351e-01
sample=5 | outer=5/30 | loss_phi=2.314949e+00 | loss_mu=7.472621e-01 | mu_mse=9.826175e+04 | mu_mae=3.058369e+02 | defect_area_pred=115 | defect_area_label=65 | defect_iou=4.516129e-01
sample=5 | outer=6/30 | loss_phi=2.313578e+00 | loss_mu=8.021716e-01 | mu_mse=9.333689e+04 | mu_mae=2.968148e+02 | defect_area_pred=86 | defect_area_label=65 | defect_iou=6.236559e-01
sample=5 | outer=7/30 | loss_phi=2.311796e+00 | loss_mu=9.412353e-01 | mu_mse=8.980198e+04 | mu_mae=2.891859e+02 | defect_area_pred=82 | defect_area_label=65 | defect_iou=6.896552e-01
sample=5 | outer=8/30 | loss_phi=2.309438e+00 | loss_mu=1.210234e+00 | mu_mse=9.104395e+04 | mu_mae=2.912175e+02 | defect_area_pred=83 | defect_area_label=65 | defect_iou=7.209302e-01
sample=5 | outer=9/30 | loss_phi=2.305795e+00 | loss_mu=1.579722e+00 | mu_mse=1.094180e+05 | mu_mae=3.239505e+02 | defect_area_pred=84 | defect_area_label=65 | defect_iou=7.529412e-01
sample=5 | outer=10/30 | loss_phi=2.299284e+00 | loss_mu=1.978784e+00 | mu_mse=1.306518e+05 | mu_mae=3.571554e+02 | defect_area_pred=96 | defect_area_label=65 | defect_iou=6.597938e-01
sample=5 | outer=11/30 | loss_phi=2.293876e+00 | loss_mu=2.273345e+00 | mu_mse=1.383467e+05 | mu_mae=3.684407e+02 | defect_area_pred=97 | defect_area_label=65 | defect_iou=6.701031e-01
sample=5 | outer=12/30 | loss_phi=2.289586e+00 | loss_mu=2.301023e+00 | mu_mse=1.365445e+05 | mu_mae=3.657496e+02 | defect_area_pred=95 | defect_area_label=65 | defect_iou=6.666667e-01
sample=5 | outer=13/30 | loss_phi=2.285707e+00 | loss_mu=2.197924e+00 | mu_mse=1.320311e+05 | mu_mae=3.591352e+02 | defect_area_pred=91 | defect_area_label=65 | defect_iou=6.956522e-01
sample=5 | outer=14/30 | loss_phi=2.281955e+00 | loss_mu=1.943764e+00 | mu_mse=1.239549e+05 | mu_mae=3.469372e+02 | defect_area_pred=83 | defect_area_label=65 | defect_iou=7.411765e-01
sample=5 | outer=15/30 | loss_phi=2.278238e+00 | loss_mu=1.576236e+00 | mu_mse=1.121857e+05 | mu_mae=3.279883e+02 | defect_area_pred=78 | defect_area_label=65 | defect_iou=7.875000e-01
sample=5 | outer=16/30 | loss_phi=2.274201e+00 | loss_mu=1.238544e+00 | mu_mse=9.737216e+04 | mu_mae=3.013765e+02 | defect_area_pred=73 | defect_area_label=65 | defect_iou=8.400000e-01
sample=5 | outer=17/30 | loss_phi=2.270684e+00 | loss_mu=1.040117e+00 | mu_mse=8.756446e+04 | mu_mae=2.822384e+02 | defect_area_pred=70 | defect_area_label=65 | defect_iou=8.493150e-01
sample=5 | outer=18/30 | loss_phi=2.267228e+00 | loss_mu=7.540233e-01 | mu_mse=7.472850e+04 | mu_mae=2.548552e+02 | defect_area_pred=70 | defect_area_label=65 | defect_iou=8.493150e-01
sample=5 | outer=19/30 | loss_phi=2.264169e+00 | loss_mu=5.179327e-01 | mu_mse=6.026649e+04 | mu_mae=2.218267e+02 | defect_area_pred=66 | defect_area_label=65 | defect_iou=8.714285e-01
sample=5 | outer=20/30 | loss_phi=2.261488e+00 | loss_mu=4.556383e-01 | mu_mse=4.949255e+04 | mu_mae=1.973325e+02 | defect_area_pred=66 | defect_area_label=65 | defect_iou=8.450704e-01
sample=5 | outer=21/30 | loss_phi=2.258295e+00 | loss_mu=2.656183e-01 | mu_mse=3.940139e+04 | mu_mae=1.719966e+02 | defect_area_pred=66 | defect_area_label=65 | defect_iou=8.450704e-01
sample=5 | outer=22/30 | loss_phi=2.254122e+00 | loss_mu=2.176370e-01 | mu_mse=3.878341e+04 | mu_mae=1.689805e+02 | defect_area_pred=66 | defect_area_label=65 | defect_iou=8.450704e-01
sample=5 | outer=23/30 | loss_phi=2.245554e+00 | loss_mu=2.118386e-01 | mu_mse=4.374868e+04 | mu_mae=1.767945e+02 | defect_area_pred=67 | defect_area_label=65 | defect_iou=8.333333e-01
sample=5 | outer=24/30 | loss_phi=2.232064e+00 | loss_mu=1.395828e-01 | mu_mse=3.397300e+04 | mu_mae=1.542454e+02 | defect_area_pred=63 | defect_area_label=65 | defect_iou=8.823529e-01
sample=5 | outer=25/30 | loss_phi=2.222730e+00 | loss_mu=1.483533e-01 | mu_mse=3.009633e+04 | mu_mae=1.440265e+02 | defect_area_pred=63 | defect_area_label=65 | defect_iou=8.823529e-01
sample=5 | outer=26/30 | loss_phi=2.214903e+00 | loss_mu=1.816349e-01 | mu_mse=3.270793e+04 | mu_mae=1.509391e+02 | defect_area_pred=63 | defect_area_label=65 | defect_iou=8.823529e-01
sample=5 | outer=27/30 | loss_phi=2.208931e+00 | loss_mu=1.748342e-01 | mu_mse=3.681663e+04 | mu_mae=1.609568e+02 | defect_area_pred=63 | defect_area_label=65 | defect_iou=8.823529e-01
sample=5 | outer=28/30 | loss_phi=2.203092e+00 | loss_mu=1.481854e-01 | mu_mse=3.261539e+04 | mu_mae=1.545459e+02 | defect_area_pred=63 | defect_area_label=65 | defect_iou=8.823529e-01
sample=5 | outer=29/30 | loss_phi=2.198960e+00 | loss_mu=1.363462e-01 | mu_mse=3.177196e+04 | mu_mae=1.541954e+02 | defect_area_pred=63 | defect_area_label=65 | defect_iou=8.823529e-01
sample=5 | outer=30/30 | loss_phi=2.195700e+00 | loss_mu=1.229247e-01 | mu_mse=2.970182e+04 | mu_mae=1.519611e+02 | defect_area_pred=63 | defect_area_label=65 | defect_iou=8.823529e-01
