step,loss,presence_loss,type_loss,center_bin_loss,center_x_bin_loss,center_y_bin_loss,center_offset_loss,local_vertex_loss,center_aux_loss,box_aux_loss,area_aux_loss,edge_aux_loss,weighted_presence_loss,weighted_type_loss,weighted_center_bin_loss,weighted_center_offset_loss,weighted_local_vertex_loss
1,13.26070785522461,0.6571345925331116,0.7076364755630493,2.8560495376586914,3.1851649284362793,2.5269343852996826,0.25128334760665894,6.527054309844971,-0.0,-0.0,-0.0,-0.0,0.6571345925331116,0.7076364755630493,2.8560495376586914,2.512833595275879,6.527054309844971
500,0.11370968818664551,0.0023617090191692114,0.00025628681760281324,0.0031929025426506996,0.00464982632547617,0.0017359788762405515,0.009237615391612053,0.01552263181656599,0.0,0.0,0.0,0.0,0.0023617090191692114,0.00025628681760281324,0.0031929025426506996,0.09237615764141083,0.01552263181656599
1000,0.025587255135178566,0.0009144851937890053,0.00010458961332915351,0.0011561729479581118,0.0016840947791934013,0.0006282510003075004,0.0022085777018219233,0.0013262314023450017,0.0,0.0,0.0,0.0,0.0009144851937890053,0.00010458961332915351,0.0011561729479581118,0.022085776552557945,0.0013262314023450017
1500,0.0094157624989748,0.00045298796612769365,4.9282709369435906e-05,0.0005276618176139891,0.0007689204066991806,0.0002864032576326281,0.0003373799554537982,0.005012031178921461,0.0,0.0,0.0,0.0,0.00045298796612769365,4.9282709369435906e-05,0.0005276618176139891,0.0033737996127456427,0.005012031178921461
2000,0.005260917823761702,0.0002965942840091884,3.3173386327689514e-05,0.0003382213762961328,0.0004897844628430903,0.00018665827519726008,6.57933996990323e-05,0.0039349948056042194,0.0,0.0,0.0,0.0,0.0002965942840091884,3.3173386327689514e-05,0.0003382213762961328,0.0006579339969903231,0.0039349948056042194
2500,0.0011400239309296012,0.00022736049140803516,2.510157719370909e-05,0.00025120817008428276,0.00036070719943381846,0.00014170915528666228,2.3877435523900203e-05,0.0003975793661084026,0.0,0.0,0.0,0.0,0.00022736049140803516,2.510157719370909e-05,0.00025120817008428276,0.00023877435887698084,0.0003975793661084026
3000,0.003704281523823738,0.00017753268184605986,1.8971024474012665e-05,0.00018813104543369263,0.0002687262312974781,0.0001075358668458648,0.00020837590273004025,0.0012358876410871744,0.0,0.0,0.0,0.0,0.00017753268184605986,1.8971024474012665e-05,0.00018813104543369263,0.002083759056404233,0.0012358876410871744
3500,0.006746806204319,0.00013891719572711736,1.4798804841120727e-05,0.00014608514902647585,0.000208047466003336,8.41228393255733e-05,0.00027970183873549104,0.003649986581876874,0.0,0.0,0.0,0.0,0.00013891719572711736,1.4798804841120727e-05,0.00014608514902647585,0.0027970182709395885,0.003649986581876874
4000,0.000515529653057456,0.00020310630497988313,1.9362687453394756e-05,0.00023515219800174236,0.00033295535831712186,0.0001373490522382781,2.147088935089414e-06,3.643759191618301e-05,0.0,0.0,0.0,0.0,0.00020310630497988313,1.9362687453394756e-05,0.00023515219800174236,2.147088889614679e-05,3.643759191618301e-05
4500,0.02347700111567974,0.00010310626385034993,1.0302995178790297e-05,0.00010810619278345257,0.0001543284597573802,6.188391853356734e-05,0.002128035994246602,0.0019751260988414288,0.0,0.0,0.0,0.0,0.00010310626385034993,1.0302995178790297e-05,0.00010810619278345257,0.021280359476804733,0.0019751260988414288
