split,loss,presence_loss,type_loss,center_bin_loss,center_x_bin_loss,center_y_bin_loss,center_offset_loss,local_vertex_loss,center_aux_loss,box_aux_loss,area_aux_loss,edge_aux_loss,weighted_presence_loss,weighted_type_loss,weighted_center_bin_loss,weighted_center_offset_loss,weighted_local_vertex_loss,polygon_mask_iou,polygon_mask_iou_min,polygon_dice,polygon_dice_min,presence_acc,present_type_acc,decoded_vertex_mae,local_vertex_mae_grid,center_x_bin_acc,center_y_bin_acc,center_offset_mae,signed_area_flip_count,out_of_grid_vertex_count,zero_iou_count,pred_area_mean,target_area_mean,steps,lr,hidden_dim,latent_dim,max_components,max_vertices,lambda_presence,lambda_type,lambda_center_bin,lambda_center_offset,lambda_local_vertex,lambda_center_aux,lambda_box_aux,lambda_area_aux,lambda_edge_aux,local_vertex_smoothl1_beta,center_offset_smoothl1_beta,presence_threshold,seed
train,0.012678627856075764,7.237205409182934e-06,6.982254490139894e-07,6.837467481091153e-06,8.753316251386423e-06,4.921618256048532e-06,0.00023659681028220803,0.010297887027263641,0.0,0.0,0.0,0.0,7.237205409182934e-06,6.982254490139894e-07,6.837467481091153e-06,0.0023659681901335716,0.010297887027263641,0.9915492957746478,0.9577464788732394,0.9956834532374101,0.9784172661870504,1.0,1.0,1.3532325283449609e-05,0.03664929419755936,1.0,1.0,0.0017371007706969976,0,0,0,138.4,137.6,10000,0.001,128,64,3,4,1.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.1,0.01,0.5,1
