group,split,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_mean,true_area_mean,pred_area_zero_sum,total_loss_mean
defect_type=rectangular_notch,train,80,0.6971535699003535,0.8193765618020489,0.18902481199858384,2.10949514673623,423.625,513.05,0,0.23096686657518148
defect_type=rotated_rect,train,80,0.6788174192672342,0.8069532015695801,0.16383869102473947,2.336939868708329,312.65,337.5125,0,0.2578874702565372
defect_type=polygon,train,80,0.6694606977412336,0.7987563078985097,0.18773984662196677,2.5002336633222493,326.45,393.5875,0,0.25127890687435867
defect_type=rectangular_notch,val,20,0.6826303154824535,0.8094281322198121,0.2681842329760229,2.255244595422133,363.6,366.3,0,0.265262895077467
defect_type=rotated_rect,val,20,0.6690134918648205,0.7999807267493488,0.15872488398952192,2.6423500451233,292.7,318.9,0,0.2588537149131298
defect_type=polygon,val,20,0.6151915541556263,0.7569213555108224,0.29274253868418115,2.8100123027787127,299.25,371.45,0,0.3123253583908081
defect_type=rectangular_notch,test,20,0.6772967785600227,0.8051827620699681,0.19063713722296477,1.9416477054051586,376.1,378.65,0,0.2621502846479416
defect_type=rotated_rect,test,20,0.6243917775918433,0.7672375118666898,0.2122502470232789,2.977012608713379,328.1,333.7,0,0.30667381957173345
defect_type=polygon,test,20,0.6330846107165012,0.7726659939744128,0.2410970337030703,2.4640689292109603,309.25,408.15,0,0.26854656301438806
defect_type=rectangular_notch,all,120,0.6914235622739817,0.8153528569163293,0.20248676969888718,2.1058121479620353,405.7,466.19166666666666,0,0.24188010767102242
defect_type=rotated_rect,all,120,0.6681124910876001,0.7991718408157266,0.17105498251862644,2.494520354778332,311.9,333.775,0,0.26617956925183534
defect_type=polygon,all,120,0.654353159306177,0.787435430179879,0.21413315981251974,2.545835980879778,319.05,392.325,0,0.26433125815043845
