model_name,model_variant,decoder_variant,checkpoint,test_samples,mse,mae,iou,dice,area_error,center_error,polygon_area_error,small_polygon_count,small_polygon_pred_area_zero_count,small_polygon_iou_zero_count,small_polygon_iou,small_polygon_dice,medium_polygon_area_error,multi_defect_center_error,pred_area_gt_true_count,defect_mu_mean,defect_mu_median,defect_mu_p10,defect_mu_p90,defect_mu_min,defect_mu_max,background_mu_mean,background_mu_median
baseline,baseline,standard,checkpoints/best_model_v3_complex_threshold_margin_seed42.pt,200,20751.565806274415,45.635623452663424,0.26191466086166154,0.3758067558727462,0.45978574425530866,1.23322830467641,0.5393085493587273,0,0,0,nan,nan,nan,1.4251780321723537,20,576.9518421969592,565.2518310546875,322.9586639404297,863.6362426757813,194.7895965576172,1011.7709350585938,975.7640372477357,999.9671020507812
