group,split,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_mean,true_area_mean,pred_area_zero_sum,total_loss_mean
vertex_count=4,train,17,0.8467857168765758,0.9162567947601543,0.11349338931056854,0.4011470654395796,362.3529411764706,411.11764705882354,0,0.09035607997108908
vertex_count=5,train,19,0.8559729663171033,0.9216248955359944,0.09126675378423388,0.7029948263236826,352.36842105263156,388.42105263157896,0,0.09019468450232555
vertex_count=6,train,18,0.8389682969964675,0.911877529768317,0.12073933733713031,0.6360877796711798,322.8888888888889,370.05555555555554,0,0.09054233547714022
vertex_count=4,val,5,0.5850137821631726,0.7279846751870808,0.22562949031225146,3.8020963475127516,384.0,426.4,0,0.5145428150892257
vertex_count=5,val,4,0.7077630285883455,0.8281920721068031,0.039856005238178345,2.6265727031000186,359.5,374.5,0,0.24654442816972733
vertex_count=6,val,4,0.6860359894297333,0.8118113382426895,0.10650589964605339,2.4218214536590974,339.5,355.75,0,0.283297598361969
vertex_count=4,test,5,0.5593181602174597,0.7098898515973117,0.20281592700349735,3.732233264349592,336.8,415.0,0,0.6147259950637818
vertex_count=5,test,4,0.5014995984926239,0.6577572549806374,0.3502501728836183,4.4256838767384155,220.25,359.25,0,0.6072884649038315
vertex_count=6,test,4,0.6544809223449743,0.7836257778210534,0.23216723358286392,1.8837282450229584,347.5,424.25,0,0.28610459342598915
vertex_count=4,all,27,0.7450746999557388,0.8431754868460958,0.15080054462438552,1.6478203026586882,361.6296296296296,414.6666666666667,0,0.26601471889902045
vertex_count=5,all,27,0.7815013654944013,0.8686914934642096,0.12201826053287519,1.5394788155371744,333.85185185185185,382.037037037037,0,0.18996409547549706
vertex_count=6,all,26,0.7870575766552019,0.8767516923109491,0.13569233096092365,1.102760724184979,329.2307692307692,376.1923076923077,0,0.15028349252847525
