seed,split,best_epoch,selected_threshold,best_val_score,initial_train_loss,final_train_loss,train_loss_decreased,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_zero_sum,pred_connected_component_count_mean,predicted_component_count_is_3_rate,missed_component_rate,merged_component_rate,split_component_rate,extra_fragment_rate,component_recall_mean
42,train,65,0.4,1.262164973312125,1.5121567010879517,7.046574901323766e-05,True,40,0.6325652257373746,0.7687068794108066,0.08780156383452584,2.6415925513105787,0,3.075,0.925,0.025,0.0,0.075,0.075,0.9916666666666666
42,val,65,0.4,1.262164973312125,1.5121567010879517,7.046574901323766e-05,True,10,0.6112295164331629,0.747329869723684,0.09639441284472207,3.1569964002765167,0,3.0,1.0,0.0,0.0,0.0,0.0,1.0
42,test,65,0.4,1.262164973312125,1.5121567010879517,7.046574901323766e-05,True,10,0.5517471361554246,0.7020123469389195,0.10924862692968969,3.7813786524753183,0,3.0,1.0,0.1,0.0,0.0,0.0,0.9666666666666666
123,train,45,0.6,1.2011648660711154,1.5784800052642822,1.787434703146573e-05,True,40,0.589911847131454,0.7371949199297472,0.10107179325490603,2.554595495124027,0,3.05,0.95,0.0,0.0,0.05,0.05,1.0
123,val,45,0.6,1.2011648660711154,1.5784800052642822,1.787434703146573e-05,True,10,0.5729088316240218,0.7222407180080018,0.09398468356090843,3.2565419380126235,0,3.0,1.0,0.0,0.0,0.0,0.0,1.0
123,test,45,0.6,1.2011648660711154,1.5784800052642822,1.787434703146573e-05,True,10,0.6072406262562877,0.75295542888188,0.13526272792548613,2.6696259860070777,0,3.1,0.9,0.0,0.0,0.1,0.1,1.0
2026,train,81,0.6,1.2180741061830318,1.4017951011657714,7.247028042911552e-05,True,40,0.731414204683895,0.8421874686583702,0.05631299172345402,1.90963871491843,0,3.0,1.0,0.0,0.0,0.0,0.0,1.0
2026,val,81,0.6,1.2180741061830318,1.4017951011657714,7.247028042911552e-05,True,10,0.5836589692619631,0.7291177133171031,0.09470257639603422,2.9675464266502916,0,3.1,0.9,0.0,0.0,0.1,0.1,1.0
2026,test,81,0.6,1.2180741061830318,1.4017951011657714,7.247028042911552e-05,True,10,0.5200168357870847,0.6482863627804608,0.10287056336799638,3.3680588501642865,0,3.0,1.0,0.2,0.0,0.0,0.0,0.8666666666666666
