model,observation_config,split,center_xyz_error_mean_mm,center_xyz_error_median_mm,center_xyz_error_p90_mm,center_xyz_error_p95_mm,center_xyz_error_max_mm,burial_depth_error_mean_mm,burial_depth_error_median_mm,burial_depth_error_p90_mm,burial_depth_error_p95_mm,burial_depth_error_max_mm,catastrophic_failure_count,catastrophic_failure_rate,geometry_branch_failure_count,geometry_branch_failure_rate,shape_misclassified_count,full_shift_failure_count
ridge_logreg,single_x_5line,test,4.129769802093506,3.4871115684509277,7.171744346618652,7.807865619659424,8.443986892700195,0.5481812357902527,0.508953332901001,0.8580281138420105,0.8796133399009705,0.9011985063552856,3,0.6,0,0.0,2,0
ridge_logreg,dual_xy_5line,test,3.693084239959717,4.045515537261963,6.2293243408203125,6.884707450866699,7.540090560913086,0.7105849385261536,0.6159052848815918,1.3047817945480347,1.4745440483093262,1.6443063020706177,2,0.4,0,0.0,3,0
ridge_logreg,dual_xy_5line_plus_direction_features,test,4.3047075271606445,5.228137969970703,6.426189422607422,6.744844913482666,7.063499927520752,1.565482258796692,1.168527603149414,2.995234489440918,3.147622585296631,3.3000106811523438,4,0.8,2,0.4,2,3
ridge_logreg,single_x_9line,test,2.7820239067077637,1.5609349012374878,5.015793323516846,5.678290367126465,6.340786933898926,0.8333369493484497,0.5801571607589722,1.3923903703689575,1.522409200668335,1.6524279117584229,2,0.4,0,0.0,1,1
ridge_logreg,dual_xy_9line,test,4.526867866516113,2.5556623935699463,9.018951416015625,10.305164337158203,11.591377258300781,0.7042499780654907,0.6815451383590698,1.295989751815796,1.4077799320220947,1.5195701122283936,1,0.2,0,0.0,2,0
svr_rbf_C10,dual_xy_9line_plus_direction_features,test,4.584944725036621,4.862443447113037,7.283959865570068,7.7333526611328125,8.182744979858398,0.5224119424819946,0.4721991717815399,0.9981144070625305,1.025451421737671,1.052788496017456,2,0.4,1,0.2,2,1
