seed,row_type,criterion,epoch,split,threshold,checkpoint,mse,mae,iou,dice,area_error,center_error,pred_area_zero,pred_area_lt_true,pred_area_gt_true,composite
42,val_epoch,epoch,1,val,500,,32658.016646728516,59.397057142257694,0.0,0.0,1.0,nan,200,200,0,-1.0
42,val_epoch,epoch,2,val,500,,27380.215076904296,70.47481900215149,0.011590108379280907,0.01808872432083266,0.9790540896323319,1.4691538830598196,185,199,1,-0.9493752569322182
42,val_epoch,epoch,3,val,500,,24916.977165527343,55.497551946640016,0.1949125974782745,0.2813008240836517,0.5934471939529109,1.417657202504801,68,167,33,-0.1172337723909847
42,val_epoch,epoch,4,val,500,,23912.6323828125,53.44882858753204,0.2523229376367231,0.3690129123554861,0.5148474173096317,1.4065006657064647,26,170,30,0.10648843268257757
42,val_epoch,epoch,5,val,500,,23808.303317871094,59.769546031951904,0.22173732692689682,0.33218747926544906,0.5612695245160443,1.362195290099172,30,191,9,-0.007344718323698429
42,val_epoch,epoch,6,val,500,,23274.661834716797,53.10322058200836,0.27872634288796794,0.4025539413035844,0.4375792989155985,1.2383170954294895,29,173,27,0.2437009852759539
42,val_epoch,epoch,7,val,500,,22770.699759521485,47.115733428001406,0.2767881148472238,0.3966398454836558,0.4401413576035446,1.2757099852572347,28,178,22,0.23328660272733498
42,val_epoch,epoch,8,val,500,,22693.197232666014,50.39389002799988,0.23444328432069828,0.3450847628823234,0.5441532213250974,1.297645794609225,34,187,13,0.0353748258779244
42,val_epoch,epoch,9,val,500,,22955.049622802733,47.39974393367768,0.20970221140149778,0.31120308305937094,0.6149789619224715,1.3170108649879695,40,189,11,-0.09407366746160273
42,val_epoch,epoch,10,val,500,,22506.18180419922,50.24465021133423,0.2713301276657688,0.39213371672659364,0.46665556125661295,1.2643119377651433,26,178,21,0.19680828313574944
42,val_epoch,epoch,11,val,500,,22834.524998779296,51.14274320602417,0.26653977099862586,0.3844758689965019,0.46432279837474183,1.3159738961025813,27,175,24,0.18669284162038585
42,val_epoch,epoch,12,val,500,,22633.059775390626,45.42877436637878,0.25794428529303187,0.37096616984326203,0.5217776268896516,1.2367009965126359,32,173,27,0.10713282824664228
42,val_epoch,epoch,13,val,500,,23091.996516113282,51.87741169452667,0.32585787722638915,0.4569056513835072,0.38774527941355474,1.1218989665154369,20,131,69,0.39501824919634165
42,val_epoch,epoch,14,val,500,,22472.598970947267,47.830385513305664,0.2678889307497221,0.3846080021872368,0.4899265277084699,1.207108219778713,30,170,30,0.16257040522848898
42,val_epoch,epoch,15,val,500,,22378.95442138672,47.40443136692047,0.22615145925364014,0.33204336506892074,0.5876811675133424,1.2524720069342925,38,194,6,-0.029486343190781583
42,val_epoch,epoch,16,val,500,,23430.996684570313,50.43521714687348,0.1823985445832636,0.278547457085864,0.6673115864586567,1.4820239380733367,37,198,2,-0.20636558478952916
42,val_epoch,epoch,17,val,500,,22284.08889404297,51.975119762420654,0.26394149419318913,0.3814636550796979,0.4837518450217726,1.323240884808366,33,186,13,0.16165330425111446
42,val_epoch,epoch,18,val,500,,22682.83184448242,47.21028966665268,0.23733333074432825,0.3476617997021397,0.5525182033372986,1.3183421116924572,33,182,18,0.032476927109169273
42,val_epoch,epoch,19,val,500,,22337.53698486328,46.063084352016446,0.2773228805818416,0.39856849668571287,0.44773037423265444,1.2685166054568384,23,175,25,0.2281610030349001
