seed,row_type,criterion,epoch,split,threshold,checkpoint,mse,mae,iou,dice,area_error,center_error,pred_area_zero,pred_area_lt_true,pred_area_gt_true,composite
42,val_epoch,epoch,20,val,500,,22765.708430175782,46.3987162733078,0.2853794260443863,0.40728648990397104,0.4391715106337959,1.2971459140064399,27,178,22,0.25349440531456147
42,val_epoch,epoch,21,val,500,,22840.37351074219,49.594249181747436,0.2957107865253849,0.420213416528414,0.3792449280832897,1.2654016670686277,24,156,44,0.3366792749705092
42,val_epoch,epoch,22,val,500,,22386.27683959961,45.57707516670227,0.23181016120109071,0.338645069282372,0.5667010718836941,1.2701892957232799,42,188,12,0.0037541585997685756
42,val_epoch,epoch,23,val,500,,22646.741475830077,46.46419295787811,0.22893703089510475,0.3358904954524822,0.5510687367738005,1.3501385744707084,38,190,10,0.0137587895737864
42,val_epoch,epoch,24,val,500,,22531.323513183594,44.928225061893464,0.2909400877572278,0.413659518840074,0.41477792003774794,1.2159304726312214,26,162,38,0.28982168655955387
42,val_epoch,epoch,25,val,500,,23004.121595458986,53.885852556228635,0.3073219611830347,0.43478083352560254,0.38021007073502716,1.1725843407995793,19,155,45,0.36189272397361
42,val_epoch,epoch,26,val,500,,23044.851499023436,45.20961362600327,0.26453324989557386,0.3830584037813382,0.4480910781094142,1.2730876860710292,31,177,22,0.1995005755674979
42,val_epoch,epoch,27,val,500,,23045.778763427734,50.35192106723785,0.27796850781926447,0.39846177232057356,0.4324827219472691,1.307563885939361,26,169,31,0.24394755819256897
42,val_epoch,epoch,28,val,500,,23164.45919189453,48.93699959278106,0.3141237886323895,0.44311809283973497,0.3709663047663593,1.1820852203028542,18,142,58,0.3862755767057652
42,val_epoch,epoch,29,val,500,,23326.69521118164,42.69827825069427,0.23616965804596915,0.34899782815645125,0.5296741227755771,1.3127971557571607,30,193,7,0.0554933634268433
42,val_epoch,epoch,30,val,500,,23427.749150390624,43.720586121082306,0.2311245420658605,0.33879129833057303,0.532102920484568,1.427701884598443,35,185,15,0.03781291991186553
42,val_epoch,epoch,31,val,500,,23064.155552978515,42.98874271869659,0.2786625283334704,0.39999216399061216,0.4475289293158734,1.2629705652255903,24,172,28,0.2311257630082092
42,val_epoch,epoch,32,val,500,,22930.19387207031,42.15469227552414,0.2725559098129882,0.39280813769971007,0.4557580389685605,1.239656542043733,23,181,19,0.2096060085441378
42,val_epoch,epoch,33,val,500,,24035.983443603516,47.5914938545227,0.2848925310303435,0.4050427938071991,0.41266866502260524,1.2696698846327776,27,152,48,0.27726665981493737
42,val_epoch,epoch,34,val,500,,23478.58627441406,43.41021395206452,0.2971087691181991,0.42026793900308285,0.4023766385326813,1.238923660931993,23,143,57,0.31500006958860066
42,val_epoch,epoch,35,val,500,,23305.66209716797,43.797061395645144,0.27815241387647033,0.3971512019939582,0.4384572920318483,1.2353310313546795,26,165,35,0.23684632383858023
42,val_epoch,epoch,36,val,500,,23511.877971191407,51.367926774024966,0.2883938564092429,0.41037777359961153,0.4286733402505785,1.1951618979658398,25,160,40,0.27009828975827593
42,val_epoch,epoch,37,val,500,,24127.893681640624,45.429022965431216,0.3014639694819902,0.4235658197630018,0.40171619679984416,1.183478010699928,27,149,51,0.3233135924451478
42,val_epoch,epoch,38,val,500,,23604.02779663086,46.681684899330136,0.2935098298727874,0.4162824491070633,0.3858384426620313,1.2518649159946256,21,163,37,0.32395383631781943
42,val_epoch,epoch,39,val,500,,25017.768280029297,46.61340353488922,0.2805858963832362,0.4005715967936624,0.4027694137306992,1.2820783705356416,22,154,46,0.2783880794461995
42,val_epoch,epoch,40,val,500,,23897.48051635742,47.208670840263366,0.24561630683484847,0.35819304476582625,0.5017222740176905,1.2781589172371377,27,190,10,0.10208707758298419
42,val_epoch,epoch,41,val,500,,24808.824279785156,43.86970268249512,0.2936950393879983,0.415235155765622,0.43410689171178135,1.2663822975428252,22,139,61,0.27482330344183886
42,val_epoch,epoch,42,val,500,,25515.29509277344,51.232971382141116,0.31978856922502796,0.4479645556615563,0.39358409105215414,1.1770470992056399,17,113,86,0.3741690338344302
42,val_epoch,epoch,43,val,500,,24000.577856445314,44.47861634731293,0.2585830575663598,0.37221753908136934,0.4786350146712859,1.249330873849124,31,171,29,0.15216558197644325
42,val_epoch,epoch,44,val,500,,24581.459591064453,48.148026390075685,0.2858996818219588,0.40506408060532534,0.41756040018443313,1.295935131926936,24,155,45,0.27340336224285106
42,val_epoch,epoch,45,val,500,,24530.124774169923,50.150929760932925,0.3106664010341325,0.43556106544273454,0.4032833592537885,1.2308010375748077,20,136,64,0.3429441072230786
42,val_epoch,epoch,46,val,500,,24391.89946899414,40.11777859926224,0.24517358984045348,0.35556157126947696,0.5170993912102986,1.2878019740603057,34,180,20,0.08363576989963184
42,val_epoch,epoch,47,val,500,,24186.579227294922,45.879076681137086,0.3006977620112083,0.42303571194805656,0.3993823687964824,1.1867432086990122,22,155,45,0.3243511051627825
42,val_epoch,epoch,48,val,500,,24496.324479980467,46.428715109825134,0.30328793817862143,0.42645797669687363,0.39974684462096505,1.1883245593971676,20,145,55,0.32999907025452996
42,val_epoch,epoch,49,val,500,,24595.631072998047,42.04092407941818,0.24470503019829365,0.3574663878691382,0.5038282960741689,1.2824487868956356,28,177,23,0.0983431219932629
42,val_epoch,epoch,50,val,500,,24787.945545654296,50.360496826171875,0.2953906144502334,0.41673657062935393,0.39678462511639795,1.2357332012926538,20,142,58,0.31534255996318944
123,val_epoch,epoch,1,val,500,,32533.095192871093,69.1147917842865,0.0,0.0,1.0,nan,200,200,0,-1.0
123,val_epoch,epoch,2,val,500,,28959.89635620117,67.50778743743896,0.0,0.0,1.0,nan,200,200,0,-1.0
123,val_epoch,epoch,3,val,500,,26511.6621875,54.83425528049469,0.06470610227233926,0.09703959814290117,0.8755583506774407,1.5597984074400022,148,198,2,-0.7138126502622002
123,val_epoch,epoch,4,val,500,,24185.40573730469,62.53748008728027,0.29182476943280344,0.4143467211438386,0.45194205495186085,1.3923372140754078,23,145,55,0.25422943562478123
123,val_epoch,epoch,5,val,500,,23246.597774658203,51.331974534988404,0.2478111367291907,0.35888654612070736,0.5036955480936931,1.4653152985607876,30,176,24,0.1030021347562049
123,val_epoch,epoch,6,val,500,,23235.345963134765,51.684635190963746,0.24616335319075208,0.36120124379984625,0.5102642094626494,1.4686053873314333,27,182,18,0.09710038752794892
123,val_epoch,epoch,7,val,500,,22891.43564453125,50.67430310249328,0.25262397544437387,0.36451475049383036,0.493598650236283,1.2874579566371878,36,179,21,0.12354007570192116
123,val_epoch,epoch,8,val,500,,23357.767984619142,51.62167891502381,0.21384890496965808,0.3176041769933616,0.576433467454416,1.4718551102317183,37,183,17,-0.04498038549139638
123,val_epoch,epoch,9,val,500,,22760.609556884767,50.34161169052124,0.2672148513617419,0.38717631115690226,0.46021583696418294,1.350087704750794,24,181,19,0.1941753255544612
123,val_epoch,epoch,10,val,500,,22908.026307373046,47.77976509571076,0.23592235861945962,0.344765535624894,0.5350841911686611,1.4191603181232888,34,186,14,0.0456037030756925
123,val_epoch,epoch,11,val,500,,22521.638830566408,48.07053414583206,0.2840237208006935,0.406677880327884,0.4751301119862185,1.199511873599311,24,161,39,0.21557148914235896
123,val_epoch,epoch,12,val,500,,22282.644110107423,51.111924438476564,0.3087415049723503,0.43566963531563024,0.3996049377810485,1.2565826312201458,19,161,39,0.344806202506932
123,val_epoch,epoch,13,val,500,,22517.00212524414,51.8225625705719,0.3127779952471772,0.44212498928750116,0.37703502628002183,1.246945886527965,19,143,56,0.3778679582546566
123,val_epoch,epoch,14,val,500,,23263.942731933595,47.8705562877655,0.21403934157446103,0.318823629248799,0.5771660660906228,1.4476203043232947,30,186,14,-0.04430309526736287
123,val_epoch,epoch,15,val,500,,22386.630736083986,48.32283423900604,0.31077081856608596,0.4400767198824475,0.37404105826395045,1.2226754718149702,20,153,47,0.376806480184583
123,val_epoch,epoch,16,val,500,,22612.022915039062,49.77656726837158,0.2956916596694353,0.4206651786772911,0.43155228262990597,1.254909817545607,21,150,50,0.2848045557168204
123,val_epoch,epoch,17,val,500,,22433.667843017578,58.243751249313355,0.2949664388170247,0.4170858203621477,0.42574658430545204,1.2494356210646762,28,158,42,0.28630567487372044
123,val_epoch,epoch,18,val,500,,23017.706787109375,49.30841914892196,0.30096613786096527,0.42642760880477615,0.432701844432774,1.1557058608900248,24,149,51,0.29469190223296743
123,val_epoch,epoch,19,val,500,,22806.751099853514,46.35489397764206,0.16395152277265157,0.24762104028181114,0.7009782087184909,1.4325130407480484,59,197,3,-0.2894056456640282
123,val_epoch,epoch,20,val,500,,22470.813823242188,48.34355407714844,0.29782811697276956,0.42302408875887565,0.42144589495846985,1.199039615276787,29,147,53,0.29940631077317537
123,val_epoch,epoch,21,val,500,,22544.21757080078,44.48508531332016,0.2713100843864933,0.38946778870681326,0.4524935469387823,1.3465691861527704,29,178,19,0.2082843261545242
123,val_epoch,epoch,22,val,500,,22787.625205078126,47.27647848367691,0.31301628134384163,0.44255327074889467,0.4169443581663967,1.1927686931942005,17,150,50,0.33862519392633966
123,val_epoch,epoch,23,val,500,,23178.222609863282,52.73454776287079,0.19745203202226874,0.29090689155814237,0.6212116754364955,1.3340276791714132,48,190,10,-0.13285275185608436
123,val_epoch,epoch,24,val,500,,22424.648095703124,47.36282227516174,0.2941700402688714,0.4189275921512669,0.43357200594026624,1.2428077964226627,21,167,33,0.2795256264798721
123,val_epoch,epoch,25,val,500,,23153.042032470705,50.51026624679565,0.31936334752506407,0.44639324071861675,0.37021141948439834,1.1876361116931584,19,132,68,0.3955451687592824
123,val_epoch,epoch,26,val,500,,23404.189370117187,45.02089781284332,0.1924476474799614,0.2845610992238111,0.6381367400050125,1.3545858350766151,53,191,9,-0.16112799330124
123,val_epoch,epoch,27,val,500,,22788.085202636717,48.38814911842346,0.2629007880078371,0.37661358383829074,0.48382840687653833,1.352021920600694,33,172,28,0.15568596496958947
123,val_epoch,epoch,28,val,500,,22830.411862792967,47.76436243534088,0.25247705595646003,0.36698118674576036,0.4856945923462269,1.2641797817805234,30,172,28,0.13376365035599347
123,val_epoch,epoch,29,val,500,,22868.899497070313,45.593345816135404,0.2918758165493566,0.41264914833479993,0.4288815212669148,1.239548554973943,25,165,34,0.2756434436172417
123,val_epoch,epoch,30,val,500,,23168.20302368164,45.35371241569519,0.29676496007656206,0.41848539026659365,0.412037608026959,1.2024283498697887,27,157,42,0.30321274231619677
123,val_epoch,epoch,31,val,500,,23384.0848828125,46.722135481834414,0.2744646608859865,0.39328110168736813,0.45875941397654574,1.2289901952863784,29,162,38,0.20898634859680887
123,val_epoch,epoch,32,val,500,,23120.413317871094,44.85507313728333,0.2675629170074213,0.3857374652530088,0.4597601790398078,1.2326796274100031,25,171,29,0.19354020322062226
123,val_epoch,epoch,33,val,500,,23594.208560791016,50.360625696182254,0.2949425149463278,0.41584321941159996,0.39416870175340846,1.2489389250746794,25,156,43,0.31661703260451934
123,val_epoch,epoch,34,val,500,,23645.77372680664,46.49373291492462,0.30248237217364493,0.426139690742273,0.3999098870868633,1.2285712669972935,21,148,51,0.3287121758290546
123,val_epoch,epoch,35,val,500,,23803.131782226563,48.69222752094269,0.27338450042477286,0.3921973285518769,0.45155530715289316,1.2725109827112069,24,163,36,0.2140265218237566
123,val_epoch,epoch,36,val,500,,23645.437954101562,52.13483229160309,0.3004259310978148,0.42364414797886873,0.4067382188323323,1.1432827401085426,23,142,58,0.3173318602443512
123,val_epoch,epoch,37,val,500,,24472.181534423828,47.894985435009005,0.29478553554335385,0.4157531683408462,0.42295200683163536,1.2305981389878469,26,132,67,0.2875866970525647
123,val_epoch,epoch,38,val,500,,23818.17155151367,45.719643843173984,0.26685883397254084,0.38401401438514227,0.46661534320120734,1.2286358571976248,29,167,33,0.18425750515647576
123,val_epoch,epoch,39,val,500,,25025.73906616211,57.70086492538452,0.3108292475136064,0.4402872951008598,0.39856736303193757,1.2139956080152288,16,120,80,0.35254917958252857
123,val_epoch,epoch,40,val,500,,24371.46060180664,45.42547350406647,0.2992124110667777,0.42173842001676315,0.4320381679751232,1.2080572108653458,24,149,51,0.2889126631084177
123,val_epoch,epoch,41,val,500,,24805.440842285156,53.36067946910858,0.27832224144704976,0.39677715931583407,0.44185937641089496,1.249710388735614,24,148,51,0.23324002435198893
123,val_epoch,epoch,42,val,500,,24038.607653808594,45.660779719352725,0.26087013690977884,0.37687622470649146,0.46655621972842426,1.2804740179201652,26,169,31,0.17119014188784604
123,val_epoch,epoch,43,val,500,,25006.414813232423,45.6403462266922,0.24903721328237363,0.3623295493518818,0.4821809494404576,1.365639031325516,29,159,40,0.1291858131937978
123,val_epoch,epoch,44,val,500,,24886.248006591795,47.52994650840759,0.3004413102089379,0.42475687651368665,0.39079302942056193,1.2421942105168824,18,140,60,0.33440515730206255
123,val_epoch,epoch,45,val,500,,24235.68752807617,42.86305171489715,0.2420838548434102,0.35283649828523656,0.5012384616011275,1.3768883223763142,26,184,16,0.09368189152751927
123,val_epoch,epoch,46,val,500,,24704.60237060547,44.22075285434723,0.3003427265726681,0.4236191838429164,0.3689726161776944,1.1755953674816955,19,154,46,0.35498929423789016
123,val_epoch,epoch,47,val,500,,24583.859112548827,47.820984544754026,0.2568292844562554,0.36633330506515016,0.47562833315585207,1.2985672852306656,35,165,32,0.1475342563655535
123,val_epoch,epoch,48,val,500,,24954.534573974608,49.815905661582946,0.24543264032357923,0.3563070171829733,0.4844690944056664,1.373589756055957,32,170,30,0.11727056310088618
123,val_epoch,epoch,49,val,500,,24676.712322998046,44.722712965011596,0.27807808145297663,0.39466882235118544,0.43887807560553277,1.3131985442978995,25,150,49,0.23386882819862925
123,val_epoch,epoch,50,val,500,,24831.591483154298,47.8837863445282,0.26448530822452254,0.37842885806440935,0.46629586688238667,1.3476618832418685,27,168,32,0.17661829940654528
2026,val_epoch,epoch,1,val,500,,33365.115654296875,80.84266241073608,0.0,0.0,1.0,nan,200,200,0,-1.0
2026,val_epoch,epoch,2,val,500,,29843.971459960936,84.61938430786132,0.011790117100964993,0.019086600460734886,0.9752705271254974,1.287032244836583,183,200,0,-0.9443938095637976
2026,val_epoch,epoch,3,val,500,,24697.973197021485,54.03104901313782,0.16726909845561466,0.24825941363422846,0.6884840599202682,1.4888121731579305,70,184,16,-0.2729555478304251
2026,val_epoch,epoch,4,val,500,,24658.811971435545,56.786250314712525,0.23019535584755516,0.33480428713058286,0.5339300764204187,1.4375778661629597,46,149,51,0.031069566557719308
2026,val_epoch,epoch,5,val,500,,23928.241583251955,62.133180665969846,0.24025140407259676,0.3482227518255363,0.5240910002047404,1.4250899753533304,40,167,32,0.06438315569339259
2026,val_epoch,epoch,6,val,500,,23399.871181640625,52.581228952407834,0.22374946139683669,0.3307229191867522,0.5569968550683817,1.4690520450381972,36,184,16,-0.0025244744847928713
2026,val_epoch,epoch,7,val,500,,23548.497763671876,56.40784625053406,0.3254980192959367,0.45609743977839473,0.38947864225838996,1.2036140122140446,20,134,66,0.3921168168159415
2026,val_epoch,epoch,8,val,500,,22853.495515136718,48.58789210796356,0.2484857930270963,0.36235320102304946,0.5189988238288015,1.30170907147708,29,189,11,0.09184017022134427
2026,val_epoch,epoch,9,val,500,,22466.748671875,51.30699384212494,0.29174353616438314,0.4162640389006442,0.4126668915769066,1.2457395837775298,25,172,28,0.2953406834881207
2026,val_epoch,epoch,10,val,500,,22476.713168945313,46.1641055059433,0.27581280321465507,0.39708792677001997,0.462547173471808,1.196043293316697,28,182,18,0.21035355651286697
2026,val_epoch,epoch,11,val,500,,22955.799642333983,53.348818516731264,0.33535776186134086,0.4683226638804209,0.3510500846070521,1.154127424673454,15,127,73,0.4526303411347097
2026,val_epoch,epoch,12,val,500,,22515.69742675781,49.62647507667541,0.2542711774060447,0.3694099072757298,0.493491915739297,1.297312599069932,30,183,17,0.1301891689424775
2026,val_epoch,epoch,13,val,500,,22438.689565429686,52.23522521018982,0.2833564547448277,0.4069751446165483,0.4257303351981643,1.2050006092871939,25,178,22,0.2646012641632117
2026,val_epoch,epoch,14,val,500,,22818.434299316406,46.61451004743576,0.23652665663252861,0.3403789478322337,0.5380599333011431,1.375569698098418,46,180,20,0.038845671163619255
2026,val_epoch,epoch,15,val,500,,22554.180733642577,48.64711862564087,0.26634918197104435,0.3860496415346134,0.46675992446022524,1.2614241507270432,27,173,26,0.18563889904543246
2026,val_epoch,epoch,16,val,500,,22617.916418457033,49.06041198730469,0.30177691923951494,0.4284501338216042,0.39277126555127945,1.1967674432332907,23,157,42,0.3374557875098397
2026,val_epoch,epoch,17,val,500,,22374.374581298827,52.68129488945007,0.2650658656431184,0.3843437035913803,0.49189322147774994,1.2989124583346503,25,187,11,0.15751634775674883
2026,val_epoch,epoch,18,val,500,,22641.36471801758,43.86772936105728,0.24057021236520768,0.34898485632255605,0.5633828153589249,1.2582373675516623,33,179,19,0.02617225332883888
2026,val_epoch,epoch,19,val,500,,22370.009700927734,46.676687562465666,0.3026666809372865,0.4283238976153092,0.3908713518548005,1.1347008952186943,23,157,43,0.34011922669779515
2026,val_epoch,epoch,20,val,500,,22574.987026367187,44.97461922168732,0.2615363593170628,0.3786782216028328,0.4925811909033526,1.2268822603566305,25,187,13,0.14763339001654296
2026,val_epoch,epoch,21,val,500,,22488.293334960938,53.165929317474365,0.266217962221328,0.382332017172305,0.4740880832436419,1.245965756255494,31,180,20,0.17446189614999114
2026,val_epoch,epoch,22,val,500,,22761.484284667968,51.5045175075531,0.29699536965094564,0.4197453897661588,0.38884787257311987,1.2308548792939762,26,146,54,0.3278928868439846
2026,val_epoch,epoch,23,val,500,,22341.71587158203,47.76766987323761,0.2542127242706458,0.3665797816303416,0.5273162129170731,1.2045929405273814,35,179,21,0.09347629298391424
2026,val_epoch,epoch,24,val,500,,22825.128989257813,49.09763123035431,0.2813279747216185,0.40008538530639015,0.43561478602522186,1.1556283095048676,26,161,39,0.24579857400278682
2026,val_epoch,epoch,25,val,500,,22744.179342041014,46.7971586894989,0.24929934130594872,0.3626834604676338,0.4996555785556528,1.2142020323487042,28,182,18,0.11232722321792965
2026,val_epoch,epoch,26,val,500,,22857.404539794923,48.99334763050079,0.29650878270428527,0.418861497824212,0.42278645486962224,1.090634984895587,26,147,53,0.29258382565887503
2026,val_epoch,epoch,27,val,500,,23138.431094970703,48.04170387744904,0.3050965445619985,0.43065516295397893,0.3820157950848299,1.1793701575852888,19,138,62,0.3537359124311475
2026,val_epoch,epoch,28,val,500,,22851.307463378907,45.96625198602676,0.30399152653358924,0.4296670698973602,0.3850684744803543,1.16230890340074,19,143,57,0.34859012195059513
2026,val_epoch,epoch,29,val,500,,22909.64150024414,43.77402760028839,0.29734463378806647,0.4203167793279258,0.39276717335607786,1.1672368220772062,25,151,48,0.32489423975991444
2026,val_epoch,epoch,30,val,500,,22845.04737182617,47.95089913368225,0.30963208927157965,0.43577253235483526,0.37039238661445756,1.1883918780833482,20,143,57,0.3750122350119574
2026,val_epoch,epoch,31,val,500,,23278.377912597658,46.17888741016388,0.22352009266748996,0.33059546603785456,0.5631636319791119,1.2995765017202268,31,187,13,-0.009048073273767332
2026,val_epoch,epoch,32,val,500,,23356.98400390625,50.742309565544126,0.30036441409929354,0.42651155538123087,0.4015779505190379,1.2466787492151314,23,158,41,0.3252980189614866
2026,val_epoch,epoch,33,val,500,,23606.958101806642,45.911723191738126,0.25601399393424157,0.367621545138295,0.4715270611035659,1.2990526271214384,33,163,37,0.15210847796897065
2026,val_epoch,epoch,34,val,500,,23490.228292236327,49.44408596515655,0.3019900469499187,0.4279732936488543,0.3666710974229986,1.1820966898153225,20,144,55,0.3632922431757744
2026,val_epoch,epoch,35,val,500,,23505.36783203125,43.02185094356537,0.2849511493508192,0.40576253586238387,0.4392224456496892,1.2201999222380775,25,158,42,0.2514912395635139
2026,val_epoch,epoch,36,val,500,,23640.20544555664,51.48086830615998,0.30040543153039473,0.4235592481505153,0.3835083634839346,1.2113431815471913,20,157,43,0.3404563161969755
2026,val_epoch,epoch,37,val,500,,23984.23793701172,52.401558513641355,0.2606568249390682,0.3771739374995328,0.46559353622095706,1.2174153614810295,23,181,19,0.17223722621764398
2026,val_epoch,epoch,38,val,500,,23524.518956298827,46.15385920524597,0.2716769835304091,0.38999444056792254,0.45187670685089953,1.2243707403540611,24,174,26,0.20979471724743215
2026,val_epoch,epoch,39,val,500,,23699.331314697265,43.92513700246811,0.2715606838382858,0.3881938971261833,0.4354832502172981,1.230491730138317,26,172,28,0.22427133074717104
2026,val_epoch,epoch,40,val,500,,23573.377915039062,44.310642364025114,0.2871518611083444,0.40691073527032545,0.4266176905442046,1.3002863886883889,26,167,33,0.26744490583446523
2026,val_epoch,epoch,41,val,500,,24345.834071044923,45.962132799625394,0.30817466096374424,0.4352338586749701,0.3756667462120123,1.2388223652928574,19,131,69,0.36774177342670206
2026,val_epoch,epoch,42,val,500,,23846.223742675782,46.06976469516754,0.28255301879108635,0.40202825230887995,0.40764783319265563,1.2252545436854996,27,150,50,0.27693343790731073
2026,val_epoch,epoch,43,val,500,,24334.433037109375,48.939588541984556,0.32834325474657516,0.4596647909049437,0.3658034442447826,1.142830138985989,14,120,80,0.4222046014067362
2026,val_epoch,epoch,44,val,500,,23935.178646240234,45.182785999774936,0.2845894336931871,0.4045648641024473,0.43199553536334984,1.1910000884532927,25,162,38,0.2571587624322846
2026,val_epoch,epoch,45,val,500,,24402.521290283203,45.09189221143723,0.3155719565097149,0.4414319360449689,0.38692721861217594,1.1600976444864541,22,136,64,0.37007667394250787
2026,val_epoch,epoch,46,val,500,,24182.943608398436,46.73942016601563,0.26568013801175866,0.38344517669115924,0.47739795741874863,1.24436117919711,27,171,29,0.17172735728416927
2026,val_epoch,epoch,47,val,500,,23827.974672851564,41.87008900880814,0.2726703519033932,0.3905325429822324,0.4612125182038118,1.2272534719092791,22,170,30,0.20199037668181385
2026,val_epoch,epoch,48,val,500,,24418.63805908203,44.01395701646805,0.3245652990948888,0.45395971475376695,0.38364301302129766,1.1093453920101592,19,134,66,0.394882000827358
2026,val_epoch,epoch,49,val,500,,24353.570924072264,42.750787286758424,0.2932219226369247,0.4171288527573882,0.4095625006177999,1.145168644589419,21,152,48,0.300788274776513
2026,val_epoch,epoch,50,val,500,,24035.526094970704,43.28093368768692,0.3024980141937275,0.427501950771034,0.37042461867018983,1.2196104836480393,19,150,50,0.35957534629457166
