model_name,checkpoint,bz_feature_mode,seed,mse,mae,iou,dice,area_error,center_error,pred_area_zero,pred_area_lt_true,pred_area_gt_true,small_iou,small_dice,small_area_error,small_pred_area_zero,low_signal_iou,low_signal_dice,low_signal_area_error,low_signal_pred_area_zero
v3_complex_bz_feature_aug_seed42,checkpoints/best_model_v3_complex_bz_feature_aug_seed42.pt,raw_plus_norm_stats,42,20555.466177978516,46.425975713729855,0.2786855780465572,0.40085777855251253,0.4269293464112182,1.3242914380255941,21,167,32,0.16870488110108475,0.24870851119915502,0.5361084299893871,18,0.1477136918510414,0.22773453300113977,0.6407739634966426,20
