seed,sample_id,split,defect_group,task_group,defect_type,component_count,component_type_combination,source_dataset,source_pack,true_connected_component_count,pred_connected_component_count,IoU,Dice,area_error,center_error,pred_area,true_area,failure_category,distance_bin,short_note,preview_path
42,single_rect_p2_0005,val,single_defect,single_defect,rectangular_notch,1,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,1,1,0.5789473684210527,0.7333333333333333,0.7272727272727273,0.7173600598895754,456,264,area_error,,large area mismatch,
42,single_rect_p2_0035,val,single_defect,single_defect,rectangular_notch,1,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,1,1,0.5884861407249466,0.7409395973154362,0.6992753623188406,0.8798590846068403,469,276,area_error,,large area mismatch,
42,single_rot_v9_0013,test,single_defect,single_defect,rotated_rect,1,rotated_rect,single_pilot_v9,pilot_v9_topup_rotated_rect,1,1,0.5782828282828283,0.7328,0.6041666666666666,2.0659228344429494,385,240,area_error,,large area mismatch,
42,cc2_sample_194,val,multi_defect,multi_defect_cc2,multi_defect,2,rectangular_notch+polygon,multi_defect_pilot_v3,multi_defect_pilot_v3,2,2,0.420129270544783,0.5916775032509753,0.2034383954154728,17.26691053032154,840,698,localization,,large center error,
42,cc2_sample_176,val,multi_defect,multi_defect_cc2,multi_defect,2,rectangular_notch+rectangular_notch,multi_defect_pilot_v3,multi_defect_pilot_v3,2,2,0.44881075491209926,0.6195574589578873,0.08344733242134063,14.01654205087939,670,731,localization,,large center error,
42,cc2_sample_167,val,multi_defect,multi_defect_cc2,multi_defect,2,rectangular_notch+rotated_rect,multi_defect_pilot_v3,multi_defect_pilot_v3,2,2,0.5231243576567317,0.6869095816464238,0.21194029850746268,13.700287200661501,812,670,localization,,large center error,
42,cc2_sample_200,val,multi_defect,multi_defect_cc2,multi_defect,2,rotated_rect+polygon,multi_defect_pilot_v3,multi_defect_pilot_v3,2,2,0.43366336633663366,0.6049723756906077,0.1483375959079284,13.66408188549024,666,782,localization,,large center error,
42,cc2_sample_184,val,multi_defect,multi_defect_cc2,multi_defect,2,rectangular_notch+polygon,multi_defect_pilot_v3,multi_defect_pilot_v3,2,2,0.4278982092365693,0.5993399339933994,0.16363636363636364,13.0156674577306,690,825,localization,,large center error,
42,cc2_sample_236,test,multi_defect,multi_defect_cc2,multi_defect,2,rectangular_notch+rectangular_notch,multi_defect_pilot_v3,multi_defect_pilot_v3,2,3,0.5623069001029866,0.7198417930125247,0.20473372781065088,11.381277266317037,672,845,component_count_mismatch,,"pred_cc=3, true_cc=2",
42,cc2_sample_180,val,multi_defect,multi_defect_cc2,multi_defect,2,rotated_rect+polygon,multi_defect_pilot_v3,multi_defect_pilot_v3,2,2,0.38831615120274915,0.5594059405940595,0.4073587385019711,10.977274911350658,451,761,area_error,,large area mismatch,
42,cc2_sample_190,val,multi_defect,multi_defect_cc2,multi_defect,2,rotated_rect+polygon,multi_defect_pilot_v3,multi_defect_pilot_v3,2,2,0.4908376963350785,0.6584723441615452,0.12104283054003724,9.851331881330703,602,537,localization,,large center error,
42,single_rect_p2_0112,test,single_defect,single_defect,rectangular_notch,1,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,1,2,0.6266666666666667,0.7704918032786885,0.5416666666666666,1.350734829026625,518,336,component_count_mismatch,,"pred_cc=2, true_cc=1",
42,single_poly_v8_0035,test,single_defect,single_defect,polygon,1,polygon,single_pilot_v9,pilot_v8_topup_polygon,1,2,0.7574692442882249,0.862,0.03536345776031434,1.0691542424802665,491,509,component_count_mismatch,,"pred_cc=2, true_cc=1",
