seed,sample_id,split,defect_group,task_group,defect_type,component_count,component_type_combination,source_dataset,source_pack,true_connected_component_count,pred_connected_component_count,IoU,Dice,area_error,center_error,pred_area,true_area,failure_category,distance_bin,short_note,preview_path
42,cc3_v4_topup_017,test,multi_defect,multi_defect_cc3,multi_defect,3,rectangular_notch+rectangular_notch+rectangular_notch,three_component_pilot_v4,pilot_v4_topup,3,2,0.017029328287606435,0.03348837209302326,0.5595238095238095,2.410587347421626,655,420,component_count_mismatch,medium,"pred_cc=2, true_cc=3",C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_candidate\cc3_v4_topup_017_test_rectangular_notch_rectangular_notch_rectangular_notch.png
42,cc2_sample_207,test,multi_defect,multi_defect_cc2,multi_defect,2,rectangular_notch+rotated_rect,multi_defect_pilot_v3,multi_defect_pilot_v3,2,3,0.020871143375680582,0.04088888888888889,0.4331476323119777,4.568827059052157,407,718,component_count_mismatch,,"pred_cc=3, true_cc=2",C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_candidate\cc2_sample_207_test_rectangular_notch_rotated_rect.png
42,cc2_sample_193,val,multi_defect,multi_defect_cc2,multi_defect,2,rotated_rect+rotated_rect,multi_defect_pilot_v3,multi_defect_pilot_v3,2,3,0.021445591739475776,0.041990668740279936,0.49414519906323184,4.8069148224985065,432,854,component_count_mismatch,,"pred_cc=3, true_cc=2",C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_candidate\cc2_sample_193_val_rotated_rect_rotated_rect.png
42,cc2_sample_187,val,multi_defect,multi_defect_cc2,multi_defect,2,rectangular_notch+rotated_rect,multi_defect_pilot_v3,multi_defect_pilot_v3,2,3,0.047265987025023166,0.09026548672566372,0.49533954727030627,6.3772357781960824,379,751,component_count_mismatch,,"pred_cc=3, true_cc=2",C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_candidate\cc2_sample_187_val_rectangular_notch_rotated_rect.png
42,cc2_sample_229,test,multi_defect,multi_defect_cc2,multi_defect,2,rectangular_notch+polygon,multi_defect_pilot_v3,multi_defect_pilot_v3,2,3,0.0682261208576998,0.12773722627737227,0.5367156208277704,7.008196010906044,347,749,component_count_mismatch,,"pred_cc=3, true_cc=2",C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_candidate\cc2_sample_229_test_rectangular_notch_polygon.png
42,cc3_v3_sample_042,test,multi_defect,multi_defect_cc3,multi_defect,3,rectangular_notch+rectangular_notch+rotated_rect,three_component_pilot_v4,pilot_v3,3,2,0.1437125748502994,0.2513089005235602,0.3677685950413223,6.0540736315498345,662,484,component_count_mismatch,medium,"pred_cc=2, true_cc=3",C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_candidate\cc3_v3_sample_042_test_rectangular_notch_rectangular_notch_rotated_rect.png
42,cc2_sample_215,test,multi_defect,multi_defect_cc2,multi_defect,2,rotated_rect+polygon,multi_defect_pilot_v3,multi_defect_pilot_v3,2,3,0.18163869693978282,0.30743525480367584,0.5402439024390244,3.734976810229987,377,820,component_count_mismatch,,"pred_cc=3, true_cc=2",C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_candidate\cc2_sample_215_test_rotated_rect_polygon.png
42,cc2_sample_214,test,multi_defect,multi_defect_cc2,multi_defect,2,rectangular_notch+polygon,multi_defect_pilot_v3,multi_defect_pilot_v3,2,4,0.22142857142857142,0.36257309941520466,0.5065502183406113,8.63006563268616,339,687,component_count_mismatch,,"pred_cc=4, true_cc=2",C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_candidate\cc2_sample_214_test_rectangular_notch_polygon.png
42,cc3_v3_sample_182,val,multi_defect,multi_defect_cc3,multi_defect,3,rectangular_notch+rectangular_notch+rotated_rect,three_component_pilot_v4,pilot_v3,3,3,0.26299694189602446,0.41646489104116224,0.03800475059382423,4.034139034389339,405,421,boundary/shape smoothing,near,mask area and component count are plausible but boundary remains coarse,C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_candidate\cc3_v3_sample_182_val_rectangular_notch_rectangular_notch_rotated_rect.png
42,cc3_v3_sample_019,test,multi_defect,multi_defect_cc3,multi_defect,3,rectangular_notch+rotated_rect+rotated_rect,three_component_pilot_v4,pilot_v3,3,5,0.26620689655172414,0.420479302832244,0.26108374384236455,8.17519117823691,512,406,component_count_mismatch,medium,"pred_cc=5, true_cc=3",C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_candidate\cc3_v3_sample_019_test_rectangular_notch_rotated_rect_rotated_rect.png
42,cc3_v4_topup_212,val,multi_defect,multi_defect_cc3,multi_defect,3,rotated_rect+rotated_rect+rotated_rect,three_component_pilot_v4,pilot_v4_topup,3,3,0.27613104524180965,0.43276283618581907,0.024752475247524754,1.5305990566631527,414,404,boundary/shape smoothing,medium,mask area and component count are plausible but boundary remains coarse,C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_candidate\cc3_v4_topup_212_val_rotated_rect_rotated_rect_rotated_rect.png
42,cc3_v4_topup_023,test,multi_defect,multi_defect_cc3,multi_defect,3,rectangular_notch+rotated_rect+rotated_rect,three_component_pilot_v4,pilot_v4_topup,3,3,0.2805755395683453,0.43820224719101125,0.4282560706401766,9.051939738982512,259,453,area_error,far,large area mismatch,C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_candidate\cc3_v4_topup_023_test_rectangular_notch_rotated_rect_rotated_rect.png
42,single_rot_v8_0020,val,single_defect,single_defect,rotated_rect,1,rotated_rect,single_pilot_v9,pilot_v8_topup_rotated_rect,1,1,0.3950381679389313,0.5663474692202463,1.0843881856540085,4.15645967692575,494,237,area_error,,large area mismatch,C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_candidate\single_rot_v8_0020_val_rotated_rect.png
42,single_rot_v9_0041,test,single_defect,single_defect,rotated_rect,1,rotated_rect,single_pilot_v9,pilot_v9_topup_rotated_rect,1,1,0.4585858585858586,0.628808864265928,1.0083333333333333,1.8678759999617092,482,240,area_error,,large area mismatch,
42,single_rect_p2_0041,val,single_defect,single_defect,rectangular_notch,1,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,1,2,0.5135135135135135,0.6785714285714286,0.9473684210526315,1.7928470714582747,518,266,component_count_mismatch,,"pred_cc=2, true_cc=1",
42,single_poly_v9_0076,test,single_defect,single_defect,polygon,1,polygon,single_pilot_v9,pilot_v9_topup_polygon,1,1,0.48366013071895425,0.6519823788546255,0.9102564102564102,5.705898127914749,447,234,area_error,,large area mismatch,
42,single_poly_v8_0001,val,single_defect,single_defect,polygon,1,polygon,single_pilot_v9,pilot_v8_topup_polygon,1,1,0.5473684210526316,0.7074829931972789,0.7735849056603774,2.4154732927682416,376,212,area_error,,large area mismatch,
