candidate,selected_seed,seed,best_epoch,best_val_selection_score,train_total_normalized_mae,val_total_normalized_mae,test_total_normalized_mae,test_L_mae_mm,test_W_mae_mm,test_D_mae_mm,test_burial_depth_mae_mm,test_center_xyz_component_mae_mm,test_shape_accuracy,test_shape_macro_f1,test_center_p90_mm,test_center_p95_mm,test_center_max_mm,test_burial_p90_mm,test_burial_p95_mm,test_burial_max_mm,test_catastrophic_failure_count,test_catastrophic_failure_rate,test_geometry_branch_failure_count,test_geometry_branch_failure_rate
F2_freeze_shape_train_center_burial_with_residual,True,42,4,11.402057132548556,0.28361910581588745,0.40748247504234314,0.5100083351135254,1.0139871835708618,1.3268694877624512,0.10919539630413055,0.5874515175819397,1.9700713157653809,0.8166666666666667,0.8241719520789288,7.162030220031738,8.940112113952637,22.01708221435547,1.516698956489563,1.8406275510787964,2.489889621734619,11,0.18333333333333332,4,0.06666666666666667
F2_freeze_shape_train_center_burial_with_residual,False,123,277,11.97672180873798,0.1836288422346115,0.3850131332874298,0.4823220670223236,1.0139871835708618,1.3268694877624512,0.10919539630413055,0.5369462370872498,1.7812479734420776,0.8166666666666667,0.8241719520789288,7.31037712097168,8.153264999389648,21.721946716308594,1.4020607471466064,1.7078732252120972,2.3436737060546875,12,0.2,5,0.08333333333333333
F2_freeze_shape_train_center_burial_with_residual,False,2026,212,11.881000480479464,0.18285112082958221,0.3858118951320648,0.48074766993522644,1.0139871835708618,1.3268694877624512,0.10919539630413055,0.5318654775619507,1.78886878490448,0.8166666666666667,0.8241719520789288,7.158901214599609,10.184889793395996,21.728944778442383,1.3664636611938477,1.673071265220642,2.346890449523926,12,0.2,4,0.06666666666666667
