seed,group,split,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_mean,true_area_mean,pred_area_zero_sum,total_loss_mean,pred_connected_component_count_mean,predicted_component_count_correct_rate,predicted_component_count_is_1_rate,predicted_component_count_is_2_rate,predicted_component_count_is_3_rate,missed_component_rate,merged_component_rate,split_component_rate,extra_fragment_rate,component_recall_mean,task_gate_accuracy,count_head_accuracy
all,defect_group=single_defect,train,402,0.7627560672925753,0.8633567848234579,0.10834725168665657,1.8581713815529695,392.31094527363183,402.5422885572139,0,0.18738373213294726,1.0024875621890548,0.9975124378109452,0.9975124378109452,0.0024875621890547263,0.0,0.0,0.0,0.0024875621890547263,0.0024875621890547263,1.0,1.0,1.0
all,defect_group=multi_defect,train,480,0.7680357184128497,0.8668449407049545,0.08063889850294576,2.110962716878353,507.25625,527.7104166666667,0,0.1978894365291732,2.6666666666666665,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,1.0
all,defect_group=single_defect,val,99,0.6540801790618266,0.7871286727196338,0.2120765425340977,2.8478660534937035,345.2828282828283,343.4141414141414,0,0.294222157410901,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
all,defect_group=multi_defect,val,120,0.653862186038799,0.780723720034774,0.09397520994132695,3.3260851439159365,509.4583333333333,527.0583333333333,0,0.3326129715268811,2.658333333333333,0.9916666666666667,0.0,0.3416666666666667,0.6583333333333333,0.008333333333333333,0.0,0.0,0.0,0.9972222222222221,0.9916666666666667,1.0
all,defect_group=single_defect,test,99,0.6452005344297908,0.7809455256217134,0.2484872559625456,2.601411991141251,369.32323232323233,372.6060606060606,0,0.3008433625553594,1.02020202020202,0.9797979797979798,0.9797979797979798,0.020202020202020204,0.0,0.0,0.0,0.020202020202020204,0.020202020202020204,1.0,1.0,1.0
all,defect_group=multi_defect,test,120,0.6333326191810059,0.7578416851360307,0.10849405241419602,3.1825727147138005,501.93333333333334,521.8083333333333,0,0.38221731390804053,2.7,0.9416666666666667,0.0,0.325,0.65,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.9736111111111112,0.9416666666666667,0.95
all,defect_group=single_defect,all,600,0.7254278828121423,0.8371812885580391,0.14858568538200606,2.1441057030052573,380.7583333333333,387.8466666666667,0,0.22373291132350762,1.005,0.995,0.995,0.005,0.0,0.0,0.0,0.005,0.005,1.0,1.0,1.0
all,defect_group=multi_defect,all,720,0.7265562798118672,0.8343241946651037,0.08750414272788434,2.4920847876905245,506.7361111111111,526.6180555555555,0,0.25106467192526905,2.6708333333333334,0.9888888888888889,0.0,0.3333333333333333,0.6625,0.008333333333333333,0.0,0.006944444444444444,0.006944444444444444,0.9951388888888889,0.9888888888888889,0.9916666666666667
