variant,seed,selected_by_validation,sample_id,split,curvature_template,depth_bin,aspect_bin,size_bin,normalized_param_mae_mean,dimension_param_mae_norm,curvature_param_mae_norm,L_mae_mm,W_mae_mm,D_mae_mm,wLD_abs_error,wWD_abs_error,wLW_abs_error,curvature_mae_mean,projected_mask_iou,projected_mask_dice,profile_depth_rmse_m
C1_split_heads,42,,rbc_pilot_001_shallow_small_compact_sharp,val,sharp,shallow,compact,small_compact,1.223649024963379,0.7828342318534851,1.664463996887207,4.274322509765625,2.7164313793182373,1.60841703414917,0.3802199363708496,0.3569755554199219,0.35613733530044556,0.3644442558288574,0.42574257425742573,0.5972222222222222,0.0008237030124291778
C1_split_heads,42,,rbc_pilot_002_shallow_medium_balanced_sharp,test,sharp,shallow,balanced,medium_balanced,1.2030380964279175,0.34306320548057556,2.0630130767822266,0.9275991320610046,0.9773122072219849,1.0099207162857056,0.5904216170310974,0.33228880167007446,0.43677818775177,0.45316287875175476,0.9245283018867925,0.9607843137254902,0.0006042915629222989
C1_split_heads,42,,rbc_pilot_003_shallow_large_wide_sharp,train,sharp,shallow,wide,large_wide,0.9073584079742432,0.9013157486915588,0.9134011268615723,3.0563418865203857,2.802652359008789,2.421104907989502,0.268817663192749,0.12901157140731812,0.20329546928405762,0.20037490129470825,0.6933333333333334,0.8188976377952756,0.0011189349461346865
C1_split_heads,42,,rbc_pilot_004_shallow_elongated_sharp,train,sharp,shallow,narrow,elongated,0.8603320121765137,0.8993186950683594,0.821345329284668,2.653444290161133,4.666988849639893,1.8777679204940796,0.18912863731384277,0.17019122838974,0.17981982231140137,0.17971323430538177,0.46153846153846156,0.631578947368421,0.0008840722148306668
C1_split_heads,42,,rbc_pilot_005_medium_small_compact_sharp,val,sharp,medium,compact,small_compact,1.24669349193573,0.8036443591117859,1.6897425651550293,6.00985050201416,3.9107725620269775,0.8708871603012085,0.28053271770477295,0.4581691026687622,0.36721259355545044,0.36863812804222107,0.375,0.5454545454545454,0.0005975862732157111
C1_split_heads,42,,rbc_pilot_006_medium_medium_balanced_sharp,train,sharp,medium,balanced,medium_balanced,0.03934277221560478,0.07868554443120956,0.0,0.21507218480110168,0.1814207136631012,0.2455853372812271,0.0,0.0,0.0,0.0,0.9797297297297297,0.9897610921501706,9.630490967538208e-05
C1_split_heads,42,,rbc_pilot_007_medium_large_wide_sharp,train,sharp,medium,wide,large_wide,0.6676358580589294,0.49850890040397644,0.8367628455162048,0.1791883260011673,1.4653037786483765,1.7397611141204834,0.17748641967773438,0.18136394023895264,0.18928158283233643,0.1827106475830078,0.9507246376811594,0.974739970282318,0.0008862469694577157
C1_split_heads,42,,rbc_pilot_008_medium_elongated_sharp,train,sharp,medium,narrow,elongated,0.5345481038093567,0.3926578462123871,0.6764383912086487,1.6282386779785156,2.23988676071167,0.6356011033058167,0.17158150672912598,0.11690163612365723,0.15530306100845337,0.14792872965335846,0.768361581920904,0.8690095846645367,0.000403264828491956
C1_split_heads,42,,rbc_pilot_009_deep_small_compact_sharp,test,sharp,deep,compact,small_compact,0.9555974006652832,0.3953477442264557,1.5158472061157227,2.344019651412964,1.1958396434783936,0.8264598250389099,0.4032135605812073,0.25690579414367676,0.3362102508544922,0.33210986852645874,0.6528925619834711,0.79,0.00030521120061166584
C1_split_heads,42,,rbc_pilot_010_deep_medium_balanced_sharp,train,sharp,deep,balanced,medium_balanced,0.12703897058963776,0.13111014664173126,0.12296780198812485,0.8612647652626038,0.2787979245185852,0.29344484210014343,0.0,0.049659013748168945,0.029833495616912842,0.026497503742575645,0.9526315789473684,0.9757412398921833,0.00015514770348090678
