model,group,count,mse,mae,iou,dice,area_error,center_error,pred_area,true_area,pred_area_zero,pred_area_lt_true,pred_area_gt_true
current_baseline,overall,200,20737.717431030273,44.46552618980408,0.2952720465605976,0.4218854070236965,0.3945174424962078,1.325941887571589,7.16553424864642,10.504201759730506,18,158,42
small_os3_seed42,overall,200,20681.829983520507,41.73680087566376,0.24955987117735312,0.3638039573997229,0.511354550439748,1.3183858499883911,5.733599929810425,10.504201759730506,28,192,8
current_baseline,small,67,13855.741179964436,32.28812639037175,0.20224132005907075,0.29297590959780095,0.45479017756706586,1.1933176609186025,4.331705038802674,5.431506743129562,15,42,25
small_os3_seed42,small,67,12862.400020770172,28.36915826085788,0.1425124569855302,0.21117256155910308,0.6109178446771701,1.2729689522605876,2.29369679687269,5.431506743129562,21,64,3
current_baseline,medium,66,19301.123505563446,42.05302024610115,0.31063143549892647,0.44731656587103014,0.36743960270842135,1.3157536233701403,6.725786711973477,9.561133454913412,3,54,12
small_os3_seed42,medium,66,19555.598588423294,38.5615950497714,0.24649050824985758,0.3683120090994099,0.5423880080406381,1.3842680860310792,4.53000227446356,9.561133454913412,6,64,2
current_baseline,large,67,29034.845907182837,59.01942438154078,0.3731726287348154,0.5257433151372934,0.36091840035063205,1.4384541328051197,10.432547599093361,16.505889434807987,0,62,5
small_os3_seed42,large,67,29610.681917560636,58.23225818463226,0.359630836909694,0.5119945858943823,0.3812209845357775,1.2901471095780532,10.359136573985369,16.505889434807987,1,64,3
