seed,group,split,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_mean,true_area_mean,pred_area_zero_sum,total_loss_mean,pred_connected_component_count_mean,predicted_component_count_correct_rate,predicted_component_count_is_1_rate,predicted_component_count_is_2_rate,missed_component_rate,merged_component_rate,split_component_rate,component_recall_mean
all,defect_group=single_defect,train,1206,0.7109803721245456,0.8286516938944035,0.1565639714075016,2.292376956037488,385.0381426202322,402.5422885572139,0,0.23800388197870198,1.0008291873963515,0.9991708126036484,0.9991708126036484,0.0008291873963515755,0.0,0.0,0.0008291873963515755,1.0
all,defect_group=multi_defect,train,480,0.6542103864182489,0.7890564148414891,0.13049125530745673,3.567811223092435,676.34375,714.18125,0,0.33335311273112894,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
all,defect_group=single_defect,val,297,0.6695252231450206,0.7992480235537248,0.2100848388445313,2.671945461306779,345.12794612794613,343.4141414141414,0,0.27450077248241767,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,defect_group=multi_defect,val,120,0.6111670260358184,0.7561516597076782,0.1283996531121014,4.407381451555646,675.0833333333334,721.225,0,0.39271042607724665,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
all,defect_group=single_defect,test,297,0.6601348228163123,0.7926426883342018,0.23728807413929587,2.476632821290941,363.8989898989899,372.6060606060606,0,0.28527351659456085,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,defect_group=multi_defect,test,120,0.6088015076736539,0.754976445814187,0.15073180925159477,3.9133391504414297,675.5,708.875,0,0.39013058121005695,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
all,defect_group=single_defect,all,1800,0.6957507569070653,0.8178586023707584,0.17871439148535753,2.3854079771737404,374.965,387.8466666666667,0,0.2518253586234318,1.0005555555555556,0.9994444444444445,0.9994444444444445,0.0005555555555555556,0.0,0.0,0.0005555555555555556,1.0
all,defect_group=multi_defect,all,720,0.6394683465637446,0.7778922941479701,0.1335160805989205,3.76532758239447,675.9930555555555,714.4708333333333,0,0.3527089097019699,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
