seed,group,split,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_mean,true_area_mean,pred_area_zero_sum,total_loss_mean,pred_connected_component_count_mean,predicted_component_count_correct_rate,predicted_component_count_is_1_rate,predicted_component_count_is_2_rate,predicted_component_count_is_3_rate,missed_component_rate,merged_component_rate,split_component_rate,extra_fragment_rate,component_recall_mean
all,pred_connected_component_count=1,train,1189,0.7714509531709799,0.8688196428560246,0.11493125663901096,1.6170921135639207,384.79983179142135,401.3330529857023,0,0.17858864627684537,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
all,pred_connected_component_count=2,train,487,0.7277471250679364,0.8402532795029385,0.09374513752360979,2.5175322288722546,683.088295687885,707.5420944558522,0,0.2545566430632828,2.0,0.971252566735113,0.0,1.0,0.0,0.0,0.0,0.028747433264887063,0.028747433264887063,1.0
all,pred_connected_component_count=3,train,970,0.8016051581714404,0.8880528439646973,0.06416815730437098,1.6049810812148362,425.9463917525773,436.7123711340206,0,0.15851158520840491,3.0,0.9896907216494846,0.0,0.0,1.0,0.0,0.0,0.010309278350515464,0.010309278350515464,1.0
all,pred_connected_component_count=4,train,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
all,pred_connected_component_count=5,train,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
all,pred_connected_component_count=8,train,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
all,pred_connected_component_count=1,val,290,0.6644296247964336,0.7945654525292742,0.19992806740161356,2.7126981784324156,341.1448275862069,343.10689655172416,0,0.2860303903705087,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
all,pred_connected_component_count=2,val,122,0.6002614770531721,0.7430951487585632,0.1461497951355463,5.018017758234327,670.5245901639345,697.4016393442623,0,0.4224474361685456,2.0,0.9426229508196722,0.0,1.0,0.0,0.01639344262295082,0.0,0.040983606557377046,0.040983606557377046,0.9890710382513661
all,pred_connected_component_count=3,val,238,0.6632200631399745,0.7806275857573987,0.09364294066871817,2.5712879839984986,420.52521008403363,437.7731092436975,0,0.3297309710824189,3.0,0.9705882352941176,0.0,0.0,1.0,0.06302521008403361,0.0,0.029411764705882353,0.029411764705882353,0.9677871148459384
all,pred_connected_component_count=4,val,6,0.5128000031927508,0.6654563781511159,0.14360637518599925,3.945768005495117,397.8333333333333,419.3333333333333,0,0.48947227994600934,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
all,pred_connected_component_count=5,val,1,0.660482374768089,0.7955307262569833,0.011235955056179775,4.708387039612767,450.0,445.0,0,0.3257350027561188,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
all,pred_connected_component_count=8,val,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
all,pred_connected_component_count=1,test,295,0.6600035572150152,0.7915225869958104,0.22020707697645803,2.432945620783355,363.071186440678,372.2677966101695,0,0.29183704133256005,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
all,pred_connected_component_count=2,test,109,0.5934316460914925,0.7347713039256646,0.18071237156263475,3.9935903226023153,688.9633027522935,687.1467889908257,0,0.43809335179832004,2.0,0.944954128440367,0.0,1.0,0.0,0.03669724770642202,0.0,0.01834862385321101,0.01834862385321101,0.9755351681957186
all,pred_connected_component_count=3,test,241,0.6670844339973746,0.7830036389608821,0.10157558478940017,2.4915604631779478,423.8464730290456,445.05809128630705,0,0.336377340666486,3.0,0.950207468879668,0.0,0.0,1.0,0.04564315352697095,0.0,0.04979253112033195,0.04979253112033195,0.9730290456431535
all,pred_connected_component_count=4,test,8,0.36247041769170196,0.48291292311596357,0.34849284862897245,7.328498397776427,380.875,609.5,0,0.7722780331969261,4.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,1.0,0.75
all,pred_connected_component_count=5,test,3,0.42481835288201336,0.5869937614460629,0.16263646441147672,5.013608057420755,399.0,392.6666666666667,0,0.6270986795425415,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
all,pred_connected_component_count=8,test,1,0.14884393063583815,0.2591194968553459,0.3574380165289256,9.256839757123025,311.0,484.0,0,1.0043550729751587,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6666666666666666
all,pred_connected_component_count=1,all,1774,0.7354232378183146,0.8438273392069149,0.14633229503850456,1.9318624311747419,374.0501691093574,386.98139797068774,0,0.2149845776909368,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
all,pred_connected_component_count=2,all,718,0.6856947068698395,0.8077312359253107,0.11585209677000252,3.166487057282769,681.8454038997214,702.7228412256268,0,0.3109468631342593,2.0,0.9623955431754875,0.0,1.0,0.0,0.008356545961002786,0.0,0.02924791086350975,0.02924791086350975,0.9944289693593314
all,pred_connected_component_count=3,all,1449,0.7565015369544363,0.8529361635925395,0.07523108930202912,1.9111554593484603,424.70669427191166,438.2746721877157,0,0.21621749335430754,3.0,0.9799861973775017,0.0,0.0,1.0,0.017943409247757072,0.0,0.020013802622498276,0.020013802622498276,0.9902231423970553
all,pred_connected_component_count=4,all,14,0.4268973829064371,0.5611458324167432,0.26068436001055534,5.878756801084437,388.14285714285717,528.0,0,0.6510755675179618,4.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1.0,1.0,0.8571428571428571
all,pred_connected_component_count=5,all,4,0.4837343583535323,0.639128002648793,0.12478633707265249,4.937302802968759,411.75,405.75,0,0.5517577603459358,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
all,pred_connected_component_count=8,all,1,0.14884393063583815,0.2591194968553459,0.3574380165289256,9.256839757123025,311.0,484.0,0,1.0043550729751587,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6666666666666666
