group,split,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_mean,true_area_mean,pred_area_zero_sum,total_loss_mean
vertex_count=4,train,14,0.8660288341658929,0.9269655369537728,0.043609982054487836,0.709797054545932,408.2142857142857,417.92857142857144,0,0.10211037205798286
vertex_count=5,train,13,0.8904877804139529,0.9416818441077197,0.04256801844349033,0.5448514969296017,393.2307692307692,392.38461538461536,0,0.08179859014657828
vertex_count=6,train,13,0.8839046524024479,0.9381547983783114,0.04612184440134305,0.5206628394057097,361.6923076923077,365.0,0,0.08601369364903523
vertex_count=4,val,3,0.6803826711970351,0.8075646440412522,0.07323187236200283,3.7827841753544873,374.0,373.6666666666667,0,0.28793040414651233
vertex_count=5,val,4,0.6732154625896328,0.798371939276654,0.11648895012567906,3.3344772180907225,394.0,367.0,0,0.31510649621486664
vertex_count=6,val,3,0.6557418352899491,0.7891123512442072,0.09674144611733082,2.6553797852533454,454.6666666666667,424.6666666666667,0,0.32067884008089703
vertex_count=4,test,3,0.7571193812945133,0.8613387544042963,0.08646702428754183,1.3991735269647458,520.3333333333334,492.3333333333333,0,0.2149575799703598
vertex_count=5,test,3,0.6524158170104584,0.7879630338201883,0.2136014062843331,2.4842757783520866,302.6666666666667,328.3333333333333,0,0.3277052640914917
vertex_count=6,test,4,0.7694865032978148,0.8681643752148422,0.1478787881021658,1.101506235773829,400.75,353.0,0,0.18577327579259872
vertex_count=4,all,20,0.8218454917898572,0.8992113856344732,0.054481821935573174,1.2741515935300374,419.9,422.45,0,0.1469104580581188
vertex_count=5,all,20,0.8113225223385647,0.8899620415983769,0.08300721295605448,1.3936902833751985,379.8,377.7,0,0.16534617245197297
vertex_count=6,all,20,0.8267966000146465,0.9018003466755019,0.07406617339890578,0.9570390605564791,383.45,371.55,0,0.1411653820425272
