seed,group,split,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_mean,true_area_mean,pred_area_zero_sum,total_loss_mean,pred_connected_component_count_mean,predicted_component_count_correct_rate,predicted_component_count_is_1_rate,predicted_component_count_is_2_rate,predicted_component_count_is_3_rate,missed_component_rate,merged_component_rate,split_component_rate,extra_fragment_rate,component_recall_mean,task_gate_accuracy,count_head_accuracy
all,pred_connected_component_count=1,train,1205,0.7328168049873685,0.84312822860169,0.13278246464038249,2.063207735606515,384.2763485477178,402.6780082987552,0,0.21377219031893366,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
all,pred_connected_component_count=2,train,470,0.6767612522115118,0.8050552607279443,0.12155433438841988,3.289344288068349,701.0340425531915,713.0914893617021,0,0.31076014352605696,2.0,0.997872340425532,0.0,1.0,0.0,0.0,0.0,0.002127659574468085,0.002127659574468085,1.0,1.0,1.0
all,pred_connected_component_count=3,train,960,0.7723695784944209,0.8697428724886769,0.06963076480264098,1.8441182316073292,427.8072916666667,437.6927083333333,0,0.18334921133937315,3.0,0.9895833333333334,0.0,0.0,1.0,0.0,0.0,0.010416666666666666,0.010416666666666666,1.0,1.0,1.0
all,pred_connected_component_count=4,train,10,0.7067676680996741,0.8245608144512613,0.12076288572121907,3.309146627921911,440.5,438.7,0,0.24007438123226166,4.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,1.0,0.9666666666666666,1.0,1.0
all,pred_connected_component_count=5,train,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
all,pred_connected_component_count=6,train,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
all,pred_connected_component_count=7,train,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
all,pred_connected_component_count=8,train,1,0.5462962962962963,0.7065868263473054,0.4028776978417266,3.106408089293563,585.0,417.0,0,0.5171471834182739,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
all,pred_connected_component_count=1,val,298,0.6517005228847189,0.7838331453470356,0.21646577943915546,2.775401517939273,343.3557046979866,343.56040268456377,0,0.3074404596282332,1.0,0.9932885906040269,1.0,0.0,0.0,0.006711409395973154,0.0,0.0,0.0,0.9966442953020134,0.9932885906040269,0.9932885906040269
all,pred_connected_component_count=2,val,119,0.5913661793721221,0.7361138796019937,0.15188224632075675,4.692898328279877,707.7478991596639,706.9747899159664,0,0.4508220121389678,2.0,0.957983193277311,0.0,1.0,0.0,0.025210084033613446,0.0,0.008403361344537815,0.008403361344537815,0.9887955182072828,0.9663865546218487,0.9747899159663865
all,pred_connected_component_count=3,val,228,0.6573812090703121,0.7803950683427748,0.08686613783287973,2.56849886877363,426.140350877193,437.0921052631579,0,0.32316607988455837,3.0,0.9824561403508771,0.0,0.0,1.0,0.03508771929824561,0.0,0.017543859649122806,0.017543859649122806,0.9846491228070176,0.9956140350877193,0.9956140350877193
all,pred_connected_component_count=4,val,10,0.6667164495594131,0.789982789984087,0.1147890135955983,2.6093106295781614,462.1,466.1,0,0.32330008000135424,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9
all,pred_connected_component_count=5,val,1,0.31941544885177453,0.48417721518987344,0.35844155844155845,11.483005617112514,247.0,385.0,0,0.7180131077766418,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6666666666666666,1.0,1.0
all,pred_connected_component_count=6,val,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
all,pred_connected_component_count=7,val,1,0.072992700729927,0.1360544217687075,0.30710172744721687,6.0325272767449025,361.0,521.0,0,1.124489426612854,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
all,pred_connected_component_count=8,val,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
all,pred_connected_component_count=1,test,295,0.6432612373502593,0.7789108457509409,0.23585842266139928,2.6036784069510075,354.6474576271186,373.5050847457627,0,0.3058196270112264,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
all,pred_connected_component_count=2,test,122,0.5558319713856055,0.691669270986391,0.19730893656903897,4.41306985241963,694.3852459016393,674.6475409836065,0,0.562519764436073,2.0,0.8934426229508197,0.0,1.0,0.0,0.09016393442622951,0.0,0.01639344262295082,0.01639344262295082,0.9289617486338797,0.9098360655737705,0.9016393442622951
