seed,group,split,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_mean,true_area_mean,pred_area_zero_sum,total_loss_mean,pred_connected_component_count_mean,predicted_component_count_correct_rate,predicted_component_count_is_1_rate,predicted_component_count_is_2_rate,predicted_component_count_is_3_rate,missed_component_rate,merged_component_rate,split_component_rate,extra_fragment_rate,component_recall_mean,task_gate_accuracy,count_head_accuracy
all,pred_connected_component_count=3,test,229,0.6703127373225004,0.7862557279123586,0.0934908902268509,2.3578844822242213,428.9475982532751,438.2183406113537,0,0.3436341026073981,3.0,0.9650655021834061,0.0,0.0,1.0,0.03056768558951965,0.0,0.034934497816593885,0.034934497816593885,0.9752547307132459,0.9650655021834061,0.9606986899563319
all,pred_connected_component_count=4,test,9,0.46874995487982996,0.6132410189761078,0.17179408651594655,3.7993295897895276,481.55555555555554,502.8888888888889,0,0.6065169672171274,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666
all,pred_connected_component_count=5,test,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
all,pred_connected_component_count=6,test,1,0.014783526927138331,0.029136316337148804,0.05858585858585859,9.512957357171437,466.0,495.0,0,1.5871965885162354,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
all,pred_connected_component_count=7,test,1,0.09171974522292993,0.16802800466744458,0.6835637480798771,7.261412800594162,206.0,651.0,0,1.273559331893921,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
all,pred_connected_component_count=8,test,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
all,pred_connected_component_count=1,all,1798,0.7046791272790611,0.8227644562152284,0.16356390814774302,2.269922193438432,372.6329254727475,388.0934371523916,0,0.2443990746784429,1.0,0.9988876529477196,1.0,0.0,0.0,0.0011123470522803114,0.0,0.0,0.0,0.9994438264738599,0.9988876529477196,0.9988876529477196
all,pred_connected_component_count=2,all,711,0.6417185153217116,0.7740607247188617,0.13962899400302412,3.7170762847434933,701.0168776371308,705.4711673699015,0,0.3774015445330307,2.0,0.9732770745428974,0.0,1.0,0.0,0.01969057665260197,0.0,0.005625879043600563,0.005625879043600563,0.9859353023909986,0.9789029535864979,0.9789029535864979
all,pred_connected_component_count=3,all,1417,0.7373742610229552,0.8418742377298607,0.07626000529172956,2.043702745838229,427.72335920959773,437.6810162314749,0,0.23174969555156788,3.0,0.9844742413549753,0.0,0.0,1.0,0.01058574453069866,0.0,0.015525758645024701,0.015525758645024701,0.9935309338979064,0.9936485532815809,0.9929428369795342
all,pred_connected_component_count=4,all,29,0.6190893369141152,0.7470553522461536,0.1345401990279894,3.2199496166588437,460.6896551724138,468.0689655172414,0,0.3824964592169071,4.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,1.0,1.0,0.9885057471264367,0.896551724137931,0.8620689655172413
all,pred_connected_component_count=5,all,1,0.31941544885177453,0.48417721518987344,0.35844155844155845,11.483005617112514,247.0,385.0,0,0.7180131077766418,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6666666666666666,1.0,1.0
all,pred_connected_component_count=6,all,1,0.014783526927138331,0.029136316337148804,0.05858585858585859,9.512957357171437,466.0,495.0,0,1.5871965885162354,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
all,pred_connected_component_count=7,all,2,0.08235622297642847,0.15204121321807604,0.49533273776354697,6.646970038669532,283.5,586.0,0,1.1990243792533875,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5,0.5
all,pred_connected_component_count=8,all,1,0.5462962962962963,0.7065868263473054,0.4028776978417266,3.106408089293563,585.0,417.0,0,0.5171471834182739,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
