sample_id,source_index,split,defect_type,source_pack,threshold,pred_defect_type,type_prob_rectangular_notch,type_prob_rotated_rect,initial_iou,refined_iou,delta_iou,initial_dice,refined_dice,delta_dice,initial_area_error,refined_area_error,delta_area_error,initial_center_error_px,refined_center_error_px,initial_pred_area,refined_pred_area,true_area,initial_forward_mse,refined_forward_mse,initial_forward_nrmse,refined_forward_nrmse,forward_nrmse_reduction,initial_forward_correlation,refined_forward_correlation,true_center_x,true_center_y,initial_center_x,initial_center_y,refined_center_x,refined_center_y,center_drift_m,true_width,initial_width,refined_width,width_drift_m,true_length,initial_length,refined_length,length_drift_m,true_depth,initial_depth,refined_depth,depth_drift_m,true_angle_deg,initial_angle_deg,refined_angle_deg,initial_angle_abs_error_deg,refined_angle_abs_error_deg,angle_error_delta,parameter_drift_norm,refinement_category,notes,dense_threshold,geometry_threshold,dense_iou,dense_dice,dense_area_error,dense_center_error_px,dense_pred_area
rot_v8_0033,312,test,rotated_rect,pilot_v8_topup_rotated_rect,0.5,rectangular_notch,0.5420225858688354,0.45797741413116455,0.6080691642651297,0.5896656534954408,-0.018403510769688936,0.7562724014336918,0.7418738049713193,-0.014398596462372515,0.325,0.17916666666666667,-0.14583333333333334,3.4941057122393815,3.250287465844187,318.0,283.0,240.0,0.09741690754890442,0.06963421404361725,0.4366606261526073,0.369180031691196,0.0674805944614113,0.9217134258334352,0.9349104037263004,0.003000000026077032,-0.0010000000474974513,0.0022164329420775175,7.670973900530953e-06,0.001895881723612547,-0.00015572120901197195,0.0003597917281014766,0.00800000037997961,0.009082349017262459,0.008669663220643997,-0.0004126857966184616,0.006000000052154064,0.006816982291638851,0.006528961937874556,-0.0002880203537642956,0.0010000000474974513,0.001500000013038516,0.0014159244019538164,-8.407561108469963e-05,10.000000283105564,5.4945367131934715,11.233390146771946,4.505463569912095,1.233389863666389,-3.272073706245706,0.4412582045194464,surrogate_mismatch,,0.8,0.5,0.6196319018404908,0.7651515151515151,0.2,3.5178785130036965,288.0
rect_v9_0073,192,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,rectangular_notch,0.6300753355026245,0.3699246644973755,0.7354166666666667,0.65625,-0.07916666666666672,0.8475390156062425,0.7924528301886793,-0.05508618541756316,0.26458333333333334,0.34375,0.07916666666666666,0.03742165669581463,0.7071067811865476,353.0,315.0,480.0,0.055734194815158844,0.04154764488339424,0.28716497684177145,0.247938409707002,0.039226567134769436,0.9626156899406139,0.9695600821140047,0.000750000006519258,0.0,0.0006338338134810328,3.94360677091754e-06,0.0009853830561041832,-0.00015840132255107164,0.00038722441553309424,0.009999999776482582,0.00978646706789732,0.009329523891210556,-0.00045694317668676376,0.009499999694526196,0.007060226984322071,0.006763211451470852,-0.0002970155328512192,0.0010000000474974513,0.001500000013038516,0.001409944612532854,-9.005540050566196e-05,0.0,-4.402380073398324,-4.205832415407921,nan,nan,nan,0.42908495754967546,worsened,,0.8,0.5,0.7304526748971193,0.8442330558858502,0.24791666666666667,0.3489040354911336,361.0
rect_p2_0092,91,test,rectangular_notch,pilot_v2_rectangular_notch,0.5,rectangular_notch,0.8146158456802368,0.18538416922092438,0.7710280373831776,0.6962025316455697,-0.07482550573760793,0.8707124010554089,0.8208955223880597,-0.049816878667349185,0.026737967914438502,0.1497326203208556,0.1229946524064171,1.0879870496988924,1.531853951214962,384.0,430.0,374.0,0.34883418679237366,0.29771146178245544,0.4097351152204587,0.3785222760929291,0.03121283912752959,0.9545613077725552,0.9551960539179989,0.0022499999031424522,0.0005000000237487257,0.002657825592905283,0.0005829388392157853,0.002937095705419779,0.0007554707117378712,0.000328266725057287,0.010999999940395355,0.009526175446808338,0.010013246908783913,0.0004870714619755745,0.007000000216066837,0.008050058037042618,0.00836468767374754,0.0003146296367049217,0.0013000000035390258,0.001500000013038516,0.0014138336991891265,-8.616631384938955e-05,0.0,2.169663377594264,-1.4515241614893124,nan,nan,nan,0.44197042478153153,worsened,,0.8,0.5,0.7638888888888888,0.8661417322834646,0.0374331550802139,0.8075692768364856,388.0
rect_p2_0081,80,test,rectangular_notch,pilot_v2_rectangular_notch,0.5,rotated_rect,0.38675495982170105,0.6132450699806213,0.7446808510638298,0.6763285024154589,-0.06835234864837081,0.8536585365853658,0.8069164265129684,-0.04674211007239748,0.34285714285714286,0.4785714285714286,0.13571428571428573,1.2995090177404582,0.6259814576826978,376.0,414.0,280.0,0.2916979193687439,0.23327462375164032,0.37655061642807397,0.33673669573278864,0.03981392069528533,0.9650511884636445,0.96559145921413,0.003000000026077032,0.0010000000474974513,0.0028212431352585554,0.0005794374737888575,0.0030838046222925186,0.0007492874283343554,0.0003127099958949086,0.008999999612569809,0.009544557891786098,0.010031724348664284,0.00048716645687818527,0.006500000134110451,0.007916107773780823,0.008232860825955868,0.000316753052175045,0.0013000000035390258,0.001500000013038516,0.0014143504668027163,-8.564954623579979e-05,0.0,8.855216461742826,4.150223576506616,nan,nan,nan,0.4462980580948382,worsened,,0.8,0.5,0.7808988764044944,0.8769716088328076,0.2642857142857143,0.9403555545948709,354.0
rot_v8_0025,304,test,rotated_rect,pilot_v8_topup_rotated_rect,0.5,rectangular_notch,0.7036856412887573,0.2963143289089203,0.8582089552238806,0.7941176470588235,-0.06409130816505715,0.9236947791164659,0.8852459016393442,-0.03844887747712167,0.08368200836820083,0.04184100418410042,-0.04184100418410042,0.17019813770705353,1.0830527054350803,259.0,249.0,239.0,0.06794184446334839,0.05271776393055916,0.38128666075564394,0.33586243782064773,0.045424222934996206,0.9318782176686293,0.9441550493178731,0.001500000013038516,0.0,0.0014384565874934196,-0.00010238438699161634,0.0010683457367122173,-0.0002318909391760826,0.00039211476258886884,0.00800000037997961,0.008363083004951477,0.008035564795136452,-0.00032751820981502533,0.006000000052154064,0.006337996106594801,0.006092364899814129,-0.0002456312067806721,0.0010000000474974513,0.001500000013038516,0.001416609506122768,-8.339050691574812e-05,-10.000000283105564,3.4052672234511965,6.391501060661642,13.405267506556754,16.391501343767203,2.986233837210449,0.3827489348535287,worsened,,0.8,0.5,0.8076923076923077,0.8936170212765957,0.16317991631799164,0.0997828268906089,278.0
rect_p2_0112,111,test,rectangular_notch,pilot_v2_rectangular_notch,0.5,rectangular_notch,0.6118425130844116,0.388157457113266,0.7679012345679013,0.7052154195011338,-0.06268581506676751,0.8687150837988827,0.8271276595744681,-0.04158742422441464,0.13095238095238096,0.23809523809523808,0.10714285714285712,2.9368468213506773,3.379695704731841,380.0,416.0,336.0,0.18597012758255005,0.16038697957992554,0.35701839744501596,0.3315534536452918,0.025464943799724138,0.9474984349725402,0.9488734347169824,0.003000000026077032,-0.0005000000237487257,0.0031615435145795345,0.00045397752546705306,0.003376841079443693,0.0006299661472439766,0.00027807379673636573,0.009999999776482582,0.009854008443653584,0.010345411486923695,0.0004914030432701111,0.006500000134110451,0.007583113852888346,0.007900157012045383,0.00031704315915703773,0.0019000000320374966,0.001500000013038516,0.001447297865524888,-5.2702147513628006e-05,0.0,4.634808422646096,3.300037914003395,nan,nan,nan,0.40231515198025286,worsened,,0.8,0.5,0.7536585365853659,0.8595271210013908,0.13988095238095238,3.051820893886188,383.0
rect_p2_0114,113,test,rectangular_notch,pilot_v2_rectangular_notch,0.5,rectangular_notch,0.7760396599769592,0.22396036982536316,0.8305555555555556,0.77,-0.060555555555555585,0.9074355083459787,0.8700564971751412,-0.03737901117083753,0.1396103896103896,0.2987012987012987,0.1590909090909091,1.4175800512990087,0.5,351.0,400.0,308.0,0.20686663687229156,0.18151915073394775,0.3867958835919965,0.3623246171869851,0.024471266405011405,0.9367537184733203,0.9384453539119624,-0.000750000006519258,0.0005000000237487257,-0.0003748611197806895,0.00027266531833447516,-0.0007146617863327265,0.00045867892913520336,0.0003873829583142932,0.008999999612569809,0.00957981776446104,0.010052131488919258,0.0004723137244582176,0.007000000216066837,0.007370758801698685,0.007686401717364788,0.00031564291566610336,0.0024999999441206455,0.001500000013038516,0.0014183952007442713,-8.160481229424477e-05,0.0,2.2717964769139343,0.06622354651099328,nan,nan,nan,0.449690647251087,worsened,,0.8,0.5,0.8273972602739726,0.9055472263868066,0.16558441558441558,1.0703865909137482,359.0
rot_p3_0042,241,test,rotated_rect,pilot_v3_rotated_rect,0.5,rectangular_notch,0.8415973782539368,0.15840263664722443,0.7334494773519163,0.6799363057324841,-0.053513171619432254,0.8462311557788945,0.809478672985782,-0.036752482793112495,0.15398886827458255,0.04267161410018553,-0.11131725417439703,3.1687226793592638,4.17194649913471,456.0,516.0,539.0,0.18595051765441895,0.1658712923526764,0.3550508343254106,0.33533389689047566,0.019716937434934967,0.9464940188728673,0.9481535945124181,0.0,-0.0010000000474974513,0.0005269533721730113,0.00010531135922065005,0.0008935295045375824,0.0002955824602395296,0.000413014709100651,0.012000000104308128,0.012010578066110611,0.012524211779236794,0.0005136337131261826,0.008999999612569809,0.007672303356230259,0.007987888529896736,0.0003155851736664772,0.0024999999441206455,0.001500000013038516,0.0014164993772283196,-8.35006358101964e-05,-10.000000283105564,0.9895152249908405,0.36271314044870745,10.989515508096403,10.362713423554268,-0.6268020845421347,0.4603357312029828,worsened,,0.8,0.5,0.688663282571912,0.8156312625250501,0.14842300556586271,3.6600074574656505,459.0
rect_p2_0115,114,test,rectangular_notch,pilot_v2_rectangular_notch,0.5,rotated_rect,0.2292926162481308,0.770707368850708,0.78,0.7291666666666666,-0.0508333333333334,0.8764044943820225,0.8433734939759037,-0.03303100040611884,0.1164021164021164,0.023809523809523808,-0.09259259259259259,2.1108633779148995,2.8613012976106913,334.0,369.0,378.0,0.22551536560058594,0.1985643059015274,0.4085105652349029,0.38332382671509213,0.025186738519810792,0.9226303898332427,0.9287355729328124,0.000750000006519258,-0.0005000000237487257,0.0008105604210868478,0.00020074697386007756,0.0011671511456370354,0.00039002345874905586,0.0004037109517552817,0.008999999612569809,0.009021701291203499,0.009457389824092388,0.0004356885328888893,0.008500000461935997,0.007508954964578152,0.007826896384358406,0.00031794141978025436,0.002199999988079071,0.001500000013038516,0.0015937600983306766,9.376008529216051e-05,0.0,-12.822490860009712,-9.69500017302694,nan,nan,nan,0.4664223929985396,worsened,,0.8,0.5,0.7295918367346939,0.8436578171091446,0.20634920634920634,2.444226757983891,300.0
rot_v7_0021,268,test,rotated_rect,pilot_v7_topup_rotated_rect,0.5,rectangular_notch,0.8273658752441406,0.172634094953537,0.6983050847457627,0.654485049833887,-0.043820034911875694,0.8223552894211577,0.7911646586345381,-0.031190630786619544,0.10504201680672269,0.09243697478991597,-0.01260504201680672,3.2489385833691466,3.25395957999452,263.0,260.0,238.0,0.046326082199811935,0.0336589552462101,0.2832544637437466,0.2414428181634608,0.04181164558028577,0.9623762947973473,0.9707390208688613,-0.001500000013038516,-0.0010000000474974513,-0.00133724813349545,0.00011568469199119136,-0.0009876240510493517,-2.5215093046426773e-05,0.0003769479413662912,0.00800000037997961,0.0082228509709239,0.00792185589671135,-0.0003009950742125511,0.006000000052154064,0.006418964359909296,0.006175071932375431,-0.00024389242753386497,0.0010000000474974513,0.001500000013038516,0.001414426020346582,-8.557399269193411e-05,-10.000000283105564,-1.2987818150190809,0.7411603687024797,8.70121846808648,10.741160651808045,2.039942183721564,0.37877518682473743,worsened,,0.8,0.5,0.6598639455782312,0.7950819672131147,0.05042016806722689,3.4576808918578346,250.0
rect_v9_0034,153,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,rectangular_notch,0.5543701648712158,0.4456298351287842,0.6693333333333333,0.638961038961039,-0.030372294372294384,0.8019169329073482,0.7797147385103012,-0.02220219439704707,0.2802197802197802,0.2664835164835165,-0.013736263736263743,0.8010540227386205,1.2550742859285626,262.0,267.0,364.0,0.048463769257068634,0.04404839128255844,0.2634990511902558,0.2512091694034388,0.012289881786817003,0.9723107624219302,0.9714853031311593,0.000750000006519258,0.0,0.0014946312876418233,8.658008482598234e-06,0.0017532804049551487,-9.231234434992075e-05,0.00027765874484531863,0.00800000037997961,0.007757054641842842,0.007979614660143852,0.00022256001830101013,0.008999999612569809,0.006626515183597803,0.00673909904435277,0.00011258386075496674,0.0010000000474974513,0.001500000013038516,0.001414602156728506,-8.539785631000996e-05,0.0,6.291473794040451,5.6257160457322675,nan,nan,nan,0.28007158064468796,worsened,,0.8,0.5,0.6166219839142091,0.7628524046434494,0.3434065934065934,0.9301157355916548,239.0
rect_v9_0044,163,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,rotated_rect,0.24718348681926727,0.7528164982795715,0.6137254901960785,0.5843137254901961,-0.02941176470588236,0.7606318347509113,0.7376237623762376,-0.023008072374673727,0.3862745098039216,0.41568627450980394,0.02941176470588236,2.7239213595865674,2.194007361708157,313.0,298.0,510.0,0.06401932239532471,0.057015590369701385,0.28733630810343225,0.2711638451151879,0.016172462988244374,0.9587817874142692,0.9665009237476829,0.003000000026077032,-0.0005000000237487257,0.002637207740917802,0.00023335703008342534,0.00261350953951478,6.963405758142471e-05,0.00016542918870208196,0.010999999940395355,0.009371811524033546,0.009236101061105728,-0.0001357104629278183,0.009499999694526196,0.006673986557871103,0.006450247950851917,-0.00022373860701918602,0.0010000000474974513,0.001500000013038516,0.001414943253621459,-8.505675941705704e-05,0.0,9.341071723067927,7.895465600329313,nan,nan,nan,0.33050021087202236,worsened,,0.8,0.5,0.5725490196078431,0.7281795511221946,0.42745098039215684,2.777906056127716,292.0
rect_p2_0117,116,test,rectangular_notch,pilot_v2_rectangular_notch,0.5,rotated_rect,0.3407254219055176,0.6592745780944824,0.7941787941787942,0.7672583826429981,-0.026920411535796163,0.8852838933951332,0.8683035714285714,-0.01698032196656185,0.05476190476190476,0.13333333333333333,0.07857142857142857,0.8942542698029925,1.329586314221684,443.0,476.0,420.0,0.20467153191566467,0.17896725237369537,0.32843965421644267,0.3071239264595013,0.02131572775694135,0.9544990326696483,0.9591363032940042,0.003000000026077032,0.0005000000237487257,0.003043487435206771,0.0008989004418253899,0.0032792873680591583,0.0010446554515510798,0.00027721134751904796,0.008999999612569809,0.010224401019513607,0.010717717930674553,0.0004933169111609459,0.009499999694526196,0.008667265065014362,0.008950997143983841,0.0002837320789694786,0.0015999999595806003,0.001500000013038516,0.0015877983532845974,8.779834024608135e-05,0.0,9.720915618285261,12.083460976719747,nan,nan,nan,0.4000401457479375,worsened,,0.8,0.5,0.8285714285714286,0.90625,0.01904761904761905,1.012627642423421,412.0
rot_p3_0041,240,test,rotated_rect,pilot_v3_rotated_rect,0.5,rectangular_notch,0.761360228061676,0.23863980174064636,0.7620689655172413,0.7357859531772575,-0.02628301233998387,0.8649706457925636,0.8477842003853564,-0.01718644540720715,0.12033195020746888,0.15352697095435686,0.033195020746887974,0.9654175209887778,1.4720483871589372,270.0,278.0,241.0,0.26285216212272644,0.22202236950397491,0.4201949912550252,0.3861832748670183,0.034011716388006874,0.9351604457922564,0.9366601847712723,-0.003000000026077032,0.0,-0.0025980928912758827,0.0002015939971897751,-0.002820040099322796,0.00039293919689953327,0.000293041888834663,0.00800000037997961,0.008306660689413548,0.008683406747877598,0.0003767460584640503,0.006000000052154064,0.006426142994314432,0.006708630360662937,0.000282487366348505,0.0020000000949949026,0.001500000013038516,0.00141239445656538,-8.760555647313595e-05,-20.000000659393134,-2.5195462211305144,-5.364123642502187,17.480454438262626,14.635877016890944,-2.8445774213716817,0.419162434805372,worsened,,0.8,0.5,0.7872340425531915,0.8809523809523809,0.0912863070539419,0.8658435404406734,263.0
