candidate,seed,epoch,train_loss,val_selection_score,val_total_normalized_mae,val_shape_accuracy
internal_conv1d_multitask,42,1,0.7742175161838531,1.1238251686096192,0.7738251686096191,0.0
internal_conv1d_multitask,42,2,0.5834675095975399,1.0455702900886537,0.6955702900886536,0.0
internal_conv1d_multitask,42,3,0.39155401289463043,0.8962228655815124,0.8743478655815125,0.9375
internal_conv1d_multitask,42,4,0.325514767318964,0.8825642704963684,0.7950642704963684,0.75
internal_conv1d_multitask,42,5,0.2950698882341385,0.8540246725082398,0.7665246725082397,0.75
internal_conv1d_multitask,42,6,0.2764787618070841,0.9269505143165588,0.9269505143165588,1.0
internal_conv1d_multitask,42,7,0.2445516288280487,0.7132935285568237,0.6914185285568237,0.9375
internal_conv1d_multitask,42,8,0.22700666449964046,0.7708336114883423,0.7708336114883423,1.0
internal_conv1d_multitask,42,9,0.22047341987490654,0.7643971800804138,0.7425221800804138,0.9375
internal_conv1d_multitask,42,10,0.2045134510844946,0.7057558298110962,0.7057558298110962,1.0
internal_conv1d_multitask,42,11,0.19268416427075863,0.8244466185569763,0.8244466185569763,1.0
internal_conv1d_multitask,42,12,0.17380618676543236,0.680063784122467,0.680063784122467,1.0
internal_conv1d_multitask,42,13,0.20754546113312244,0.693371593952179,0.693371593952179,1.0
internal_conv1d_multitask,42,14,0.17871741205453873,0.7822259068489075,0.7822259068489075,1.0
internal_conv1d_multitask,42,15,0.15397356636822224,0.7554718255996704,0.7554718255996704,1.0
internal_conv1d_multitask,42,16,0.13513696286827326,0.8334248661994934,0.8334248661994934,1.0
internal_conv1d_multitask,42,17,0.1327237170189619,0.7306642651557922,0.6869142651557922,0.875
internal_conv1d_multitask,42,18,0.1410868540406227,0.8079381942749023,0.7860631942749023,0.9375
internal_conv1d_multitask,42,19,0.1226437296718359,0.7313689351081848,0.7094939351081848,0.9375
internal_conv1d_multitask,42,20,0.11475893296301365,0.8286532163619995,0.8286532163619995,1.0
internal_conv1d_multitask,42,21,0.11675320379436016,0.7310932040214538,0.7092182040214539,0.9375
internal_conv1d_multitask,42,22,0.11702426243573427,0.8312748074531555,0.8312748074531555,1.0
internal_conv1d_multitask,42,23,0.11817566584795713,0.7464667916297912,0.7245917916297913,0.9375
internal_conv1d_multitask,42,24,0.10227677132934332,0.7300768256187439,0.7082018256187439,0.9375
internal_conv1d_multitask,42,25,0.10315726511180401,0.7159886956214905,0.7159886956214905,1.0
internal_conv1d_multitask,42,26,0.10033750394359231,0.7696033477783203,0.7477283477783203,0.9375
internal_conv1d_multitask,42,27,0.0865881317295134,0.9155309796333313,0.9155309796333313,1.0
internal_conv1d_multitask,42,28,0.09886433742940426,0.839872932434082,0.817997932434082,0.9375
internal_conv1d_multitask,42,29,0.0864734873175621,0.8861868739128113,0.8643118739128113,0.9375
internal_conv1d_multitask,42,30,0.08994312165305018,0.7746239423751831,0.7308739423751831,0.875
internal_conv1d_multitask,42,31,0.08505301270633936,0.80938241481781,0.7875074148178101,0.9375
internal_conv1d_multitask,42,32,0.0714847226627171,0.7924924850463867,0.7706174850463867,0.9375
internal_conv1d_multitask,42,33,0.06507949065417051,0.8053351402282715,0.7834601402282715,0.9375
internal_conv1d_multitask,42,34,0.05650322139263153,0.8123371958732605,0.7904621958732605,0.9375
internal_conv1d_multitask,42,35,0.05517476121895015,0.7984119415283203,0.7765369415283203,0.9375
internal_conv1d_multitask,42,36,0.053937945514917374,0.8468903660774231,0.8250153660774231,0.9375
internal_conv1d_multitask,42,37,0.058130613062530756,0.8192351222038269,0.7973601222038269,0.9375
internal_conv1d_multitask,42,38,0.06342777097597718,0.797026252746582,0.775151252746582,0.9375
internal_conv1d_multitask,42,39,0.0628716223873198,0.917204475402832,0.895329475402832,0.9375
internal_conv1d_multitask,42,40,0.05444441270083189,0.7941723823547363,0.7722973823547363,0.9375
internal_conv1d_multitask,42,41,0.050135254859924316,0.798502242565155,0.776627242565155,0.9375
internal_conv1d_multitask,42,42,0.04610025603324175,0.7976239085197449,0.7757489085197449,0.9375
internal_conv1d_multitask,42,43,0.046094963792711496,0.8203601002693176,0.7984851002693176,0.9375
internal_conv1d_multitask,42,44,0.04591201990842819,0.8474748492240906,0.8255998492240906,0.9375
internal_conv1d_multitask,42,45,0.051493599312379956,0.8497148513793945,0.8278398513793945,0.9375
internal_conv1d_multitask,42,46,0.05115590803325176,0.7911436915397644,0.7692686915397644,0.9375
internal_conv1d_multitask,42,47,0.05315185012295842,0.8634961009025574,0.8416211009025574,0.9375
internal_conv1d_multitask,42,48,0.04003147012554109,0.8141369581222534,0.7922619581222534,0.9375
internal_conv1d_multitask,42,49,0.04898145468905568,0.7984665989875793,0.7765915989875793,0.9375
internal_conv1d_multitask,42,50,0.039833879796788096,0.8843059539794922,0.8843059539794922,1.0
internal_conv1d_multitask,42,51,0.043473079800605774,0.801499879360199,0.779624879360199,0.9375
internal_conv1d_multitask,42,52,0.045013017021119595,0.82869873046875,0.80682373046875,0.9375
internal_conv1d_multitask,42,53,0.03957785340026021,0.8028163075447082,0.7809413075447083,0.9375
internal_conv1d_multitask,42,54,0.04244823521003127,0.8022222876548767,0.7803472876548767,0.9375
internal_conv1d_multitask,42,55,0.03796987538225949,0.8760672569274902,0.8541922569274902,0.9375
