source_index,sample_id,split,defect_type,source_pack,angle_deg,vertex_count,threshold,iou,dice,area_error,center_error,pred_area,true_area,pred_area_zero,bce_loss,dice_loss,total_loss,prob_min,prob_max,prob_mean,notes
2,rect_0003,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.7607142857142857,0.8640973630831643,0.1219047619047619,1.3541109417659876,461,525,0,0.033551234751939774,0.13893556594848633,0.1724867969751358,1.714655167779751e-36,0.9999537467956543,0.0648493766784668,balanced_pilot_v8_training_gate_only
3,rect_0004,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.7784946236559139,0.875453446191052,0.0215311004784689,2.0075318779257514,409,418,0,0.03701060637831688,0.12678664922714233,0.1637972593307495,0.0,0.9999994039535522,0.05294361710548401,balanced_pilot_v8_training_gate_only
6,rect_0007,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.6647727272727273,0.7986348122866894,0.3352272727272727,3.398100375809011,468,704,0,0.07928448915481567,0.1793886423110962,0.25867313146591187,0.0,0.9999903440475464,0.06369403749704361,balanced_pilot_v8_training_gate_only
7,rect_0008,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.7575757575757576,0.8620689655172413,0.24242424242424243,1.3463585146609314,400,528,0,0.03919779136776924,0.1364281177520752,0.17562590539455414,0.0,0.9999690055847168,0.05552561953663826,balanced_pilot_v8_training_gate_only
8,rect_0009,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.7639405204460966,0.8661749209694415,0.05411255411255411,2.8654280358944533,487,462,0,0.04905550181865692,0.15819543600082397,0.2072509378194809,0.0,0.9999905824661255,0.0669369250535965,balanced_pilot_v8_training_gate_only
9,rect_0010,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.8109452736318408,0.8956043956043956,0.01662049861495845,1.0551575419086134,367,361,0,0.025427699089050293,0.14221477508544922,0.1676424741744995,0.0,0.9999532699584961,0.05151906609535217,balanced_pilot_v8_training_gate_only
10,rect_0011,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.6852589641434262,0.8132387706855791,0.16883116883116883,2.4312709760591833,384,462,0,0.03569025173783302,0.1652737855911255,0.2009640336036682,3.56164492679076e-36,0.9998482465744019,0.054901838302612305,balanced_pilot_v8_training_gate_only
11,rect_0012,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.6475279106858054,0.7860600193610843,0.013461538461538462,3.1034084271537443,513,520,0,0.08658617734909058,0.21036791801452637,0.29695409536361694,0.0,0.9999874830245972,0.0706896036863327,balanced_pilot_v8_training_gate_only
12,rect_0013,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.653910149750416,0.7907444668008048,0.271304347826087,3.309643874166261,419,575,0,0.07331239432096481,0.19597071409225464,0.26928311586380005,0.0,0.9999823570251465,0.05818859487771988,balanced_pilot_v8_training_gate_only
15,rect_0016,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.5595854922279793,0.717607973421927,0.015625,0.25149714733759165,455,448,0,0.1043618768453598,0.28628087043762207,0.39064276218414307,0.0,0.999984622001648,0.06306260824203491,balanced_pilot_v8_training_gate_only
18,rect_0019,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.7091222030981067,0.8298086606243706,0.10857142857142857,2.157662640955423,468,525,0,0.048537977039813995,0.17968809604644775,0.22822606563568115,5.258391455354889e-36,0.9999154806137085,0.06634774804115295,balanced_pilot_v8_training_gate_only
19,rect_0020,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.8,0.8888888888888888,0.06407322654462243,1.4349599716010646,409,437,0,0.023458175361156464,0.12440294027328491,0.14786112308502197,0.0,0.9999450445175171,0.057006463408470154,balanced_pilot_v8_training_gate_only
20,rect_0021,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.6549295774647887,0.7914893617021277,0.041666666666666664,3.317418371306753,460,480,0,0.05776749551296234,0.20288079977035522,0.26064831018447876,5.122626126750557e-37,0.9999144077301025,0.0662636011838913,balanced_pilot_v8_training_gate_only
21,rect_0022,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.7175043327556326,0.8355196770938446,0.2614035087719298,0.7741072228969512,421,570,0,0.04166635870933533,0.1494324803352356,0.19109883904457092,0.0,0.9999909400939941,0.05883831903338432,balanced_pilot_v8_training_gate_only
22,rect_0023,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.5803698435277382,0.7344734473447345,0.2907692307692308,3.991081673583843,461,650,0,0.10176845639944077,0.2411332130432129,0.34290167689323425,5.527222808147307e-39,0.9999589920043945,0.06340155005455017,balanced_pilot_v8_training_gate_only
23,rect_0024,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.7398230088495575,0.8504577822990844,0.08382066276803118,3.293023889635385,470,513,0,0.05243794247508049,0.16907614469528198,0.22151409089565277,0.0,0.9999967813491821,0.0636887177824974,balanced_pilot_v8_training_gate_only
26,rect_0027,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.7768762677484787,0.8744292237442922,0.00909090909090909,1.0962750936172208,436,440,0,0.03760254383087158,0.15320110321044922,0.1908036470413208,0.0,0.9999752044677734,0.06017349287867546,balanced_pilot_v8_training_gate_only
27,rect_0028,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.7447698744769874,0.8537170263788969,0.20634920634920634,0.5133499790444364,456,378,0,0.0482405386865139,0.1794508695602417,0.2276914119720459,0.0,0.9999852180480957,0.06220591813325882,balanced_pilot_v8_training_gate_only
28,rect_0029,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.7815442561205274,0.8773784355179705,0.20833333333333334,1.690873144433963,418,528,0,0.03016548976302147,0.13384157419204712,0.1640070676803589,1.6341159972717473e-34,0.9998829364776611,0.06058675795793533,balanced_pilot_v8_training_gate_only
29,rect_0030,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.5966386554621849,0.7473684210526316,0.1111111111111111,3.0845522365490905,400,360,0,0.08278534561395645,0.2807803750038147,0.36356571316719055,0.0,0.9999440908432007,0.055986322462558746,balanced_pilot_v8_training_gate_only
30,rect_0031,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.7642725598526704,0.8663883089770354,0.17523809523809525,1.5384893654834348,433,525,0,0.02702794037759304,0.11916440725326538,0.14619234204292297,0.0,0.9999854564666748,0.06052074581384659,balanced_pilot_v8_training_gate_only
31,rect_0032,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.7526501766784452,0.8588709677419355,0.12121212121212122,1.5513948405381905,464,528,0,0.03565122187137604,0.1366053819656372,0.17225660383701324,4.76933053371723e-38,0.9999597072601318,0.06449278444051743,balanced_pilot_v8_training_gate_only
32,rect_0033,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.6838602329450915,0.8122529644268774,0.16666666666666666,3.331868376888161,460,552,0,0.048369064927101135,0.17283862829208374,0.22120769321918488,2.2133248535233795e-35,0.9999293088912964,0.06527160853147507,balanced_pilot_v8_training_gate_only
33,rect_0034,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.5961538461538461,0.7469879518072289,0.40384615384615385,1.5566572746550562,465,780,0,0.11395174264907837,0.20902228355407715,0.3229740262031555,0.0,0.9999774694442749,0.06386654078960419,balanced_pilot_v8_training_gate_only
35,rect_0036,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.569327731092437,0.7255689424364123,0.12781954887218044,3.8129368708283353,348,399,0,0.06789225339889526,0.2544785141944885,0.3223707675933838,0.0,0.9998855590820312,0.050020985305309296,balanced_pilot_v8_training_gate_only
36,rect_0037,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.6533333333333333,0.7903225806451613,0.3466666666666667,2.3306344836932595,441,675,0,0.07634026557207108,0.18018174171447754,0.256521999835968,6.240874139451187e-36,0.9999228715896606,0.06271324306726456,balanced_pilot_v8_training_gate_only
37,rect_0038,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.6450662739322534,0.7842435094001791,0.33779761904761907,0.3318108985779399,445,672,0,0.08105243742465973,0.18664056062698364,0.2676929831504822,0.0,0.9999878406524658,0.06187519431114197,balanced_pilot_v8_training_gate_only
38,rect_0039,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.6023166023166023,0.7518072289156627,0.08755760368663594,2.641907799052035,396,434,0,0.0664176493883133,0.24925190210342407,0.31566953659057617,2.2548029580335798e-34,0.9998016953468323,0.05705622583627701,balanced_pilot_v8_training_gate_only
41,rect_0042,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.7188552188552189,0.8364348677766895,0.28114478114478114,2.196892641985648,427,594,0,0.05084540322422981,0.15410447120666504,0.20494987070560455,0.0,0.9999332427978516,0.05916263163089752,balanced_pilot_v8_training_gate_only
43,rect_0044,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.6239316239316239,0.7684210526315789,0.3333333333333333,2.7269520188333667,380,570,0,0.09482941031455994,0.2050570249557495,0.29988643527030945,0.0,0.9999927282333374,0.05033455789089203,balanced_pilot_v8_training_gate_only
45,rect_0046,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.5710227272727273,0.7269439421338155,0.4289772727272727,3.2225684096343694,402,704,0,0.13131169974803925,0.2387658953666687,0.37007761001586914,0.0,0.9999853372573853,0.05416373163461685,balanced_pilot_v8_training_gate_only
47,rect_0048,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.6182336182336182,0.7640845070422535,0.13533834586466165,3.035716008695871,302,266,0,0.05201784893870354,0.25998103618621826,0.3119988739490509,0.0,0.9998225569725037,0.04271495342254639,balanced_pilot_v8_training_gate_only
50,rect_0051,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.7401709401709402,0.8506876227897839,0.07196969696969698,1.8318858900604085,490,528,0,0.04445797950029373,0.15104436874389648,0.19550234079360962,0.0,0.9999911785125732,0.0661938488483429,balanced_pilot_v8_training_gate_only
51,rect_0052,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.6630434782608695,0.7973856209150327,0.33695652173913043,2.85218592648836,488,736,0,0.06700196862220764,0.16522639989852905,0.2322283685207367,0.0,0.9999804496765137,0.06759801506996155,balanced_pilot_v8_training_gate_only
53,rect_0054,train,rectangular_notch,pilot_v2_rectangular_notch,0.0,0,0.8,0.7957860615883307,0.8862815884476535,0.180623973727422,1.7258151226591565,499,609,0,0.039836376905441284,0.12504315376281738,0.16487953066825867,0.0,0.999994158744812,0.06795720756053925,balanced_pilot_v8_training_gate_only
