sample_id,source_index,split,defect_type,source_pack,method,selected_method,dense_threshold,profile_threshold,k_stations,temperature_m,center_x,center_y,angle_rad,angle_deg,length,depth_proxy,dense_iou,dense_dice,dense_area_error,dense_center_error_px,dense_pred_area,true_area,profile_iou,profile_dice,profile_area_error,profile_center_error_px,profile_pred_area,component_count,fallback_used,roughness_penalty,area_from_profile_params,notes,u_station_0,u_station_1,u_station_2,u_station_3,u_station_4,u_station_5,u_station_6,u_station_7,half_width_0,half_width_1,half_width_2,half_width_3,half_width_4,half_width_5,half_width_6,half_width_7,center_offset_0,center_offset_1,center_offset_2,center_offset_3,center_offset_4,center_offset_5,center_offset_6,center_offset_7,occupancy_0,occupancy_1,occupancy_2,occupancy_3,occupancy_4,occupancy_5,occupancy_6,occupancy_7
rect_p2_0003,2,train,rectangular_notch,pilot_v2_rectangular_notch,P1_hardmask_profile,P1_hardmask_profile,0.9,0.5,8,0.0005,0.0023374764113071227,-3.279548526591475e-05,0.03218703319068528,1.8441811568737663,0.01263971217440418,0.001500000013038516,0.7609075043630017,0.8642220019821606,0.07809523809523809,1.6042693279176965,484.0,525.0,0.6856677524429967,0.8135265700483092,0.02857142857142857,1.8071794962431618,510.0,1,0.0,3.1405797551562756e-07,0.00010073136722088988,,-0.006425942890728584,-0.004620269722956559,-0.002814596555184533,-0.0010089233874125076,0.0007967497803595186,0.0026024229481315447,0.004408096115903569,0.006213769283675594,0.003806739840332565,0.004057050953960634,0.003810001057689077,0.0037684176737252115,0.004386227669810099,0.004119170335785242,0.004095144047649818,0.0035072831379880805,0.0006751688414489092,-0.0006142865041791609,0.0006143534569150658,-0.0004388931688171338,0.0007897467866574676,-0.0004997085514777689,0.00039136370738027825,-0.0003040434439327418,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rect_p2_0004,3,train,rectangular_notch,pilot_v2_rectangular_notch,P1_hardmask_profile,P1_hardmask_profile,0.9,0.5,8,0.0005,-0.0006713461436356548,0.00021970375501288253,0.016789094550846873,0.9619442596096143,0.011966177853677314,0.001500000013038516,0.8571428571428571,0.9230769230769231,0.145933014354067,1.3781334758973638,479.0,418.0,0.8219461697722568,0.9022727272727272,0.10526315789473684,1.713259181478201,462.0,1,0.0,3.048844664228984e-10,9.12487845346044e-05,,-0.0059400286653258,-0.004230574686229041,-0.002521120707132281,-0.0008116667280355216,0.0008977872510612375,0.0026072412301579966,0.0043166952092547565,0.006026149188351515,0.0038185047126868548,0.0038091986617867415,0.0038144861502264144,0.003809198661728109,0.003809198661728109,0.003824850120903331,0.0038089868482166973,0.0038085638228589997,0.0006630608470374595,-3.496257441335312e-06,-2.464687731452671e-05,-5.6372808101521824e-05,-7.752342944052525e-05,-0.00010924936071612437,-0.00011982467065272007,-0.0004583908540812027,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rect_p2_0007,6,train,rectangular_notch,pilot_v2_rectangular_notch,P1_hardmask_profile,P1_hardmask_profile,0.9,0.5,8,0.0005,0.00021845095501209978,6.868448154229524e-05,0.03089902488894314,1.770383717206129,0.012028698130120596,0.001500000013038516,0.664796633941094,0.7986520640269588,0.31392045454545453,3.0923322948013223,483.0,704.0,0.6694677871148459,0.802013422818792,0.3068181818181818,3.3215190419903897,488.0,1,0.0,3.899725955345386e-07,9.616798469869767e-05,,-0.006190683250296265,-0.00447229780313618,-0.0027539123559760952,-0.0010355269088160104,0.0006828585383440748,0.00240124398550416,0.004119629432664244,0.005838014879824331,0.0037886338147672003,0.003789412102748166,0.00378007088600807,0.003827166153882583,0.0046865584319122485,0.004341054771283029,0.0038080948357892886,0.0037108040194054727,0.000560016736077834,-9.406167747171084e-05,-0.00013298338571582393,0.00012594281896444477,-0.0008649052421461223,0.00034594732634902185,-2.9744019406828837e-05,-0.00036651364956669254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rect_p2_0008,7,train,rectangular_notch,pilot_v2_rectangular_notch,P1_hardmask_profile,P1_hardmask_profile,0.9,0.5,8,0.0005,0.00124319261554085,1.188728287569883e-05,0.04829706981339088,2.767218263155988,0.01193738189554313,0.001500000013038516,0.8389513108614233,0.9124236252545825,0.14015151515151514,0.9742881107109292,454.0,528.0,0.7985480943738656,0.887991927346115,0.12310606060606061,1.0242603410297169,463.0,1,0.0,2.3464400694937802e-07,9.263106425600696e-05,,-0.005967960896989152,-0.004262620626197276,-0.0025572803554054003,-0.0008519400846135243,0.0008534001861783512,0.0025587404569702267,0.004264080727762103,0.005969420998553977,0.003519011315903709,0.003518402940717118,0.004022957310272526,0.004119130511312875,0.00438018269041775,0.0038269779216969484,0.0037752783847524473,0.003513358695980667,0.00043477729521605165,-3.958927138968663e-06,-0.0003514605854038413,0.0004781637091949988,-0.0005035182089518874,6.983900319700781e-05,0.0002652830266731677,-0.0007163988774228851,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rect_p2_0009,8,train,rectangular_notch,pilot_v2_rectangular_notch,P1_hardmask_profile,P1_hardmask_profile,0.9,0.5,8,0.0005,-0.0017839163490146453,0.00023289097884653679,0.04146637254078156,2.3758481383039514,0.012044019714861479,0.001500000013038516,0.7790262172284644,0.8757894736842106,0.05627705627705628,2.3627964451297903,488.0,462.0,0.7555555555555555,0.8607594936708861,0.05194805194805195,2.3948089326801054,486.0,1,0.0,1.0972507561490066e-07,9.656116049504108e-05,,-0.006091360218179921,-0.0043707859731997095,-0.0026502117282194986,-0.0009296374832392876,0.0007909367617409237,0.002511511006721135,0.0042320852517013455,0.005952659496681558,0.003826756567696399,0.003832362104761734,0.0038229615910727655,0.004079858945230422,0.004394052246537325,0.004333010061603771,0.0038067716135233563,0.0037566829935127,0.0004955523153821196,7.391263670357389e-05,-4.42656107107915e-06,0.00026053473171003613,-0.000743253665123239,0.0004471568533207493,-0.00023944414474316264,-0.00031778333286594003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rect_p2_0010,9,train,rectangular_notch,pilot_v2_rectangular_notch,P1_hardmask_profile,P1_hardmask_profile,0.9,0.5,8,0.0005,0.002071805234068566,4.805591874485351e-05,0.17524329652770154,10.040701278996893,0.009689327586840399,0.001500000013038516,0.71571072319202,0.8343023255813954,0.09418282548476455,1.6648027059767336,327.0,361.0,0.7017543859649122,0.8247422680412371,0.11911357340720222,1.5179952439120272,318.0,1,0.0,1.0161483590654308e-07,6.33604770659501e-05,,-0.0048939242836931775,-0.003509734628430263,-0.0021255449731673493,-0.0007413553179044354,0.0006428343373584789,0.0020270239926213933,0.0034112136478843067,0.004795403303147221,0.0027481536340769833,0.003053482441811338,0.003362362718786274,0.0034561516963617133,0.0035484048488921777,0.0034561516661284204,0.003364221580527501,0.0025447153239904533,-0.00019303743843235933,0.0001195607201362972,0.00021250820417956497,-7.142456016783563e-06,-2.4020303715264646e-05,-0.00024367094868905435,-0.0001507235306102082,5.2049346065043744e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rect_p2_0011,10,train,rectangular_notch,pilot_v2_rectangular_notch,P1_hardmask_profile,P1_hardmask_profile,0.9,0.5,8,0.0005,0.0012747759896667738,-0.00011015325548340052,0.02031936608161722,1.1642139188579437,0.013057612985635632,0.001500000013038516,0.7571157495256167,0.8617710583153347,0.004329004329004329,2.6954323592789833,464.0,462.0,0.7754318618042226,0.8735135135135135,0.0021645021645021645,2.445061060907083,463.0,1,0.0,1.5957248098314846e-07,9.362756726144709e-05,,-0.006475299865637851,-0.004609926581975617,-0.0027445532983133847,-0.0008791800146511512,0.0009861932690110814,0.002851566552673314,0.004716939836335548,0.006582313119997782,0.003245106112980562,0.0034872471037268303,0.0040706901008217,0.003833311022560968,0.0034995337823001092,0.003492622566718043,0.0034747043573780867,0.0032310788390463147,7.33243877708438e-05,4.77269499114599e-05,-0.0006254587965394444,0.0006185229045917227,-6.746152991705874e-05,-0.00010585768670613461,-0.0001186564103664721,-0.0004744473570773292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rect_p2_0012,11,train,rectangular_notch,pilot_v2_rectangular_notch,P1_hardmask_profile,P1_hardmask_profile,0.9,0.5,8,0.0005,-0.0009540443740446459,0.000163924970918081,-0.011546244844151232,-0.6615510987945525,0.0138391634691604,0.001500000013038516,0.7202572347266881,0.8373831775700935,0.057692307692307696,2.5363766698915704,550.0,520.0,0.6651090342679128,0.7988774555659495,0.05576923076923077,2.6876720181791147,549.0,1,0.0,2.2152765266771145e-07,0.00011057882552935874,,-0.006912192621585022,-0.004935169268847822,-0.002958145916110623,-0.0009811225633734235,0.0009959007893637767,0.002972924142100977,0.004949947494838175,0.006926970847575376,0.004120360171049514,0.003809269965959236,0.0038201797062642844,0.004375911617786978,0.004369708478517457,0.003813051939824581,0.0038130519408730024,0.003809269953154404,-0.0007054245560399003,-5.600012890759194e-05,-4.145399767292248e-05,0.0006225165844194261,-0.0006326939203645345,2.400357137701105e-05,4.582276285249549e-05,0.00038508111224053187,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rect_p2_0013,12,train,rectangular_notch,pilot_v2_rectangular_notch,P1_hardmask_profile,P1_hardmask_profile,0.9,0.5,8,0.0005,0.0028230418400581633,3.425229764329025e-05,0.09290745054740279,5.32320480168659,0.010805024791328648,0.001500000013038516,0.5681444991789819,0.724607329842932,0.3391304347826087,3.739037531511266,380.0,575.0,0.5655737704918032,0.7225130890052356,0.3391304347826087,3.5346523609853633,380.0,1,0.0,1.3479579099446058e-07,7.500341963254207e-05,,-0.005604656509082363,-0.004061081538892556,-0.0025175065687027486,-0.0009739315985129414,0.0005696433716768654,0.002113218341866672,0.00365679331205648,0.005200368282246287,0.0026850770471055435,0.0034255756252944353,0.0034805094301166182,0.0035509022801355618,0.003545749284798517,0.003799415865242588,0.003541765079400601,0.003217808119010212,-0.00035788730749807815,0.0004150655735860238,0.0002981851354387614,-0.00013478646360423212,-0.0002516669152518663,-0.00031010710867479107,-0.00016933661175013942,2.987413628778263e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rect_p2_0015,14,train,rectangular_notch,pilot_v2_rectangular_notch,P1_hardmask_profile,P1_hardmask_profile,0.9,0.5,8,0.0005,-0.0024624194513307883,0.00012987012989028836,-0.001007056762286851,-0.05770010220914597,0.00944908238670494,0.001500000013038516,0.6805845511482255,0.8099378881987578,0.30526315789473685,1.9984498124527843,330.0,475.0,0.6652719665271967,0.7989949748743719,0.32421052631578945,1.9237157411362846,321.0,1,0.0,3.6793043408522966e-08,6.299669483830194e-05,,-0.004781835736796493,-0.0034319668244100726,-0.0020820979120236525,-0.0007322289996372329,0.0006176399127491876,0.001967508825135608,0.0033173777375220268,0.004667246649908446,0.003028569892998182,0.003232150472181058,0.003491516240239715,0.0034921252175685335,0.0034921252175450865,0.0032259281427497164,0.0032259281427497164,0.003320633265653759,-0.0006102413447372323,2.5313323118477104e-05,-0.0002902437211038898,2.7850788350275268e-05,2.9119521200647986e-05,3.0388253875165476e-05,3.165698657899217e-05,0.0006678460496999209,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
