sample_id,source_index,split,defect_type,source_pack,method,selected_method,dense_threshold,profile_threshold,k_stations,temperature_m,center_x,center_y,angle_rad,angle_deg,length,depth_proxy,dense_iou,dense_dice,dense_area_error,dense_center_error_px,dense_pred_area,true_area,profile_iou,profile_dice,profile_area_error,profile_center_error_px,profile_pred_area,component_count,fallback_used,roughness_penalty,area_from_profile_params,notes,u_station_0,u_station_1,u_station_2,u_station_3,u_station_4,u_station_5,u_station_6,u_station_7,half_width_0,half_width_1,half_width_2,half_width_3,half_width_4,half_width_5,half_width_6,half_width_7,center_offset_0,center_offset_1,center_offset_2,center_offset_3,center_offset_4,center_offset_5,center_offset_6,center_offset_7,occupancy_0,occupancy_1,occupancy_2,occupancy_3,occupancy_4,occupancy_5,occupancy_6,occupancy_7
rect_p2_0016,15,train,rectangular_notch,pilot_v2_rectangular_notch,P1_hardmask_profile,P1_hardmask_profile,0.9,0.5,8,0.0005,0.0032508147100542115,0.00012690252037886484,0.09950445305081201,5.701185202569177,0.010702365473284584,0.001500000013038516,0.622093023255814,0.7670250896057348,0.13169642857142858,0.4308233269429624,389.0,448.0,0.62109375,0.7662650602409639,0.14732142857142858,0.37749017869344,382.0,1,0.0,7.348660408774044e-08,7.626134676223638e-05,,-0.005464496956108445,-0.003935587602782076,-0.002406678249455707,-0.0008777688961293384,0.0006511404571970308,0.0021800498105234,0.0037089591638497683,0.005237868517176138,0.0028605314770809576,0.0034184711972048516,0.0034184711972048516,0.0035436845300641645,0.0037229773152137858,0.0038532565338708306,0.0038096333926823356,0.0034860538854497966,0.0001325821015349131,0.00032331891878685786,0.0001981657442337322,7.301257835415915e-05,1.0435972284898925e-05,-0.00017729379966393435,-0.0005557603512793176,-0.00011171012513807559,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rect_p2_0017,16,train,rectangular_notch,pilot_v2_rectangular_notch,P1_hardmask_profile,P1_hardmask_profile,0.9,0.5,8,0.0005,0.0014581510609584965,6.0748582832331275e-05,0.13343278164474848,7.645135236934767,0.010817885185568834,0.001500000013038516,0.6976744186046512,0.821917808219178,0.2555147058823529,2.814740360722052,405.0,544.0,0.697463768115942,0.8217716115261473,0.2775735294117647,2.935769589092454,393.0,1,0.0,3.513038392086147e-08,7.87731585379194e-05,,-0.005529102010291684,-0.003983689840924708,-0.0024382776715577317,-0.0008928655021907556,0.0006525466671762209,0.0021979588365431974,0.003743371005910173,0.005288783175277149,0.003247068622360783,0.0035448255939765547,0.0036269524798520744,0.0036269526211157635,0.0038594642915916843,0.003856112221734777,0.003634510035851784,0.0034275618290352887,-0.00019190010363297652,0.0001859678987461839,0.00010216494469070182,-0.00014924390973196093,8.159155072340624e-05,-0.00016981731918682351,-0.0002536202345233881,4.044479056893985e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rect_p2_0019,18,train,rectangular_notch,pilot_v2_rectangular_notch,P1_hardmask_profile,P1_hardmask_profile,0.9,0.5,8,0.0005,-0.001840592703557542,0.0002491460785953493,0.01749227102309625,1.0022333037224018,0.011972669738573354,0.001500000013038516,0.7164948453608248,0.8348348348348348,0.09714285714285714,1.732560818242315,474.0,525.0,0.6861063464837049,0.8138351983723296,0.12761904761904763,1.8990613200056377,458.0,1,0.0,1.4264080586936028e-08,9.16074660431276e-05,,-0.0060315271892704015,-0.004321145798045637,-0.002610764406820872,-0.0009003830155961071,0.0008099983756286577,0.0025203797668534225,0.004230761158078187,0.005941142549302953,0.0038072627371801416,0.003798584146483761,0.0038146705324158857,0.0038091616056647624,0.0038091616056851246,0.0038043136015717474,0.0037985841426555838,0.004083457838477105,0.0006389361182886839,-1.7923781464582932e-05,-5.0978357440794626e-05,-8.403292934447731e-05,-0.00010606931163173134,-0.00012810569442805151,-0.00015014207722437167,-0.0005006083906181224,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rect_p2_0020,19,train,rectangular_notch,pilot_v2_rectangular_notch,P1_hardmask_profile,P1_hardmask_profile,0.9,0.5,8,0.0005,0.0018745482790144385,-0.00010121923127292615,0.058096525075343575,3.3286856911931437,0.01147576418430905,0.001500000013038516,0.838012958963283,0.9118683901292597,0.05263157894736842,1.2922366693834264,414.0,437.0,0.8397435897435898,0.9128919860627178,0.029748283752860413,1.1011625503367577,424.0,1,0.0,5.032002641173726e-07,8.484005401985325e-05,,-0.005957512469230991,-0.00431811758575827,-0.002678722702285548,-0.0010393278188128262,0.0006000670646598948,0.0022394619481326157,0.0038788568316053384,0.00551825171507806,0.0029283844538832925,0.0034583744946335257,0.0038038282418633514,0.003519090080014125,0.004066624706571998,0.003768715470485841,0.004066624854246199,0.00345593479278986,0.00021602002911589422,0.00017944437885484505,-0.0002472072995575167,-4.0009536230493334e-05,0.0005206885938391901,-0.00014973650053268423,-0.0008567372607012928,0.00026465902849280256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rect_p2_0021,20,train,rectangular_notch,pilot_v2_rectangular_notch,P1_hardmask_profile,P1_hardmask_profile,0.9,0.5,8,0.0005,-0.001897027015779265,0.00021995940944057865,0.027021979684502373,1.5482453900102378,0.011972368614489186,0.001500000013038516,0.6165540540540541,0.7628004179728317,0.00625,4.194200261345126,477.0,480.0,0.6162988115449916,0.7626050420168067,0.016666666666666666,3.8874509218297715,472.0,1,0.0,5.675833720263896e-08,9.412591119851452e-05,,-0.005980578142959464,-0.004270239769461009,-0.002559901395962554,-0.0008495630224640985,0.0008607753510343564,0.002571113724532812,0.004281452098031267,0.005991790471529723,0.0038104379804952578,0.0038088140694523824,0.003982321520492111,0.00409644476842231,0.004102451555379049,0.0037846461822728084,0.003792134828706788,0.004089438696213195,0.00041762793158414365,4.922456189162833e-05,-0.0003021591402306115,0.00026445109840654373,-0.00038725738018585823,-0.00010395226735423456,-0.00015501121148465207,-0.0005234145666305647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rect_p2_0022,21,train,rectangular_notch,pilot_v2_rectangular_notch,P1_hardmask_profile,P1_hardmask_profile,0.9,0.5,8,0.0005,-0.0022146555843269074,0.00021521522042651972,0.015519668947132637,0.889211530110942,0.011338596719968834,0.001500000013038516,0.7789473684210526,0.8757396449704142,0.22105263157894736,0.6781112260056096,444.0,570.0,0.7810858143607706,0.8770894788593904,0.21578947368421053,0.5057524346718897,447.0,1,0.0,3.6125840569372594e-07,8.819325979439245e-05,,-0.005660244920674975,-0.004040445389250856,-0.002420645857826736,-0.0008008463264026168,0.0008189532050215022,0.0024387527364456213,0.004058552267869741,0.005678351799293858,0.0037963681685214776,0.003809456291300286,0.0038092607887969692,0.004370074247201466,0.0043762269903079515,0.003525248457851109,0.00352603052002041,0.003818058667212762,0.0006466422419993654,2.022271798292783e-06,-2.7305060453816778e-05,-0.0006817007741541878,0.0005684360250692796,-8.595971908640803e-05,-0.00010551127286726582,-0.0004522606757715641,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rect_p2_0023,22,train,rectangular_notch,pilot_v2_rectangular_notch,P1_hardmask_profile,P1_hardmask_profile,0.9,0.5,8,0.0005,0.0010049379337233712,-0.00010088781108591367,0.03473763697898402,1.9903199891533636,0.012581563126105373,0.001500000013038516,0.59375,0.7450980392156863,0.27384615384615385,3.8639357475715976,472.0,650.0,0.5784447476125512,0.7329299913569577,0.22,3.982515331032343,507.0,1,0.0,1.6337668152730668e-07,0.00010114980461826,,-0.006352810467680255,-0.004555444306808059,-0.002758078145935863,-0.0009607119850636664,0.0008366541758085292,0.002634020336680725,0.004431386497552922,0.006228752658425119,0.0035089929538391997,0.004083139665560981,0.004083139522770903,0.004089047490609203,0.004141558779018985,0.0043726229331250265,0.003847480384128349,0.00353371191039319,0.0004365677203636886,-0.0005589938210173939,0.0006663262232123622,-0.0006683816949410334,0.0005569383462563377,-0.0007558919930691501,0.00046942805116060595,-0.0005917662050854988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rect_p2_0024,23,train,rectangular_notch,pilot_v2_rectangular_notch,P1_hardmask_profile,P1_hardmask_profile,0.9,0.5,8,0.0005,-0.0017507154460101402,0.00023173952085067358,0.033302864735859306,1.9081135950597994,0.01202063863639587,0.001500000013038516,0.763668430335097,0.866,0.050682261208576995,2.7840618422600834,487.0,513.0,0.7535460992907801,0.8594539939332659,0.07212475633528265,3.1305932925553304,476.0,1,0.0,2.51207367657309e-07,9.498359317544216e-05,,-0.006114725264431974,-0.004397491173518279,-0.0026802570826045826,-0.0009630229916908865,0.0007542110992228091,0.0024714451901365047,0.004188679281050201,0.005905913371963895,0.0038156944083667025,0.0038082506644879477,0.0039770672696498085,0.0038279662091777384,0.004394570625617341,0.004056777033499234,0.003807831191529687,0.0037513453269757786,0.0007445111471063267,6.799394465043467e-05,-0.00029123893810901075,-3.68775798384042e-05,-0.000734369058491996,0.00019650949447408867,-0.00020467201436904985,-0.00026759492441085663,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rect_p2_0027,26,train,rectangular_notch,pilot_v2_rectangular_notch,P1_hardmask_profile,P1_hardmask_profile,0.9,0.5,8,0.0005,0.0012004030878512177,-7.402816274225582e-05,0.03914359326119454,2.2427626888431775,0.012091023347898607,0.001500000013038516,0.8128772635814889,0.8967813540510544,0.04772727272727273,0.9351794649452219,461.0,440.0,0.7738095238095238,0.87248322147651,0.031818181818181815,0.9894747773223024,454.0,1,0.0,5.801697422508256e-08,9.03715902484616e-05,,-0.006008067612729878,-0.004280778563030076,-0.002553489513330276,-0.0008262004636304752,0.0009010885860693263,0.0026283776357691278,0.0043556666854689275,0.006082955735168729,0.0034165128312531635,0.003491853709767158,0.003772743600788345,0.0040816176837943025,0.004087469002804054,0.0038061126748871535,0.0034681886618760033,0.0034874164413240343,0.00041513708321376736,4.861778156441735e-05,-0.00034255261232191283,0.0005597966238291594,-0.0004165058681893005,0.00016862623108176688,-0.00022254415395848306,-0.0005890634610371006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rect_p2_0028,27,train,rectangular_notch,pilot_v2_rectangular_notch,P1_hardmask_profile,P1_hardmask_profile,0.9,0.5,8,0.0005,0.0005879682503436057,1.798731633175024e-05,0.039236257654645446,2.248071967499054,0.012674901948259067,0.001500000013038516,0.7240704500978473,0.8399545970488081,0.3306878306878307,0.5694263522901446,503.0,378.0,0.6710280373831776,0.8031319910514542,0.36507936507936506,0.8097366776738179,516.0,1,0.0,2.862431125581479e-07,0.00010307992355061267,,-0.0065486901639018455,-0.004737989885579122,-0.0029272896072563975,-0.001116589328933674,0.0006941109493890504,0.002504811227711775,0.0043155115060344975,0.006126211784357223,0.0034671374461331937,0.0038505746624615286,0.004381213561002637,0.004116394915428584,0.004388372793235517,0.004031514709750537,0.0041004072260177795,0.0037241156357676396,0.00034901885655687023,-0.00035954134301455676,0.0008599037882333236,-0.00043366957481417876,0.00044385013975630774,-0.0002894194719371698,0.00032030308827911424,-0.00036354771058658635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rect_p2_0029,28,train,rectangular_notch,pilot_v2_rectangular_notch,P1_hardmask_profile,P1_hardmask_profile,0.9,0.5,8,0.0005,0.0018490361062817853,-0.00011015325535795298,0.03545969301307306,2.0316907524786196,0.012123947815089589,0.001500000013038516,0.8576779026217228,0.9233870967741935,0.12121212121212122,0.997630683806535,464.0,528.0,0.8178438661710037,0.8997955010224948,0.14772727272727273,0.9958928000220687,450.0,1,0.0,7.801153976743033e-08,8.8849118157018e-05,,-0.0060398759422809235,-0.004307883397268125,-0.0025758908522553266,-0.0008438983072425283,0.0008880942377702703,0.002620086782783068,0.004352079327795867,0.0060840718728086655,0.0034621765161975846,0.003492101566861543,0.003759940516788472,0.004084361860247203,0.0038290145971942705,0.0035282796184595705,0.003492101566036106,0.0034650119014646968,0.00016216501560436232,7.283648743337015e-05,-0.0002890885338826248,0.0005956973126927073,-0.00040074919925534816,0.00021144015417498115,-0.00019514911358835252,-0.0002621455179709697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rect_p2_0031,30,train,rectangular_notch,pilot_v2_rectangular_notch,P1_hardmask_profile,P1_hardmask_profile,0.9,0.5,8,0.0005,-0.0021780089829397703,0.00024659864616946185,0.034873246587405315,1.9980898473773254,0.01134408561944519,0.001500000013038516,0.75,0.8571428571428571,0.14666666666666667,2.5040713420414304,448.0,525.0,0.7384341637010676,0.849539406345957,0.13904761904761906,2.2490774381017027,452.0,1,0.0,2.3515125114701056e-07,9.032258014474411e-05,,-0.005696271262727846,-0.004075687602807104,-0.002455103942886363,-0.0008345202829656215,0.0007860633769551199,0.0024066470368758613,0.004027230696796603,0.005647814356717345,0.003794516903289579,0.0038080863210318066,0.003807647075408659,0.004370869285078666,0.00437677518829565,0.0037865626457487304,0.0037865626457487304,0.004067075597056633,0.0007013916421774665,4.489407441168519e-05,-2.099476992454367e-05,-0.0006994552458923799,0.0005256880626927994,-0.00015277244540538986,-0.00019669833926181727,-0.000557891517409785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rect_p2_0032,31,train,rectangular_notch,pilot_v2_rectangular_notch,P1_hardmask_profile,P1_hardmask_profile,0.9,0.5,8,0.0005,0.0013790168034444963,-0.00011705583128646648,0.04310778695765061,2.469894256822475,0.013316200766690782,0.001500000013038516,0.8065630397236615,0.892925430210325,0.01893939393939394,1.6422082208630668,518.0,528.0,0.7743589743589744,0.8728323699421965,0.03409090909090909,1.6672086777264878,510.0,1,0.0,8.208052858549926e-08,0.00010159244035027865,,-0.006778959983515508,-0.0048766455882739675,-0.0029743311930324275,-0.0010720167977908875,0.000830297597450653,0.0027326119926921934,0.004634926387933733,0.006537240783175274,0.0034564158770925453,0.003507278751934592,0.0037849548468727504,0.0037983837814610025,0.004139980671131622,0.00407583316360308,0.003795669175622713,0.0037440364339116285,0.00022138811257852537,0.00011280370245372976,5.851149989975832e-05,0.000294238579575136,-0.0003943844070383279,0.00018565416694191398,7.706976685082388e-05,-0.0005844071272651467,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rect_p2_0033,32,train,rectangular_notch,pilot_v2_rectangular_notch,P1_hardmask_profile,P1_hardmask_profile,0.9,0.5,8,0.0005,0.002239434357390416,-4.5999349926465325e-05,0.04241310999319614,2.4300921986342745,0.012700701509879711,0.001500000013038516,0.7194719471947195,0.836852207293666,0.11231884057971014,3.1453806460553793,490.0,552.0,0.7036450079239303,0.826046511627907,0.05253623188405797,2.991332852368175,523.0,1,0.0,4.9452678009851e-07,0.00010276187425266195,,-0.006389809140242282,-0.004575423210259466,-0.00276103728027665,-0.0009466513502938345,0.0008677345796889819,0.0026821205096717983,0.004496506439654613,0.006310892369637429,0.0035113586407703695,0.004100035537770043,0.0037387238268913056,0.0040826075786610915,0.004355645415774308,0.004143571420368217,0.004373073360679181,0.0035386017372799955,0.00044639730068144894,-0.0005852539134794481,0.0006033186614801371,-0.0007187984647244591,0.0007869489475602616,-0.0005351681749422928,0.0006534043963152506,-0.0003782468178456464,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rect_p2_0034,33,train,rectangular_notch,pilot_v2_rectangular_notch,P1_hardmask_profile,P1_hardmask_profile,0.9,0.5,8,0.0005,0.0012297585506612148,-6.961849063465128e-05,0.029547255486849,1.6929330355912122,0.013208692073477843,0.001500000013038516,0.6576923076923077,0.7935034802784223,0.3423076923076923,2.0193224167082495,513.0,780.0,0.6377551020408163,0.778816199376947,0.35384615384615387,2.0444173319704757,504.0,1,0.0,1.5233855161052505e-07,0.00010225649501797895,,-0.006600354710028534,-0.0047133986995317,-0.002826442689034865,-0.0009394866785380302,0.0009474693319588045,0.002834425342455639,0.004721381352952474,0.0066083373634493086,0.0034901671261682796,0.003673488322207777,0.0037899955650709583,0.0037818072813292384,0.004137092893629143,0.0043887365007955325,0.0038182825390259416,0.0035222714306641367,0.0003855429543554999,4.9611489775421476e-05,-6.217721619062175e-06,-4.3437193875820486e-05,-0.000435197888695012,0.0004795478737000645,8.77871831799389e-05,-0.0005654660463226387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
