sample_id,source_index,split,defect_type,source_pack,threshold,pred_defect_type,type_prob_rectangular_notch,type_prob_rotated_rect,initial_iou,refined_iou,delta_iou,initial_dice,refined_dice,delta_dice,initial_area_error,refined_area_error,delta_area_error,initial_center_error_px,refined_center_error_px,initial_pred_area,refined_pred_area,true_area,initial_forward_mse,refined_forward_mse,initial_forward_nrmse,refined_forward_nrmse,forward_nrmse_reduction,initial_forward_correlation,refined_forward_correlation,true_center_x,true_center_y,initial_center_x,initial_center_y,refined_center_x,refined_center_y,center_drift_m,true_width,initial_width,refined_width,width_drift_m,true_length,initial_length,refined_length,length_drift_m,true_depth,initial_depth,refined_depth,depth_drift_m,true_angle_deg,initial_angle_deg,refined_angle_deg,initial_angle_abs_error_deg,refined_angle_abs_error_deg,angle_error_delta,parameter_drift_norm,refinement_category,notes
rect_p2_0003,2,train,rectangular_notch,pilot_v2_rectangular_notch,0.6000000238418579,rectangular_notch,0.648006796836853,0.351993203163147,0.7598684210526315,0.7750809061488673,0.01521248509623574,0.8635514018691589,0.8732907930720146,0.009739391202855718,0.0380952380952381,0.08952380952380952,0.05142857142857142,2.290643260069892,2.2036746226775183,545.0,572.0,525.0,0.20973853766918182,0.17703385651111603,0.3474163653764988,0.3191826820040417,0.028233683372457075,0.9527941413772216,0.9571643094957549,0.003000000026077032,-0.0005000000237487257,0.0016818905714899302,-4.1842653445200995e-05,0.001999017782509327,0.00014844280667603016,0.00036983539976316593,0.01600000075995922,0.014526652172207832,0.014884773641824722,0.00035812146961688995,0.006500000134110451,0.008081273175776005,0.008365849032998085,0.00028457585722208023,0.0015999999595806003,0.0016217527445405722,0.0015319763915613294,-8.97763529792428e-05,0.0,4.583366852912145,5.5858973235315625,nan,nan,nan,0.42795877789043324,improved,
rect_p2_0004,3,train,rectangular_notch,pilot_v2_rectangular_notch,0.6000000238418579,rectangular_notch,0.7849376201629639,0.21506242454051971,0.763302752293578,0.7206896551724138,-0.042613097121164234,0.8657648283038502,0.8376753507014028,-0.0280894776024474,0.29904306220095694,0.3875598086124402,0.08851674641148327,2.04521588857763,1.180410104272552,543.0,580.0,418.0,0.3919781446456909,0.36333948373794556,0.40189797863894666,0.3869378309576188,0.014960147681327862,0.9561247709412894,0.9560011921364461,-0.000750000006519258,0.0005000000237487257,5.460128886625171e-05,0.000169810708030127,-0.0002612224780023098,0.0003625147510319948,0.0003699722961362286,0.012000000104308128,0.014165309257805347,0.01454289723187685,0.0003775879740715027,0.007000000216066837,0.00813059601932764,0.008388522081077099,0.0002579260617494583,0.0010000000474974513,0.0013575981138274074,0.0012833068612962961,-7.429125253111124e-05,0.0,2.8754191405688654,2.846353483999288,nan,nan,nan,0.40795401239731016,worsened,
rect_p2_0007,6,train,rectangular_notch,pilot_v2_rectangular_notch,0.6000000238418579,rectangular_notch,0.7394362092018127,0.26056376099586487,0.6993377483443709,0.6880616174582799,-0.01127613088609103,0.8230709275136399,0.8152091254752851,-0.007861802038354737,0.17755681818181818,0.13210227272727273,-0.04545454545454544,2.8924792798862162,2.675333144154166,579.0,611.0,704.0,0.30343469977378845,0.2881765067577362,0.367591515263022,0.3582301565684541,0.00936135869456789,0.9514845673472434,0.9505005014619393,-0.000750000006519258,0.0010000000474974513,0.00047413536231033504,0.00017105611914303154,0.0007697711698710918,0.00035915919579565525,0.0003504044779369745,0.014000000432133675,0.014965163543820381,0.015276727266609669,0.00031156372278928757,0.009999999776482582,0.008464079350233078,0.008467406034469604,3.3266842365264893e-06,0.0019000000320374966,0.0012325162533670664,0.0011706423247233033,-6.187392864376307e-05,0.0,4.107369688993487,3.4629517995299506,nan,nan,nan,0.33307936360707374,worsened,
rect_p2_0008,7,train,rectangular_notch,pilot_v2_rectangular_notch,0.6000000238418579,rectangular_notch,0.6997426748275757,0.3002573549747467,0.9130434782608695,0.8394648829431438,-0.0735785953177257,0.9545454545454546,0.9127272727272727,-0.041818181818181865,0.0,0.08333333333333333,0.08333333333333333,1.0,1.6419518620105027,528.0,572.0,528.0,0.38700708746910095,0.3323691189289093,0.39932338807509155,0.37006296222514384,0.029260425849947702,0.97150001452996,0.973403347988812,0.000750000006519258,0.0,0.0013835662975907326,-4.3098807509522885e-06,0.0017243181355297565,0.00019086874090135098,0.0003926913684167596,0.014000000432133675,0.014287069439888,0.014674878679215908,0.00038780923932790756,0.007499999832361937,0.008045424707233906,0.00833110325038433,0.00028567854315042496,0.0013000000035390258,0.0016367927892133594,0.0015448934864252806,-9.189930278807878e-05,0.0,4.371449134855099,3.327905085817047,nan,nan,nan,0.4414238638947608,worsened,
rect_p2_0009,8,train,rectangular_notch,pilot_v2_rectangular_notch,0.6000000238418579,rectangular_notch,0.8552067279815674,0.1447932869195938,0.6878306878306878,0.7368421052631579,0.04901141743247006,0.8150470219435737,0.8484848484848485,0.03343782654127481,0.07142857142857142,0.14285714285714285,0.07142857142857142,3.054234291510398,2.5,495.0,528.0,462.0,0.24744881689548492,0.2209591269493103,0.3720582431938006,0.351580041314971,0.020478201878829594,0.9389890071220875,0.9436946846353473,-0.0022499999031424522,0.0010000000474974513,-0.0009093297412618995,0.0001979347289307043,-0.001326688565313816,0.0003813162911683321,0.0004558697021986783,0.013000000268220901,0.013677477836608887,0.01405511237680912,0.00037763454020023346,0.007000000216066837,0.007950128987431526,0.008192789740860462,0.000242660753428936,0.0013000000035390258,0.0013558954233303666,0.0012835748493671417,-7.232057396322489e-05,0.0,0.9404234537747854,-0.20437800296635938,nan,nan,nan,0.41823187544756174,improved,
rect_p2_0010,9,train,rectangular_notch,pilot_v2_rectangular_notch,0.6000000238418579,rectangular_notch,0.6897152066230774,0.3102847933769226,0.7354166666666667,0.7552301255230126,0.01981345885634589,0.8475390156062425,0.8605482717520858,0.013009256145843362,0.3074792243767313,0.32409972299168976,0.016620498614958457,1.916125870356261,2.114325966630296,472.0,478.0,361.0,0.13904976844787598,0.11990715563297272,0.3657893093241596,0.3396787854833377,0.02611052384082191,0.9337602466201927,0.9431494737997972,0.0022499999031424522,-0.0005000000237487257,0.0013637203956022859,1.1526537491590716e-05,0.0017040017992258072,0.00018171267583966255,0.00038046649455690865,0.012000000104308128,0.013419443741440773,0.01298748143017292,-0.0004319623112678528,0.006000000052154064,0.007715881336480379,0.008003521710634232,0.00028764037415385246,0.0024999999441206455,0.0017508282326161861,0.0018434821395203471,9.265390690416098e-05,0.0,2.1470385894120083,4.53933219644625,nan,nan,nan,0.43335429099460654,improved,
rect_p2_0011,10,train,rectangular_notch,pilot_v2_rectangular_notch,0.6000000238418579,rectangular_notch,0.6946620941162109,0.30533790588378906,0.7666666666666667,0.7504690431519699,-0.01619762351469678,0.8679245283018868,0.857449088960343,-0.010475439341543824,0.06493506493506493,0.01948051948051948,-0.04545454545454545,3.0,2.8081606358686217,492.0,471.0,462.0,0.1421758085489273,0.13339772820472717,0.4100352870468405,0.39717563308271064,0.012859653964129858,0.9225240139308142,0.9246306277957291,0.001500000013038516,-0.0010000000474974513,0.0014533004723489285,-1.7939055396709591e-06,0.001380543690174818,-7.310125511139631e-05,0.00010187388268886416,0.013000000268220901,0.01359781064093113,0.013152923434972763,-0.0004448872059583664,0.007000000216066837,0.007788228802382946,0.007879836484789848,9.160768240690231e-05,0.0024999999441206455,0.0017705790232867002,0.001862668083049357,9.208905976265669e-05,0.0,2.509377136673423,3.3045622739982936,nan,nan,nan,0.26938640919833984,worsened,
rect_p2_0012,11,train,rectangular_notch,pilot_v2_rectangular_notch,0.6000000238418579,rectangular_notch,0.8000299334526062,0.19997011125087738,0.6904761904761905,0.6962025316455697,0.005726341169379201,0.8169014084507042,0.8208955223880597,0.003994113937355492,0.04807692307692308,0.06153846153846154,0.013461538461538462,2.8239375609604083,1.7736432449110042,545.0,552.0,520.0,0.46085014939308167,0.4143955409526825,0.42462082077810004,0.402651161267692,0.021969659510408024,0.9501107626394439,0.9541454331521957,-0.000750000006519258,0.0010000000474974513,-9.959728049580008e-05,0.0001384269999107346,-0.0005223765037953854,0.00033250520937144756,0.0004651974154547422,0.01600000075995922,0.014183602295815945,0.01456492394208908,0.00038132164627313614,0.006500000134110451,0.00812756922096014,0.008347151800990105,0.00021958258002996445,0.0013000000035390258,0.0013937435578554869,0.0013163111871108413,-7.74323707446456e-05,0.0,2.353696421477911,1.3799971398404696,nan,nan,nan,0.42463541053941534,neutral,
rect_p2_0013,12,train,rectangular_notch,pilot_v2_rectangular_notch,0.6000000238418579,rectangular_notch,0.6661390066146851,0.33386099338531494,0.6984126984126984,0.6788990825688074,-0.019513615843890997,0.822429906542056,0.8087431693989071,-0.013686737143148942,0.1391304347826087,0.09043478260869565,-0.04869565217391304,3.504916016399256,4.167720595893306,495.0,523.0,575.0,0.2629225254058838,0.21984682977199554,0.3815266518414013,0.3488759944979978,0.0326506573434035,0.949422122289572,0.9546185050361864,0.0022499999031424522,-0.0010000000474974513,0.0018072808161377907,-2.6136003725696355e-06,0.002114147413522005,0.0001900484785437584,0.00036233380168116503,0.014000000432133675,0.013741695322096348,0.014166958630084991,0.00042526330798864365,0.00800000037997961,0.007796098943799734,0.008088001981377602,0.0002919030375778675,0.0019000000320374966,0.0017187647754326463,0.0016262944554910064,-9.24703199416399e-05,0.0,3.86629175893554,6.232265018559726,nan,nan,nan,0.4438352717716793,worsened,
rect_p2_0015,14,train,rectangular_notch,pilot_v2_rectangular_notch,0.6000000238418579,rectangular_notch,0.8560298681259155,0.14397017657756805,0.7346938775510204,0.7450980392156863,0.010404161664665845,0.8470588235294118,0.8539325842696629,0.006873760740251145,0.031578947368421054,0.061052631578947365,0.02947368421052631,2.5,2.692582403567252,460.0,504.0,475.0,0.447922021150589,0.3920215368270874,0.41481667594912136,0.3880699041958548,0.026746771753266563,0.9694416477207134,0.9720072602859652,-0.003000000026077032,-0.0005000000237487257,-0.0016765581676736474,0.00014104471483733505,-0.0020563299767673016,0.0003346607554703951,0.00042627901446434075,0.012000000104308128,0.012928123585879803,0.01338251680135727,0.0004543932154774666,0.00800000037997961,0.007607058621942997,0.00788750872015953,0.00028045009821653366,0.0013000000035390258,0.0014998982660472393,0.0014149940107017756,-8.490425534546375e-05,0.0,-1.056713080644659,-0.9931458974215255,nan,nan,nan,0.44643528593560344,improved,
