variant,seed,selected_seed,best_epoch,best_val_epoch_score,val_selection_score,min_train_normalized_param_mae,train_normalized_param_mae,val_normalized_param_mae,test_normalized_param_mae,train_dimension_mae_norm,val_dimension_mae_norm,test_dimension_mae_norm,train_curvature_mae,val_curvature_mae,test_curvature_mae,test_L_mae_mm,test_W_mae_mm,test_D_mae_mm,test_wLD_abs_error,test_wWD_abs_error,test_wLW_abs_error,test_projected_mask_iou,test_projected_mask_dice,test_profile_depth_rmse_m
C1_split_heads,42,True,280,1.288029009103775,0.9333009656186257,0.012079145759344101,0.5237991531827936,0.723060226211181,0.7533873075093979,0.4307582875092824,0.5580656702319781,0.5443614702194165,0.13567496658831743,0.19509647724529108,0.21158406477517042,2.660231047715896,2.135249491303395,1.1115478296310475,0.2320939057912582,0.21763882270226112,0.18501947017816398,0.7282398476842469,0.8345969696140306,0.0005550889249067181
C1_split_heads,123,False,147,1.3455382525920867,0.9607353033271069,0.01076970249414444,0.4752340402316164,0.7467128504545261,0.7346713134111502,0.38641635253795503,0.5551424508866591,0.4863007465998332,0.12409129348169598,0.20598792539049798,0.2151633624273997,1.9327243207356868,1.8485051511954038,1.1222304083789005,0.22049275422707582,0.21364124615987143,0.2113560881370153,0.7716738474201869,0.8639729419948236,0.0005308081019439925
C1_split_heads,2026,False,27,1.4189578771591187,1.0219148950806387,0.005456375889480114,0.3944778375695517,0.7937436249011602,0.6696229366919934,0.33337280604942343,0.577489938109349,0.41852904817996883,0.1002355420841249,0.22193414316727564,0.2020933686827238,1.8090196656875122,1.7223762498261073,0.885331589059952,0.20934526125590006,0.21456549564997354,0.18236935138702393,0.7939247246763838,0.8807975410783169,0.000400227531943715
