sample_index,model,defect_type,area_bin,low_signal,pred_area_zero,pred_area_lt_true,pred_area_gt_true,mse,mae,iou,dice,area_error,center_error,pred_area,true_area,pred_center_x,pred_center_y,true_center_x,true_center_y
11,multi_liftoff,multi_defect,large,False,False,True,False,52292.34375,103.58832550048828,0.457204767063922,0.6275092936802974,0.09490084985835694,0.4637472331523895,29.191450940698715,32.25221340239952,4.832181453704834,4.765020847320557,4.501615524291992,4.439770698547363
12,multi_liftoff,polygon,small,True,False,True,False,15235.8369140625,34.777076721191406,0.0,0.0,0.359504132231405,2.205082416534424,2.3602894605155456,3.685097093192013,-3.733344078063965,4.890843868255615,-4.4422526359558105,2.802821636199951
13,multi_liftoff,polygon,small,True,False,True,False,16129.7060546875,32.053192138671875,0.0,0.0,0.3795379537953795,2.0926501750946045,2.8628027004962746,4.613985203459421,-6.904201984405518,4.828067779541016,-6.785660743713379,6.917357921600342
14,multi_liftoff,rotated_rect,medium,False,False,True,False,16904.01171875,36.739051818847656,0.23460410557184752,0.38004750593824227,0.45504587155963305,1.5805429220199585,4.5226191598265615,8.299082296651434,5.545657634735107,4.926368236541748,5.550366401672363,6.506904125213623
15,multi_liftoff,rotated_rect,large,False,False,True,False,26703.34375,47.797359466552734,0.23084384093113483,0.3750985027580772,0.5480549199084668,1.9432220458984375,6.014931205829939,13.308987022519915,-6.248266696929932,4.971231460571289,-6.24834680557251,6.914453506469727
16,multi_liftoff,polygon,small,True,False,False,True,16455.06640625,39.63399887084961,0.22535211267605634,0.367816091954023,0.49363057324840764,0.9451469779014587,7.1417790773018766,4.781489616786331,-3.0354866981506348,4.995584964752197,-2.583458662033081,4.16554069519043
17,multi_liftoff,polygon,medium,False,False,True,False,16105.3583984375,37.07391357421875,0.5641931684334511,0.7213855421686747,0.3844282238442822,0.3086439073085785,7.7052030130378455,12.517147977701796,1.0588514804840088,4.8780293464660645,1.1656824350357056,4.58846378326416
18,multi_liftoff,rotated_rect,small,True,False,True,False,8977.7529296875,24.48169708251953,0.5171026156941649,0.6816976127320955,0.43243243243243246,0.2440982162952423,4.157154985295122,7.324511164567596,-7.508145332336426,4.720464706420898,-7.3563761711120605,4.5292840003967285
19,multi_liftoff,polygon,small,False,False,False,True,12560.9091796875,36.23611068725586,0.4682926829268293,0.6378737541528239,0.02466367713004484,0.6982232332229614,6.959046990036157,6.791542576709247,-1.053132176399231,4.897332191467285,-0.6320841908454895,5.454319000244141
20,multi_liftoff,rotated_rect,large,False,False,True,False,19232.650390625,47.16313552856445,0.536723163841808,0.6985294117647058,0.2202835332606325,1.0353142023086548,10.88778686624913,13.963777001888744,-0.822609543800354,4.871936321258545,-1.0724561214447021,5.876651287078857
21,multi_liftoff,polygon,small,True,True,True,False,12161.9892578125,27.520484924316406,0.0,0.0,1.0,nan,0.0,5.20786448707301,nan,nan,-1.5498545169830322,6.422116279602051
22,multi_liftoff,multi_defect,large,False,False,True,False,47514.87890625,100.2802963256836,0.4243614931237721,0.5958620689655172,0.028552005438477225,1.6684125661849976,21.76034605855945,22.399908363989468,6.237820148468018,4.77652645111084,4.818432331085205,3.899635076522827
23,multi_liftoff,multi_defect,large,False,False,False,True,40364.84765625,90.06168365478516,0.39572921399363925,0.5670572916666666,0.46351242983159585,0.3756743371486664,27.790504938328198,18.988909401696034,4.017773628234863,4.844112396240234,3.7035012245178223,5.049937725067139
24,multi_liftoff,multi_defect,medium,False,False,False,True,17001.28125,39.02083969116211,0.4281183932346723,0.5995558845299778,0.03463855421686747,1.2396423816680908,10.46141199596245,10.111175495369821,5.327620506286621,4.784379482269287,5.286371231079102,6.0233354568481445
25,multi_liftoff,polygon,small,True,True,True,False,10271.95703125,24.528682708740234,0.0,0.0,1.0,nan,0.0,3.3196329186605738,nan,nan,-3.4908485412597656,5.9350385665893555
26,multi_liftoff,rotated_rect,small,False,False,True,False,14871.4140625,35.72916793823242,0.28659476117103233,0.44550898203592815,0.08045977011494253,1.3683795928955078,6.0910695755239885,6.6240381633823375,-6.27587890625,4.962373733520508,-6.258707046508789,3.594101905822754
27,multi_liftoff,multi_defect,medium,False,False,True,False,28329.552734375,71.87871551513672,0.3724137931034483,0.542713567839196,0.005012531328320802,2.072633743286133,12.090773107415117,12.151683803170357,-0.751300573348999,5.27898645401001,-2.8235158920288086,5.320624351501465
28,multi_liftoff,multi_defect,large,False,False,True,False,42036.7890625,77.97478485107422,0.34505137912385075,0.5130679533574588,0.23991507430997877,1.0681884288787842,16.35452181028191,21.51670327553849,-1.4890092611312866,4.980437278747559,-0.7568094730377197,4.2026777267456055
29,multi_liftoff,multi_defect,large,False,False,True,False,71709.6171875,114.96234130859375,0.19697606047879043,0.3291228070175439,0.5347043701799485,1.3057745695114136,13.781044914623024,29.617825810985394,4.076931476593018,4.6587419509887695,3.947539806365967,5.958089828491211
30,multi_liftoff,multi_defect,medium,False,False,True,False,33702.37109375,75.8829345703125,0.19448946515397084,0.3256445047489824,0.2597402597402597,2.4495015144348145,9.547751559633852,12.897839826172046,-3.566035509109497,4.745541572570801,-1.4378563165664673,3.5327303409576416
31,multi_liftoff,rotated_rect,small,False,False,False,True,20518.861328125,45.90056610107422,0.2857142857142857,0.4444444444444444,0.33814432989690724,1.7548646926879883,9.882760386287671,7.385421860322836,-2.596611499786377,4.9421796798706055,-2.4889914989471436,6.693741321563721
32,multi_liftoff,multi_defect,large,False,False,True,False,22713.6953125,58.04610061645508,0.6409214092140921,0.7811725846407928,0.11517509727626458,1.3350603580474854,17.313865268426937,19.567561011370813,1.0721814632415771,5.05201530456543,-0.2041921615600586,4.6605353355407715
33,multi_liftoff,polygon,medium,False,False,True,False,17432.935546875,41.201332092285156,0.3687707641196013,0.5388349514563107,0.08668730650154799,1.2294329404830933,8.984327623897883,9.837077364471241,0.36921897530555725,4.892997741699219,0.38155168294906616,6.122368812561035
34,multi_liftoff,multi_defect,large,False,False,False,True,19665.951171875,44.72153854370117,0.5286984640258691,0.6916975145425701,0.04432432432432432,0.08616796135902405,14.709933024890432,14.085598393399223,5.461000919342041,4.754167079925537,5.5202765464782715,4.816707611083984
35,multi_liftoff,polygon,medium,False,False,True,False,16502.560546875,36.74428939819336,0.41935483870967744,0.5909090909090909,0.3267605633802817,0.9688060283660889,7.278828142751166,10.81164849655508,1.9970144033432007,4.909344673156738,1.565291166305542,5.776639461517334
36,multi_liftoff,multi_defect,large,False,False,True,False,36589.015625,67.58477783203125,0.29971387696709584,0.46119977985690697,0.5544948289578361,1.4818885326385498,8.527497405733584,19.141186141084134,-2.6793789863586426,4.899350643157959,-1.1975749731063843,4.88352108001709
37,multi_liftoff,polygon,small,False,False,False,True,11988.763671875,33.66600799560547,0.3952569169960474,0.56657223796034,0.05830903790087463,0.7680695652961731,5.52764563978802,5.22309216101182,-1.117363691329956,4.958398818969727,-1.611483097076416,5.546426773071289
38,multi_liftoff,multi_defect,large,False,False,False,True,39120.14453125,76.10040283203125,0.3370913190529876,0.5042158516020236,0.017006802721088437,0.7290793657302856,18.212298030816726,17.907744552040526,1.467454433441162,5.018834114074707,1.941980242729187,4.465316295623779
39,multi_liftoff,rotated_rect,small,False,False,False,True,17187.828125,38.887550354003906,0.28869778869778867,0.44804575786463297,0.15843621399176955,1.4361740350723267,8.573180427550014,7.400649534261646,2.880521535873413,4.9358601570129395,2.8649420738220215,6.371949672698975
40,multi_liftoff,multi_defect,large,True,False,True,False,25829.49609375,49.33600616455078,0.32990750256937307,0.49613601236476046,0.6590673575129534,3.070922374725342,5.009904725868481,14.694705350951622,5.2381205558776855,4.80427360534668,2.218736171722412,5.36452579498291
41,multi_liftoff,rotated_rect,large,False,False,True,False,28792.5,49.50312423706055,0.15024390243902438,0.26123833757421544,0.6571753986332574,1.9280247688293457,4.583529855581801,13.369897718275155,-5.3131937980651855,4.947481155395508,-5.336992263793945,6.875359058380127
42,multi_liftoff,multi_defect,medium,False,False,True,False,19168.5625,45.220115661621094,0.45245559038662486,0.6230215827338129,0.26032540675844806,0.6990991234779358,8.999555297836693,12.166911477109167,-0.49167153239250183,4.936676502227783,-0.45329904556274414,4.238631248474121
43,multi_liftoff,polygon,small,False,False,False,True,12611.1435546875,33.934730529785156,0.4631578947368421,0.6330935251798561,0.3502415458937198,0.8799717426300049,8.512269731794774,6.304257010667328,1.9812389612197876,4.8725175857543945,1.9120967388153076,5.7497687339782715
44,multi_liftoff,polygon,medium,False,False,False,True,12513.884765625,37.075469970703125,0.5944767441860465,0.7456700091157703,0.009157509157509158,0.46832194924354553,8.390448340284294,8.314309970590244,-2.7210917472839355,4.960494041442871,-2.7337234020233154,5.428645610809326
45,multi_liftoff,rotated_rect,small,True,False,True,False,12201.9501953125,31.761978149414062,0.36727272727272725,0.5372340425531915,0.39658848614072495,0.577923595905304,4.309431724683222,7.1417790773018766,5.5142316818237305,4.909875869750977,5.471333026885986,5.486205101013184
46,multi_liftoff,polygon,medium,False,False,False,True,25275.16796875,49.759063720703125,0.15609756097560976,0.270042194092827,0.015306122448979591,1.8830963373184204,9.090921341469553,8.953872276020263,-5.1954498291015625,5.1080322265625,-5.748128414154053,6.908198356628418
47,multi_liftoff,polygon,medium,False,False,True,False,22251.408203125,43.65802001953125,0.22494669509594883,0.3672758920800696,0.04591836734693878,1.6817625761032104,8.542725079672394,8.953872276020263,1.847338318824768,4.838761806488037,1.9777458906173706,3.162062883377075
48,multi_liftoff,multi_defect,small,False,False,False,True,9797.5556640625,32.3969841003418,0.7280163599182005,0.842603550295858,0.011904761904761904,0.260673463344574,6.471761423994238,6.395623054300188,-0.846172034740448,4.9162211418151855,-0.8819095492362976,4.658009052276611
49,multi_liftoff,polygon,small,True,False,True,False,6014.66259765625,22.408510208129883,0.12598425196850394,0.22377622377622378,0.6880733944954128,0.5125027894973755,0.517740913919539,1.6598164593302869,0.22169671952724457,5.279263019561768,0.057397086173295975,4.79380989074707
50,multi_liftoff,polygon,small,True,False,True,False,16593.408203125,32.95775604248047,0.0,0.0,0.6791808873720137,2.1755945682525635,1.4314013502481373,4.461708464071322,4.532235622406006,4.684075355529785,4.659732341766357,6.855930805206299
51,multi_liftoff,multi_defect,large,False,False,True,False,36234.5703125,69.1607894897461,0.30223390275952694,0.46417759838546924,0.4491392801251956,1.46738600730896,10.72028245292222,19.460967293799143,-2.4756593704223633,4.780762195587158,-1.424021601676941,5.804129123687744
52,multi_liftoff,polygon,small,True,False,True,False,10171.9521484375,26.068025588989258,0.18396226415094338,0.3107569721115538,0.6094182825484764,0.8706915974617004,2.147102025372206,5.4971902919104,2.517374038696289,4.941614627838135,2.566363573074341,4.072302341461182
53,multi_liftoff,polygon,small,True,False,True,False,11314.609375,28.1955509185791,0.4826923076923077,0.6511024643320363,0.2713004484304933,0.16224586963653564,4.948994030113241,6.791542576709247,-7.898800849914551,4.677234172821045,-7.754693031311035,4.751777172088623
54,multi_liftoff,rotated_rect,medium,False,False,True,False,17102.880859375,40.05044174194336,0.31725888324873097,0.4816955684007707,0.10583941605839416,1.332862377166748,7.461560230016886,8.344765318467864,-5.372372150421143,5.046382427215576,-5.406778335571289,3.7139642238616943
55,multi_liftoff,polygon,small,True,False,True,False,12465.9462890625,29.539731979370117,0.25051334702258726,0.4006568144499179,0.5218446601941747,1.1317468881607056,2.9998517659455644,6.273801662789708,2.2616889476776123,4.942829132080078,2.3904716968536377,6.067224979400635
56,multi_liftoff,multi_defect,large,False,False,True,False,47580.76171875,91.18890380859375,0.41551724137931034,0.587088915956151,0.2733964248159832,1.1682593822479248,21.04464538343538,28.963035831616565,1.1898857355117798,4.982677459716797,1.3339569568634033,6.142019271850586
57,multi_liftoff,rotated_rect,medium,False,False,False,True,12738.921875,35.904327392578125,0.5185676392572944,0.6829694323144104,0.09706959706959707,0.9524064064025879,9.121376689347173,8.314309970590244,-3.2037062644958496,5.006155490875244,-3.0656027793884277,5.948495864868164
58,multi_liftoff,polygon,small,False,False,False,True,13627.681640625,34.748626708984375,0.3284671532846715,0.4945054945054945,0.16023738872403562,1.053595781326294,5.954020510074699,5.13172611737896,-0.6706807613372803,4.95026969909668,-1.7148799896240234,5.09066915512085
59,multi_liftoff,multi_defect,large,False,False,True,False,23348.939453125,48.57441711425781,0.5848585690515807,0.7380577427821522,0.3924050632911392,1.1869714260101318,10.96392523594318,18.044793617489816,0.5475292801856995,5.07898473739624,-0.6313211917877197,4.94037389755249
60,multi_liftoff,polygon,small,True,False,False,True,17421.22265625,36.69348907470703,0.11014492753623188,0.19843342036553524,0.09289617486338798,1.5528632402420044,6.0910695755239885,5.5733286616044495,1.8685929775238037,4.998737335205078,1.67682683467865,6.539714336395264
61,multi_liftoff,multi_defect,medium,False,False,True,False,22947.44140625,44.023502349853516,0.305019305019305,0.46745562130177515,0.13517241379310344,1.6846987009048462,9.547751559633852,11.04006360563723,4.748984336853027,4.746669292449951,4.601941108703613,6.424938678741455
62,multi_liftoff,multi_defect,large,False,False,False,True,25727.103515625,49.79176330566406,0.4153969526864475,0.5869688385269122,0.012542759407069556,1.4825701713562012,13.522174457663255,13.354670044336345,5.561761856079102,4.770679473876953,5.6475934982299805,6.250762939453125
63,multi_liftoff,multi_defect,medium,False,False,True,False,28940.322265625,68.54793548583984,0.263963963963964,0.41767640769779046,0.3137019230769231,1.6131600141525269,8.695001819060494,12.669424717089896,-2.2941765785217285,5.085000514984131,-3.8101565837860107,4.533556938171387
64,multi_liftoff,polygon,medium,False,False,True,False,24447.66796875,43.85503387451172,0.10762331838565023,0.19433198380566802,0.3111111111111111,1.9135390520095825,6.1367525973404184,8.908189254203833,2.4354403018951416,4.999122619628906,2.3299834728240967,3.088491678237915
65,multi_liftoff,multi_defect,large,True,False,True,False,28009.177734375,66.76042938232422,0.4576737783895389,0.6279508970727101,0.29331184528605964,0.2468540519475937,13.354670044336345,18.897543358063174,-0.7851400971412659,4.535894393920898,-0.7091257572174072,4.770753383636475
66,multi_liftoff,polygon,medium,False,False,True,False,18059.55859375,39.470367431640625,0.30661577608142493,0.46932814021421615,0.11213235294117647,1.0694763660430908,7.354966512445216,8.283854622712624,3.759948968887329,4.936947345733643,3.5765223503112793,3.8833181858062744
67,multi_liftoff,polygon,small,True,False,True,False,13198.41796875,28.728200912475586,0.0,0.0,0.7412280701754386,1.8104095458984375,0.8984327623897883,3.4719096580486735,3.744570255279541,4.845061302185059,5.1005024909973145,6.044657230377197
68,multi_liftoff,rotated_rect,large,False,False,True,False,14340.1123046875,42.303253173828125,0.7587687902648532,0.8628408628408628,0.02650602409638554,0.1964089721441269,18.455940813837685,18.958454053818414,4.412657260894775,4.8083977699279785,4.449052333831787,4.615390300750732
69,multi_liftoff,multi_defect,large,False,False,True,False,34832.35546875,78.18060302734375,0.45610278372591007,0.6264705882352941,0.5098612125639153,1.9808999300003052,10.21776921294149,20.84668562223085,-6.2475199699401855,5.082118034362793,-4.293068885803223,5.404741287231445
70,multi_liftoff,rotated_rect,large,False,False,True,False,34843.2109375,57.06797409057617,0.28871201157742404,0.4480628860190904,0.4777777777777778,1.8580601215362549,9.304108776612892,17.816378508407666,1.0275189876556396,4.869810581207275,1.1033371686935425,6.726323127746582
71,multi_liftoff,multi_defect,large,False,False,True,False,44989.23046875,76.3101806640625,0.23375834851244687,0.37893700787401574,0.6551952349437459,1.3054029941558838,7.933618122119995,23.009015321541867,3.410478353500366,5.553229331970215,2.1069109439849854,5.484025955200195
72,multi_liftoff,polygon,small,False,False,True,False,13669.0068359375,32.06697463989258,0.177007299270073,0.30077519379844964,0.03951367781155015,1.1122421026229858,4.811944964663951,5.009904725868481,-6.863590240478516,4.862549781799316,-6.57565975189209,5.9368767738342285
73,multi_liftoff,multi_defect,large,False,False,True,False,41556.4375,83.41015625,0.34007897334649556,0.5075506445672191,0.10139860139860139,0.6991560459136963,19.567561011370813,21.77557373249826,-3.8778913021087646,4.889753341674805,-3.187229871749878,4.781097888946533
74,multi_liftoff,rotated_rect,medium,False,False,True,False,19526.08203125,42.136138916015625,0.33436532507739936,0.5011600928074246,0.2782956058588549,1.3477864265441895,8.253399274835004,11.435983128046288,-6.045170307159424,5.010250091552734,-6.033663272857666,6.357987403869629
75,multi_liftoff,rotated_rect,medium,False,False,False,True,19599.703125,42.495670318603516,0.3919172932330827,0.5631330182309251,0.1370851370851371,1.3666428327560425,11.999407063782257,10.55277803959531,-7.455998420715332,5.075372695922852,-7.217798709869385,3.7296485900878906
76,multi_liftoff,multi_defect,large,False,False,True,False,48794.89453125,86.46516418457031,0.12290862290862291,0.21891117478510028,0.45711759504862953,2.752153158187866,9.349791798429322,17.222499224794078,5.540569305419922,4.689731121063232,2.9888834953308105,5.720869541168213
77,multi_liftoff,rotated_rect,medium,False,False,True,False,13010.2216796875,35.18275451660156,0.6047337278106509,0.7536873156342183,0.192,0.7390355467796326,9.227970406918843,11.420755454107478,4.050948143005371,4.879487991333008,3.9788944721221924,4.143973350524902
78,multi_liftoff,rotated_rect,medium,True,False,True,False,22138.404296875,41.07341384887695,0.19176319176319176,0.32181425485961124,0.7926988265971316,1.203126072883606,2.4212001562707854,11.679625911067248,6.205081939697266,5.240455150604248,6.4229559898376465,6.423689365386963
79,multi_liftoff,rotated_rect,large,False,False,True,False,25949.80859375,48.085655212402344,0.4157119476268412,0.5872832369942197,0.5474391267842149,0.9132639765739441,8.207716253018575,18.136159661122676,-3.7563982009887695,5.141208171844482,-3.666126251220703,4.23241662979126
80,multi_liftoff,polygon,small,True,False,True,False,17287.0625,33.79804611206055,0.07260726072607261,0.13538461538461538,0.6486486486486487,1.534387469291687,2.573476895658885,7.324511164567596,-6.673752784729004,4.84011697769165,-6.952694892883301,6.348936557769775
81,multi_liftoff,rotated_rect,medium,False,False,True,False,11582.759765625,35.21763229370117,0.7072072072072072,0.8284960422163589,0.02346805736636245,0.4454500675201416,11.405527780168669,11.679625911067248,1.7831816673278809,4.8351335525512695,1.8610326051712036,5.273727893829346
82,multi_liftoff,multi_defect,large,False,False,True,False,28560.90625,62.423980712890625,0.3222416812609457,0.48741721854304637,0.4685598377281947,1.6490932703018188,7.979301143936425,15.014486503666632,-2.013310670852661,4.978988170623779,-0.3869754672050476,5.252013206481934
83,multi_liftoff,polygon,small,False,False,False,True,16094.8125,39.441673278808594,0.41225626740947074,0.5838264299802761,0.05263157894736842,0.9865339994430542,7.918390448181185,7.522470925772126,-3.055372953414917,4.991453170776367,-2.2378082275390625,4.439332485198975
