decoder_variant,seed,best_epoch,best_threshold,val_score,val_iou,val_dice,val_area_error,val_center_error,val_pred_area_zero,small_iou,small_dice,small_area_error,small_pred_area_zero,low_signal_iou,low_signal_dice,low_signal_area_error,low_signal_pred_area_zero,polygon_iou,polygon_dice,polygon_area_error,rotated_rect_iou,rotated_rect_dice,rotated_rect_area_error,positive_signal,checkpoint
unet_light,42,33,0.85,0.5519924543377862,0.35493853329329444,0.4969736244730848,0.2999197034285931,1.156777389309733,3.0,0.2796190481321212,0.4004006604381437,0.46139851673808285,3.0,0.2781197654097432,0.4013855147560677,0.42757557239985666,3.0,0.2788055020184218,0.4016996094718492,0.4073734919722125,0.4314734148331208,0.5831350535909299,0.19955378205760874,False,checkpoints\mask_boundary_unet_decoder_candidate\best_mask_boundary_unet_unet_light_seed42.pt
unet_residual,42,42,0.95,0.5286651969764129,0.33364440941646906,0.4705748574206981,0.2755540698607543,1.2156157895177602,0.0,0.2560041552797314,0.3690858513674714,0.3126659810691737,0.0,0.2519913795805769,0.37018416157871864,0.37750606610867943,0.0,0.2580015544772555,0.37174040141361575,0.30000622816516603,0.404851208210867,0.5534466443280953,0.20974198217496087,False,checkpoints\mask_boundary_unet_decoder_candidate\best_mask_boundary_unet_unet_residual_seed42.pt
