model,observation_config,selected_model,split,sample_count,selection_score,total_normalized_mae,L_mae_mm,W_mae_mm,D_mae_mm,burial_depth_mae_mm,center_xyz_component_mae_mm,center_xyz_euclidean_mean_mm,shape_accuracy,shape_macro_f1,center_xyz_error_p90_mm,center_xyz_error_p95_mm,center_xyz_error_max_mm,burial_depth_error_p90_mm,burial_depth_error_p95_mm,burial_depth_error_max_mm,catastrophic_failure_count,catastrophic_failure_rate,geometry_branch_failure_count,geometry_branch_failure_rate,shape_misclassified_count,full_shift_failure_count,cuboid_ellipsoid_confusion_count,cuboid_ellipsoid_confusion_rate,aspect_accuracy,elongated_aspect_confusion_count,elongated_aspect_confusion_rate,diagnostic_probe_only,input_boundary
svr_rbf_C10,mag_x_9line_only,False,val,5,1.6218373839060465,0.6709015965461731,0.8790407776832581,1.1704740524291992,0.08038549870252609,1.1431777477264404,2.599026918411255,5.661495208740234,0.4,0.3333333333333333,8.604267120361328,9.31647777557373,10.028688430786133,1.8293341398239136,1.9384998083114624,2.0476653575897217,5,1.0,2,0.4,3,3,3,1.0,0.6,1,0.5,True,delta_b_derived_features_only
random_forest_small,mag_x_9line_only,False,train,20,0.7959156274795532,0.4622880220413208,0.6346460580825806,0.8795371651649475,0.06938836723566055,0.6092913150787354,2.4539694786071777,5.688491344451904,1.0,1.0,10.132364273071289,10.817437171936035,11.437552452087402,1.0863544940948486,1.172692894935608,1.860180377960205,6,0.3,0,0.0,0,3,0,0.0,1.0,0,0.0,True,delta_b_derived_features_only
random_forest_small,mag_x_9line_only,False,val,5,1.8991210476557414,0.7812032103538513,0.851300835609436,2.023501396179199,0.10216860473155975,1.222986102104187,4.379051208496094,11.121481895446777,0.4,0.3333333333333333,18.16458511352539,20.559959411621094,22.955331802368164,1.6463475227355957,1.6916981935501099,1.737048864364624,5,1.0,3,0.6,3,4,3,1.0,0.6,1,0.5,True,delta_b_derived_features_only
ridge_logreg,mag_x_9line_only,True,train,20,0.3996358534362581,0.2767849564552307,0.515286922454834,0.47604748606681824,0.03756621479988098,0.3686618506908417,1.0308053493499756,2.136312246322632,0.9,0.9055555555555556,4.008724212646484,4.797282695770264,4.887500762939453,0.7904178500175476,0.8178912997245789,1.0455131530761719,1,0.05,0,0.0,2,0,2,0.11764705882352941,1.0,0,0.0,True,delta_b_derived_features_only
ridge_logreg,mag_x_9line_only,True,val,5,1.3787762276331583,0.636357307434082,1.1337348222732544,1.0833889245986938,0.07767456024885178,1.077364444732666,1.9603161811828613,4.281672477722168,0.4,0.3333333333333333,5.626856327056885,5.914084434509277,6.20131254196167,1.8150546550750732,1.9497780799865723,2.0845015048980713,4,0.8,1,0.2,3,3,3,1.0,0.6,1,0.5,True,delta_b_derived_features_only
ridge_logreg,mag_x_9line_only,True,test,5,0.8931694352626802,0.49945423007011414,0.5903462767601013,0.9515909552574158,0.10004176199436188,0.8333368897438049,1.4076303243637085,2.7820239067077637,0.8,0.6,5.015793323516846,5.678290367126465,6.340786933898926,1.3923903703689575,1.522409200668335,1.6524279117584229,2,0.4,0,0.0,1,1,1,0.3333333333333333,0.8,0,0.0,True,delta_b_derived_features_only
mean_baseline,dual_mag_xy_9line,False,train,20,1.8817286328354268,0.8636579513549805,1.1959998607635498,1.5284998416900635,0.119999960064888,1.2509998083114624,4.784666538238525,11.188350677490234,0.65,0.26262626262626265,18.077360153198242,19.204975128173828,19.360200881958008,2.1299996376037598,2.1299996376037598,2.1299996376037598,19,0.95,6,0.3,7,14,4,0.23529411764705882,0.6,0,0.0,True,delta_b_derived_features_only
mean_baseline,dual_mag_xy_9line,False,val,5,2.1458232688903807,0.8881565928459167,1.3559998273849487,2.5107502937316895,0.09599989652633667,1.2419999837875366,5.069333553314209,13.121519088745117,0.0,0.0,17.2152156829834,17.232301712036133,17.249387741088867,1.7859997749328613,1.9579997062683105,2.1299996376037598,5,1.0,4,0.8,5,4,3,1.0,0.6,0,0.0,True,delta_b_derived_features_only
ridge_logreg,dual_mag_xy_9line,True,train,20,0.14465146139264107,0.11262910813093185,0.1497042179107666,0.2933559715747833,0.021234072744846344,0.10825973004102707,0.4239276051521301,0.91143798828125,1.0,1.0,1.5693554878234863,1.8776803016662598,2.335257053375244,0.27816322445869446,0.29657694697380066,0.30343514680862427,0,0.0,0,0.0,0,0,0,0.0,1.0,0,0.0,True,delta_b_derived_features_only
ridge_logreg,dual_mag_xy_9line,True,val,5,1.4695836913585665,0.7416921854019165,0.6707371473312378,1.4359239339828491,0.18276634812355042,0.9433788657188416,2.2710723876953125,4.683126449584961,0.6,0.5,5.984158992767334,5.9960103034973145,6.007861614227295,1.7106397151947021,1.8351333141326904,1.9596267938613892,4,0.8,1,0.2,2,2,2,0.6666666666666666,0.6,0,0.0,True,delta_b_derived_features_only
