method,split,sample_count,normalized_param_mae_mean_mean,dimension_param_mae_norm_mean,curvature_param_mae_norm_mean,L_mae_mm_mean,W_mae_mm_mean,D_mae_mm_mean,wLD_abs_error_mean,wWD_abs_error_mean,wLW_abs_error_mean,curvature_mae_mean_mean,projected_mask_iou_mean,projected_mask_dice_mean,profile_depth_rmse_m_mean,corr_curvature_vs_profile_rmse,corr_wLD_vs_profile_rmse,corr_wWD_vs_profile_rmse,corr_wLW_vs_profile_rmse,corr_curvature_vs_dice,corr_d_error_vs_profile_rmse,corr_dice_vs_profile_rmse,high_w_low_profile_count,high_dice_high_profile_count,high_dice_high_curvature_count
20.77_neural_selected_seed,train,162,0.6461113923125796,0.4468101876799339,0.8454125907134127,1.8511671239487182,2.035119338122047,0.8981590448292317,0.19226883443785303,0.18994916294827874,0.17381475185170586,0.18534424889510798,0.7614980454774725,0.8562088055848226,0.0004272178392528548,-0.022999372862147566,0.04236271939825811,-0.01585233082232434,-0.09740832903640473,-0.036604779030233445,0.9530003425768593,0.12453984413439038,8,11,9
20.77_neural_selected_seed,val,39,0.7486944236816504,0.5487817963346456,0.9486070420497503,2.5295834308251357,2.2502389185321636,1.1248635611472986,0.21566433020127126,0.211593950406099,0.19649168314077917,0.20791665512399796,0.7298490255306381,0.8315550804306858,0.0005162771157278584,0.2116444805791051,0.19964732727324583,0.0901831720933238,0.17881824734507562,-0.17640483643470667,0.9433600148369474,0.15977310441987505,2,3,0
20.77_neural_selected_seed,test,39,0.6780143536818333,0.4387845003213256,0.9172442085467852,1.8918915996566796,2.1857599088778863,0.8002313476246901,0.2094394748027508,0.20446911683449379,0.18931882809369993,0.20107580616306037,0.7506502455785019,0.8477271366767738,0.0003877372636895579,0.3582433693011835,0.23602022072529602,0.24957494082209147,0.30799750376881435,-0.08121457443175756,0.9209119780105226,-0.11864601604983498,1,1,2
20.77_neural_selected_seed,all,240,0.6679653661325574,0.4620763998905507,0.8738543269534905,1.9680275011186799,2.0945553626865148,0.9190852779351796,0.19886083155870438,0.19582593341668447,0.1800191655755043,0.19156864296334486,0.7545923122525291,0.8508243040497173,0.0004352743781510071,0.10433452482007817,0.10869453708060642,0.052912109488396135,0.036750351967860424,-0.08614260091317041,0.946933876411301,0.08519029927954005,10,15,11
20.81_feature_fusion_selected,train,162,0.24219147019364215,0.1722415351987253,0.3121414002445009,0.872922270892211,0.7342947503942766,0.3240943148870159,0.07114170878021805,0.07381336998056483,0.060707942203239156,0.06855434031128009,0.888717990493724,0.9387122161074449,0.0001707254128228265,0.30994900254279995,0.2379086788460148,0.26293819882195435,0.3015150535716282,-0.052801518908689525,0.8658355454303086,-0.1532199272344026,7,9,7
20.81_feature_fusion_selected,val,39,0.7306339045365652,0.563708419028001,0.8975593852691162,2.3503942627173204,2.30360888536924,1.2191427059662647,0.2164163650610508,0.20594348968603673,0.16989390819500655,0.19741792102845815,0.7221756086154129,0.8281388379913045,0.0005923954796834061,0.012767919812358001,0.016302347872996555,0.010755905153148502,0.0074328654953235125,-0.08142811487522775,0.9486882812434128,-0.08615795559192188,3,2,4
20.81_feature_fusion_selected,test,39,0.667888397971789,0.4522588877723767,0.8835179191082716,2.0303866893817215,1.8066299970333393,0.9566183099761988,0.21707869340211916,0.20230379012914804,0.1640675358283214,0.19448333899848735,0.77454093657963,0.8665725224434271,0.00044529733223988354,-0.20605693926715157,-0.24542504670256887,-0.1334373224591879,-0.1595652416088878,-0.008006904483491978,0.9576174589678687,-0.09500611052845191,3,4,3
20.81_feature_fusion_selected,all,240,0.390739116538316,0.28135772361420097,0.5001205071263636,1.3010994375683367,1.1635627749065558,0.5723248276393861,0.11846360042691231,0.11616420770684878,0.09524659564097722,0.10995813446449271,0.843101082177458,0.9090213419431692,0.00028386473559294245,0.3637980497360911,0.32700354103959456,0.37171809478082857,0.305980985575383,-0.33618459852808485,0.9573926533695934,-0.39196179857527547,2,7,5
